,Column 1,Column 2,Metric,Score,Real Correlation,Synthetic Correlation
0,cap-shape,cap-surface,ContingencySimilarity,0.7949286065977351,,
1,cap-shape,cap-color,ContingencySimilarity,0.7407680945347119,,
2,cap-shape,bruises,ContingencySimilarity,0.8216395864106352,,
3,cap-shape,odor,ContingencySimilarity,0.7683407188577056,,
4,cap-shape,gill-attachment,ContingencySimilarity,0.8126538650910882,,
5,cap-shape,gill-spacing,ContingencySimilarity,0.8328409650418513,,
6,cap-shape,gill-size,ContingencySimilarity,0.8039143279172821,,
7,cap-shape,gill-color,ContingencySimilarity,0.6994091580502215,,
8,cap-shape,stalk-shape,ContingencySimilarity,0.7982520925652388,,
9,cap-shape,stalk-root,ContingencySimilarity,0.7007631708517972,,
10,cap-shape,stalk-surface-above-ring,ContingencySimilarity,0.8188084687346135,,
11,cap-shape,stalk-surface-below-ring,ContingencySimilarity,0.8122845888724766,,
12,cap-shape,stalk-color-above-ring,ContingencySimilarity,0.7383062530773017,,
13,cap-shape,stalk-color-below-ring,ContingencySimilarity,0.7624322993599212,,
14,cap-shape,veil-type,ContingencySimilarity,0.8328409650418513,,
15,cap-shape,veil-color,ContingencySimilarity,0.8197932053175775,,
16,cap-shape,ring-number,ContingencySimilarity,0.803175775480059,,
17,cap-shape,ring-type,ContingencySimilarity,0.7456917774495322,,
18,cap-shape,spore-print-color,ContingencySimilarity,0.7079025110782866,,
19,cap-shape,population,ContingencySimilarity,0.7258739537173806,,
20,cap-shape,habitat,ContingencySimilarity,0.7369522402757263,,
21,cap-shape,class,ContingencySimilarity,0.8149926144756278,,
22,cap-surface,cap-color,ContingencySimilarity,0.7806499261447563,,
23,cap-surface,bruises,ContingencySimilarity,0.8931560807483998,,
24,cap-surface,odor,ContingencySimilarity,0.7907434761201378,,
25,cap-surface,gill-attachment,ContingencySimilarity,0.8870014771048744,,
26,cap-surface,gill-spacing,ContingencySimilarity,0.9114967996061054,,
27,cap-surface,gill-size,ContingencySimilarity,0.8581979320531757,,
28,cap-surface,gill-color,ContingencySimilarity,0.7146725750861644,,
29,cap-surface,stalk-shape,ContingencySimilarity,0.8838010832102412,,
30,cap-surface,stalk-root,ContingencySimilarity,0.7139340226489415,,
31,cap-surface,stalk-surface-above-ring,ContingencySimilarity,0.8841703594288528,,
32,cap-surface,stalk-surface-below-ring,ContingencySimilarity,0.8561053668143772,,
33,cap-surface,stalk-color-above-ring,ContingencySimilarity,0.7551698670605613,,
34,cap-surface,stalk-color-below-ring,ContingencySimilarity,0.7788035450516987,,
35,cap-surface,veil-type,ContingencySimilarity,0.9137124569177745,,
36,cap-surface,veil-color,ContingencySimilarity,0.8950024618414574,,
37,cap-surface,ring-number,ContingencySimilarity,0.8932791728212703,,
38,cap-surface,ring-type,ContingencySimilarity,0.8083456425406204,,
39,cap-surface,spore-print-color,ContingencySimilarity,0.7987444608567208,,
40,cap-surface,population,ContingencySimilarity,0.7394140817331364,,
41,cap-surface,habitat,ContingencySimilarity,0.7738798621368784,,
42,cap-surface,class,ContingencySimilarity,0.8652141802067946,,
43,cap-color,bruises,ContingencySimilarity,0.819916297390448,,
44,cap-color,odor,ContingencySimilarity,0.6198916789758739,,
45,cap-color,gill-attachment,ContingencySimilarity,0.7904972919743969,,
46,cap-color,gill-spacing,ContingencySimilarity,0.7740029542097489,,
47,cap-color,gill-size,ContingencySimilarity,0.7385524372230429,,
48,cap-color,gill-color,ContingencySimilarity,0.5925652387986213,,
49,cap-color,stalk-shape,ContingencySimilarity,0.6959625800098473,,
50,cap-color,stalk-root,ContingencySimilarity,0.6397095027080256,,
51,cap-color,stalk-surface-above-ring,ContingencySimilarity,0.7548005908419497,,
52,cap-color,stalk-surface-below-ring,ContingencySimilarity,0.7177498769079271,,
53,cap-color,stalk-color-above-ring,ContingencySimilarity,0.6518956179222057,,
54,cap-color,stalk-color-below-ring,ContingencySimilarity,0.6882077794190055,,
55,cap-color,veil-type,ContingencySimilarity,0.8355489906450024,,
56,cap-color,veil-color,ContingencySimilarity,0.8015755785327425,,
57,cap-color,ring-number,ContingencySimilarity,0.7817577548005908,,
