,Column 1,Column 2,Metric,Score,Real Correlation,Synthetic Correlation
0,person_age,person_income,ContingencySimilarity,0.7322089531391858,,
1,person_age,person_home_ownership,ContingencySimilarity,0.7491444933305399,,
2,person_age,person_emp_length,ContingencySimilarity,0.7017948180738878,,
3,person_age,loan_intent,ContingencySimilarity,0.7461065716879671,,
4,person_age,loan_grade,ContingencySimilarity,0.730218590683707,,
5,person_age,loan_amnt,ContingencySimilarity,0.7294503806131714,,
6,person_age,loan_int_rate,ContingencySimilarity,0.7571059431524547,,
7,person_age,loan_percent_income,ContingencySimilarity,0.7330819191284308,,
8,person_age,cb_person_default_on_file,ContingencySimilarity,0.7881835323695789,,
9,person_age,cb_person_cred_hist_length,ContingencySimilarity,0.5250715832111181,,
10,person_age,loan_status,ContingencySimilarity,0.7442209651511977,,
11,person_income,person_home_ownership,ContingencySimilarity,0.819959494378099,,
12,person_income,person_emp_length,ContingencySimilarity,0.7636357287520078,,
13,person_income,loan_intent,ContingencySimilarity,0.8168168168168168,,
14,person_income,loan_grade,ContingencySimilarity,0.780745862141211,,
15,person_income,loan_amnt,ContingencySimilarity,0.722780920455339,,
16,person_income,loan_int_rate,ContingencySimilarity,0.8027096864306167,,
17,person_income,loan_percent_income,ContingencySimilarity,0.7710035617012361,,
18,person_income,cb_person_default_on_file,ContingencySimilarity,0.8231021719393812,,
19,person_income,cb_person_cred_hist_length,ContingencySimilarity,0.8091347161114603,,
20,person_income,loan_status,ContingencySimilarity,0.8177945387247713,,
21,person_home_ownership,person_emp_length,ContingencySimilarity,0.787275647740764,,
22,person_home_ownership,loan_intent,ContingencySimilarity,0.8579858928696138,,
23,person_home_ownership,loan_grade,ContingencySimilarity,0.8111599972065089,,
24,person_home_ownership,loan_amnt,ContingencySimilarity,0.7829108177945387,,
25,person_home_ownership,loan_int_rate,ContingencySimilarity,0.8590334520567079,,
26,person_home_ownership,loan_percent_income,ContingencySimilarity,0.8087156924366227,,
27,person_home_ownership,cb_person_default_on_file,ContingencySimilarity,0.8894126684824359,,
28,person_home_ownership,cb_person_cred_hist_length,ContingencySimilarity,0.8622459668971297,,
29,person_home_ownership,loan_status,ContingencySimilarity,0.8613730009078846,,
30,person_emp_length,loan_intent,ContingencySimilarity,0.7793840351979887,,
31,person_emp_length,loan_grade,ContingencySimilarity,0.7596899224806202,,
32,person_emp_length,loan_amnt,ContingencySimilarity,0.7425448704518471,,
33,person_emp_length,loan_int_rate,ContingencySimilarity,0.7657657657657657,,
34,person_emp_length,loan_percent_income,ContingencySimilarity,0.7428591382079754,,
35,person_emp_length,cb_person_default_on_file,ContingencySimilarity,0.7872058104616244,,
36,person_emp_length,cb_person_cred_hist_length,ContingencySimilarity,0.7360150848522942,,
37,person_emp_length,loan_status,ContingencySimilarity,0.7635658914728682,,
38,loan_intent,loan_grade,ContingencySimilarity,0.8044905370486766,,
39,loan_intent,loan_amnt,ContingencySimilarity,0.7836790278650744,,
40,loan_intent,loan_int_rate,ContingencySimilarity,0.8503736294433969,,
41,loan_intent,loan_percent_income,ContingencySimilarity,0.8085410992387736,,
42,loan_intent,cb_person_default_on_file,ContingencySimilarity,0.8935679865912425,,
43,loan_intent,cb_person_cred_hist_length,ContingencySimilarity,0.8331238214959145,,
44,loan_intent,loan_status,ContingencySimilarity,0.8643410852713178,,
45,loan_grade,loan_amnt,ContingencySimilarity,0.7671625113485578,,
46,loan_grade,loan_int_rate,ContingencySimilarity,0.44444444444444453,,
47,loan_grade,loan_percent_income,ContingencySimilarity,0.7787205810461625,,
48,loan_grade,cb_person_default_on_file,ContingencySimilarity,0.8135693833368252,,
49,loan_grade,cb_person_cred_hist_length,ContingencySimilarity,0.7897199525106502,,
50,loan_grade,loan_status,ContingencySimilarity,0.7836091905859348,,
51,loan_amnt,loan_int_rate,ContingencySimilarity,0.7928277114323625,,
52,loan_amnt,loan_percent_income,ContingencySimilarity,0.6391856973252322,,
53,loan_amnt,cb_person_default_on_file,ContingencySimilarity,0.8175501082477827,,
54,loan_amnt,cb_person_cred_hist_length,ContingencySimilarity,0.785878902157972,,
55,loan_amnt,loan_status,ContingencySimilarity,0.8050143166422237,,
56,loan_int_rate,loan_percent_income,ContingencySimilarity,0.8033731405824429,,
57,loan_int_rate,cb_person_default_on_file,ContingencySimilarity,0.8447168098330889,,
58,loan_int_rate,cb_person_cred_hist_length,ContingencySimilarity,0.8115441022417766,,
59,loan_int_rate,loan_status,ContingencySimilarity,0.845065996228787,,
60,loan_percent_income,cb_person_default_on_file,ContingencySimilarity,0.8306096794468887,,
61,loan_percent_income,cb_person_cred_hist_length,ContingencySimilarity,0.7965290872267616,,
62,loan_percent_income,loan_status,ContingencySimilarity,0.7798728961519659,,
63,cb_person_default_on_file,cb_person_cred_hist_length,ContingencySimilarity,0.8422026677840632,,
64,cb_person_default_on_file,loan_status,ContingencySimilarity,0.8892031566450171,,
65,cb_person_cred_hist_length,loan_status,ContingencySimilarity,0.7991829038340666,,
