,Column,Metric,Score
0,cap-shape,TVComplement,0.8429345150172328
1,cap-surface,TVComplement,0.9772279665189562
2,cap-color,TVComplement,0.8874938453963565
3,bruises,TVComplement,0.8445347119645494
4,odor,TVComplement,0.9146971935007385
5,gill-attachment,TVComplement,0.9551944854751354
6,gill-spacing,TVComplement,0.8975873953717382
7,gill-size,TVComplement,0.90534219596258
8,gill-color,TVComplement,0.7680945347119645
9,stalk-shape,TVComplement,0.9345150172328902
10,stalk-root,TVComplement,0.8289020187099951
11,stalk-surface-above-ring,TVComplement,0.9009108813392418
12,stalk-surface-below-ring,TVComplement,0.9439931068439192
13,stalk-color-above-ring,TVComplement,0.8849089118660758
14,stalk-color-below-ring,TVComplement,0.8914327917282128
15,veil-type,TVComplement,1.0
16,veil-color,TVComplement,0.9393156080748399
17,ring-number,TVComplement,0.9347612013786313
18,ring-type,TVComplement,0.8722304283604136
19,spore-print-color,TVComplement,0.7860659773510585
20,population,TVComplement,0.888601674052191
21,habitat,TVComplement,0.9112506154603643
22,class,TVComplement,0.939807976366322
