,Column,Metric,Score
0,cap-shape,TVComplement,0.6400787789266371
1,cap-surface,TVComplement,0.8846627277203348
2,cap-color,TVComplement,0.714303298867553
3,bruises,TVComplement,0.9123584441161989
4,odor,TVComplement,0.4524864598719841
5,gill-attachment,TVComplement,0.8520433284096505
6,gill-spacing,TVComplement,0.8748153618906943
7,gill-size,TVComplement,0.8190546528803545
8,gill-color,KSComplement,0.8840472673559823
9,stalk-shape,TVComplement,0.7450763170851797
10,stalk-root,TVComplement,0.725258493353028
11,stalk-surface-above-ring,TVComplement,0.6392171344165436
12,stalk-surface-below-ring,TVComplement,0.4879369768586903
13,stalk-color-above-ring,TVComplement,0.628138847858198
14,stalk-color-below-ring,TVComplement,0.4801821762678484
15,veil-type,TVComplement,1.0
16,veil-color,TVComplement,0.8234859675036927
17,ring-number,TVComplement,0.933037912358444
18,ring-type,TVComplement,0.8008370260955194
19,spore-print-color,TVComplement,0.7403988183161003
20,population,TVComplement,0.741752831117676
21,habitat,TVComplement,0.8048990645002463
22,class,TVComplement,0.9953225012309207
