,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,b,g,b,f,f,f,c,b,u,e,b,s,f,w,e,p,w,o,f,h,v,l,p
1,f,y,y,f,l,f,w,n,n,e,r,y,k,g,w,p,w,o,p,u,v,g,e
2,k,s,y,f,n,f,c,b,h,t,b,s,f,w,p,p,w,o,f,k,v,l,e
3,b,y,e,f,f,f,c,b,w,e,?,s,f,w,y,p,w,o,f,h,y,p,p
4,b,s,n,t,a,a,w,b,n,e,c,s,y,o,o,p,o,o,p,n,y,d,e
5,x,y,b,f,s,f,w,n,y,t,b,k,k,p,n,p,w,o,e,w,c,d,p
6,x,y,y,t,l,f,c,b,u,e,r,s,y,w,w,p,w,o,p,n,s,p,e
7,b,g,w,f,f,f,w,n,b,e,b,y,k,p,n,p,w,n,e,w,a,g,p
8,f,s,c,f,s,f,c,b,b,e,b,y,k,p,n,p,w,t,e,w,a,g,p
9,f,y,y,t,l,f,c,b,n,e,r,f,y,e,e,p,w,o,e,n,s,p,e
10,f,s,g,f,c,f,c,n,n,t,b,f,f,g,p,p,w,o,p,n,v,g,p
11,s,f,w,t,l,f,w,b,k,e,e,f,f,e,e,p,w,o,e,n,a,g,e
12,b,y,g,t,l,f,w,b,k,e,?,f,k,w,g,p,w,o,e,k,a,g,e
13,f,y,y,t,a,f,c,b,n,e,r,s,y,w,g,p,w,o,e,k,s,p,e
14,b,y,e,f,s,f,c,b,b,t,?,f,y,p,b,p,w,o,e,w,v,d,p
15,f,f,g,f,l,f,c,b,g,e,e,y,y,g,g,p,w,o,p,n,y,u,e
16,c,s,g,f,s,f,c,n,p,e,b,k,k,p,n,p,w,o,l,w,v,g,p
17,f,s,y,f,s,f,c,n,b,t,?,f,k,p,b,p,w,n,e,w,c,w,p
18,c,f,p,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,u,p
19,k,y,c,t,l,f,c,b,y,e,b,f,s,g,g,p,w,o,p,n,v,g,e
20,k,y,n,t,n,f,c,b,p,t,b,f,s,w,e,p,w,o,e,n,s,d,e
21,b,s,w,t,n,f,c,b,o,e,c,k,s,w,n,p,w,o,p,y,n,m,e
22,b,s,g,t,p,f,c,n,h,t,b,k,y,n,n,p,w,o,p,n,v,g,p
23,f,s,b,t,l,f,w,n,w,e,?,f,f,y,y,p,y,o,e,u,a,g,e
24,c,g,w,f,l,f,c,n,h,e,b,k,k,n,n,p,w,o,l,n,y,g,p
25,x,f,p,f,m,f,c,b,b,e,?,y,y,y,y,p,y,o,e,w,v,d,p
26,x,s,c,f,p,f,c,b,p,e,b,k,k,b,n,p,w,o,l,k,v,p,p
27,s,f,g,t,a,f,w,b,k,e,e,k,f,e,w,p,w,o,e,k,a,g,e
28,x,y,n,t,s,f,w,b,e,e,r,f,s,e,e,p,w,t,e,w,a,g,e
29,b,y,y,t,l,f,c,n,p,e,c,s,s,e,e,p,w,o,e,u,a,g,e
30,c,f,e,t,m,f,c,b,b,e,b,k,f,p,p,p,w,t,e,w,v,m,p
31,x,y,b,f,y,f,w,n,w,e,b,s,k,p,n,p,w,o,p,w,c,d,p
32,f,s,w,t,n,f,w,b,w,e,c,s,y,w,n,p,w,o,e,n,a,g,e
33,k,y,n,f,p,f,w,n,p,e,c,k,k,n,b,p,w,o,l,k,y,g,p
34,b,s,b,f,f,f,c,b,w,e,b,f,s,p,b,p,w,o,e,h,v,m,p
35,k,y,n,f,s,f,c,n,b,e,c,k,y,p,p,p,w,o,e,w,v,g,p
36,c,s,c,f,c,a,c,b,w,e,c,k,y,c,c,p,w,o,n,n,c,d,p
37,b,s,u,t,a,f,c,b,p,e,?,f,f,p,g,p,w,o,e,n,c,w,e
38,f,f,r,f,f,f,w,n,e,t,?,k,k,p,w,p,w,n,e,w,c,d,p
39,f,y,n,t,l,f,c,n,n,e,r,k,y,p,n,p,w,o,p,u,n,g,e
40,f,y,p,f,y,f,c,n,b,e,b,s,k,p,b,p,w,n,e,w,s,u,p
41,b,s,n,f,f,f,c,n,g,t,?,k,k,b,n,p,w,o,l,w,v,p,p
42,f,y,n,f,m,f,c,n,p,e,r,f,y,n,n,p,w,t,p,w,y,p,e
43,k,s,y,t,l,f,c,b,h,e,c,f,s,w,g,p,w,o,e,k,s,m,e
44,x,f,g,f,a,f,c,b,p,t,e,y,y,g,g,p,w,o,p,k,y,u,e
45,k,s,y,t,s,f,c,b,b,e,c,k,y,p,b,p,w,o,e,w,c,d,p
46,x,y,n,f,m,f,c,n,p,t,?,k,k,b,b,p,w,n,l,w,v,p,p
47,k,g,e,f,n,f,c,b,y,t,b,k,y,w,g,p,w,o,p,n,y,p,e
48,x,s,u,t,n,f,w,n,w,e,?,f,f,y,y,p,y,o,e,h,c,d,e
49,x,f,n,f,l,f,c,b,u,t,e,s,f,w,w,p,w,o,f,n,y,u,e
50,b,g,p,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,u,p
51,f,g,n,f,n,f,w,b,h,t,b,s,f,w,g,p,w,o,f,k,v,d,e
52,f,s,n,t,f,f,w,b,g,e,e,f,s,n,p,p,w,o,p,h,s,g,p
53,f,f,w,t,a,f,w,b,h,t,?,s,k,n,n,p,w,o,p,k,v,d,e
54,b,s,e,f,s,f,c,n,b,e,c,y,s,p,b,p,w,o,e,w,v,d,p
55,x,y,w,f,a,f,c,b,y,e,c,f,y,w,g,p,w,o,p,n,n,m,e
56,x,s,w,f,a,f,c,n,w,e,?,s,f,e,w,p,w,o,e,u,a,g,e
