,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,c,y,u,f,y,a,c,n,o,t,r,k,k,c,c,p,y,o,l,h,c,m,p
1,f,s,p,t,p,f,c,n,b,e,e,y,k,c,o,p,y,n,l,w,s,u,p
2,x,f,u,t,a,a,w,n,w,t,c,f,s,p,p,p,n,n,f,k,y,w,e
3,b,f,e,f,s,f,c,n,b,e,e,k,y,b,n,p,y,t,p,w,v,u,p
4,x,g,b,f,f,f,c,n,h,t,b,f,s,e,y,p,w,n,l,r,v,m,p
5,x,y,u,t,l,f,c,n,p,e,r,f,y,o,g,p,o,o,p,u,y,w,e
6,b,f,e,t,a,f,c,b,p,t,?,s,s,p,g,p,n,o,p,k,y,w,e
7,f,y,c,f,a,a,w,b,g,t,r,s,f,g,e,p,n,t,f,r,y,d,e
8,k,s,b,f,f,a,c,n,b,e,e,k,s,b,b,p,y,n,l,b,c,m,p
9,b,g,b,t,s,a,w,n,e,t,e,f,k,w,b,p,y,o,l,u,c,w,p
10,b,y,y,f,l,a,w,b,n,t,e,f,f,w,g,p,n,o,p,n,a,w,e
11,k,f,c,t,n,a,w,n,w,e,r,y,s,o,w,p,o,t,f,h,a,w,e
12,x,s,u,t,y,a,c,n,y,t,e,y,y,c,b,p,w,n,l,b,s,g,p
13,k,g,u,f,n,a,c,b,h,e,e,f,y,g,g,p,o,n,f,u,n,w,e
14,k,g,c,t,c,f,c,n,r,t,b,f,f,y,g,p,w,n,p,w,n,m,p
15,x,s,b,t,y,f,w,n,b,e,?,y,s,b,y,p,y,n,l,r,c,g,p
16,x,f,c,t,f,f,c,n,b,e,?,k,y,b,y,p,y,n,n,u,c,u,p
17,s,f,g,f,a,f,c,b,e,t,?,f,f,e,g,p,n,t,f,o,n,w,e
18,f,g,b,t,y,a,c,n,b,e,?,k,y,b,b,p,y,n,l,r,c,p,p
19,f,s,u,f,l,f,w,b,e,e,b,k,y,g,g,p,o,n,f,b,a,u,e
20,b,f,r,f,l,a,w,b,g,t,?,f,f,o,g,p,n,t,f,o,y,l,e
21,k,y,u,f,n,a,w,b,u,e,?,y,f,o,g,p,o,t,f,b,y,m,e
22,b,y,c,t,l,a,w,b,o,t,c,f,f,w,p,p,n,o,f,y,n,w,e
23,c,y,n,f,p,f,c,n,b,t,e,y,s,e,y,p,y,n,l,y,c,d,p
24,f,y,r,t,l,f,w,b,o,t,c,k,s,o,o,p,w,o,f,u,n,g,e
25,s,y,u,f,a,f,w,b,e,t,?,s,k,o,e,p,n,t,f,u,n,g,e
26,c,y,u,t,n,a,w,b,h,t,r,f,f,g,g,p,o,t,p,o,n,p,e
27,f,y,u,f,l,f,w,b,r,t,c,y,f,g,g,p,o,o,f,h,s,w,e
28,c,g,g,t,y,f,w,n,u,e,c,k,k,c,b,p,w,n,l,r,s,p,p
29,k,y,w,t,p,f,c,b,u,t,c,f,s,b,b,p,w,n,n,r,v,g,p
30,s,s,r,f,y,a,c,n,b,e,?,s,y,n,b,p,w,n,l,y,s,g,p
31,c,g,b,f,s,f,w,b,b,e,?,y,s,y,p,p,w,o,n,r,c,l,p
32,b,y,c,f,l,a,c,b,e,e,c,f,k,g,g,p,w,t,p,k,a,u,e
33,k,s,c,t,a,a,w,b,u,e,e,y,k,g,g,p,n,n,f,u,n,w,e
34,s,f,b,f,a,a,w,b,u,t,r,f,f,g,g,p,o,t,p,n,a,w,e
35,x,y,e,t,c,f,c,n,b,t,c,y,s,c,w,p,w,n,l,r,v,m,p
36,k,g,b,f,m,a,w,n,b,e,b,y,k,n,y,p,y,n,f,r,c,g,p
37,f,f,c,t,y,a,w,n,e,t,r,s,s,g,p,p,o,n,p,b,n,w,e
38,x,y,w,t,c,a,c,n,g,t,b,y,k,b,n,p,w,n,l,h,s,g,p
39,k,y,u,f,n,f,w,b,r,t,r,y,k,g,n,p,n,t,l,u,a,p,e
40,x,y,p,t,a,f,c,b,e,t,c,k,k,o,p,p,y,t,f,w,a,l,e
41,s,s,p,f,c,f,c,n,p,e,b,y,k,y,b,p,y,t,n,y,s,p,p
42,f,y,r,t,l,f,w,b,p,e,b,y,f,c,n,p,n,n,f,u,n,l,e
43,s,g,e,f,a,f,c,b,o,t,r,k,s,w,g,p,n,t,f,o,v,p,e
44,c,f,w,f,a,f,c,b,h,t,c,y,f,g,g,p,o,t,p,b,n,m,e
45,c,f,u,f,l,f,w,b,k,t,r,s,f,g,o,p,w,o,f,y,y,m,e
46,f,y,b,f,s,f,c,b,r,t,b,k,y,b,w,p,w,n,l,r,c,l,p
47,k,y,y,t,l,f,w,b,e,e,r,f,y,e,g,p,o,t,e,w,a,g,e
