,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,c,s,y,t,n,f,c,b,n,e,c,f,f,e,w,p,w,o,e,b,s,m,e
1,f,y,n,f,f,f,c,b,h,t,?,k,k,n,n,p,w,o,l,h,v,d,p
2,x,s,w,t,a,f,w,b,k,e,c,s,y,p,p,p,w,o,p,k,n,g,e
3,x,g,w,t,c,f,c,n,u,e,b,f,f,w,y,p,w,o,p,k,v,m,p
4,s,f,g,f,a,a,c,n,o,e,e,s,k,o,o,p,n,o,p,n,y,u,e
5,s,f,n,f,n,f,c,b,g,t,e,k,k,b,b,p,w,o,l,k,y,u,e
6,f,g,e,f,l,f,w,b,p,t,b,k,k,p,g,p,w,o,l,n,y,d,e
7,k,f,n,t,a,a,c,b,h,t,b,s,y,o,o,p,o,o,p,k,y,p,e
8,c,g,b,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,m,p
9,b,s,g,f,c,f,c,n,p,e,b,k,k,n,b,p,w,o,l,n,v,g,p
10,x,y,n,f,l,f,w,n,n,e,r,f,s,w,g,p,w,o,e,u,a,g,e
11,s,f,g,f,a,a,c,b,n,t,e,k,y,o,o,p,n,o,p,n,y,u,e
12,s,f,n,f,l,a,c,b,n,t,e,s,y,o,o,p,o,o,p,k,y,u,e
13,f,y,n,t,a,f,c,n,p,e,r,f,f,e,e,p,w,o,e,u,a,g,e
14,b,s,w,t,n,a,c,b,n,e,c,y,y,o,o,p,o,o,p,k,n,m,e
15,x,y,n,f,p,f,w,n,u,e,c,f,f,n,p,p,w,o,p,k,c,l,p
16,b,y,y,f,c,f,c,n,g,e,b,k,k,b,p,p,w,o,l,n,v,g,p
17,k,f,y,f,f,f,c,b,g,t,?,k,k,n,n,p,w,o,l,h,y,p,p
18,k,y,n,f,l,f,c,b,w,t,b,s,k,p,p,p,w,o,p,n,v,p,e
19,b,s,y,f,l,f,c,b,g,e,c,k,k,b,b,p,w,o,l,k,y,g,e
20,x,y,y,t,n,f,c,b,k,e,r,k,s,n,n,p,w,o,p,k,y,p,e
21,f,f,n,t,n,f,c,n,w,t,b,f,f,w,g,p,w,o,e,h,s,p,e
22,c,y,c,f,p,f,c,n,n,e,b,y,s,n,p,p,w,o,p,k,s,m,p
23,f,y,e,t,s,f,c,n,b,e,c,k,k,y,y,p,y,n,e,w,c,l,p
24,c,f,c,f,a,f,w,b,w,t,b,s,f,w,n,p,w,o,f,n,v,l,e
25,b,s,w,f,l,f,c,b,w,e,?,s,f,w,n,p,w,o,f,n,v,l,e
26,b,g,b,f,y,a,w,n,y,e,b,k,y,c,c,p,w,o,n,w,c,d,p
27,f,f,g,t,l,f,c,b,n,e,e,f,s,e,w,p,w,o,e,n,v,u,e
28,c,g,w,t,p,f,w,n,g,e,b,f,f,w,p,p,w,o,p,n,c,l,p
29,f,y,n,f,a,f,w,b,h,t,b,s,f,w,n,p,w,o,f,k,y,d,e
30,k,f,y,f,c,f,c,n,p,t,?,k,k,n,p,p,w,o,l,n,y,p,p
31,f,y,e,f,p,f,c,n,h,t,?,k,k,p,b,p,w,o,l,n,y,g,p
32,x,g,b,f,p,f,w,n,g,e,b,k,k,n,p,p,w,o,l,n,v,g,p
33,f,s,n,f,a,f,w,b,o,t,b,f,y,p,g,p,w,o,p,n,v,l,e
34,b,f,p,f,s,f,c,n,b,t,b,y,k,y,y,p,y,o,e,w,v,m,p
35,x,y,c,t,c,f,w,n,u,e,c,f,f,g,w,p,w,o,p,k,c,l,p
36,x,y,n,t,f,f,w,n,b,e,c,k,k,y,y,p,y,o,e,w,c,l,p
