,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,f,f,p,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,u,p
1,k,s,c,t,a,f,c,b,n,t,b,f,s,y,y,p,y,o,e,n,s,p,e
2,x,f,g,t,a,f,c,b,y,t,e,f,f,w,g,p,w,o,e,n,v,u,e
3,f,f,b,t,c,f,w,n,o,t,?,f,f,n,p,p,w,o,p,n,c,d,p
4,k,f,e,f,c,a,c,n,w,t,?,k,y,c,c,p,w,o,n,k,c,d,p
5,b,f,g,t,s,f,c,n,b,e,b,y,y,p,p,p,w,o,e,w,v,g,p
6,x,s,w,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,g,p
7,k,y,y,f,f,f,c,b,u,t,?,s,f,w,p,p,w,o,f,h,y,p,p
8,c,g,y,f,c,f,c,n,p,e,b,k,k,n,b,p,w,o,l,k,v,m,p
9,f,y,e,t,y,f,w,n,b,e,c,y,f,p,n,p,w,o,e,w,c,d,p
10,f,s,p,f,m,f,c,n,b,e,b,k,k,p,b,p,w,o,e,w,c,l,p
11,c,y,c,t,s,f,c,n,b,e,c,k,y,y,y,p,y,n,e,w,c,d,p
12,b,g,g,f,c,f,c,n,u,e,b,s,f,w,p,p,w,o,f,k,v,g,p
13,b,g,g,f,p,f,c,n,p,e,b,s,f,w,e,p,w,o,f,k,v,g,p
14,b,s,y,t,l,a,w,b,o,e,c,k,y,o,o,p,o,o,p,n,y,g,e
15,f,y,n,f,c,f,c,n,n,e,c,k,y,p,w,p,w,o,e,k,c,d,p
16,f,s,y,f,a,a,w,b,g,e,c,f,y,o,o,p,o,o,p,k,n,g,e
17,s,f,g,f,a,f,c,b,h,e,e,s,f,w,g,p,w,o,f,k,v,u,e
18,k,y,c,f,c,f,w,n,u,e,c,f,f,n,p,p,w,o,p,n,c,d,p
19,b,s,g,f,l,f,w,b,y,e,?,s,y,p,g,p,w,o,p,n,y,d,e
20,b,s,w,f,l,a,c,b,k,e,c,y,y,o,o,p,n,o,p,k,s,m,e
21,b,y,w,t,l,f,c,b,k,e,c,k,y,g,w,p,w,o,p,k,n,g,e
22,x,f,w,t,l,f,c,b,g,t,b,s,y,n,p,p,w,o,p,k,v,p,e
23,c,s,w,t,l,a,c,b,y,e,c,k,y,o,o,p,n,o,p,n,s,m,e
24,c,g,g,f,p,f,c,n,u,e,b,s,f,w,y,p,w,o,f,n,v,g,p
25,b,f,b,f,c,f,c,n,o,t,?,f,y,n,n,p,w,o,p,n,s,d,p
26,k,s,p,f,p,f,c,n,h,e,b,k,k,p,p,p,w,o,l,n,v,g,p
27,f,y,c,t,p,f,c,n,u,e,c,f,s,n,b,p,w,o,p,k,c,d,p
28,k,s,y,f,l,f,w,b,p,e,c,s,f,e,e,p,w,o,e,k,a,g,e
29,b,f,w,f,a,a,c,b,k,e,?,s,k,o,o,p,n,o,p,n,c,w,e
30,x,y,p,t,l,f,c,b,w,e,?,f,f,w,g,p,w,o,e,n,c,w,e
31,b,s,w,t,a,f,c,b,o,e,c,y,k,g,w,p,w,o,p,n,n,m,e
32,b,y,n,t,n,a,w,b,h,t,b,s,k,o,o,p,n,o,p,k,v,l,e
33,b,s,c,t,a,f,c,b,o,t,b,y,s,p,g,p,w,o,p,n,y,u,e
34,x,s,e,f,c,f,c,n,p,e,c,k,k,b,b,p,w,o,l,k,y,d,p
35,c,y,c,f,c,f,c,n,o,e,c,s,f,w,p,p,w,o,p,n,s,d,p
36,k,y,y,f,c,f,c,n,p,t,?,k,k,p,w,p,w,o,l,k,y,p,p
37,f,y,n,t,f,f,c,n,b,e,c,k,k,y,y,p,y,n,e,w,s,d,p
38,x,f,g,f,a,f,w,b,w,e,?,s,f,w,n,p,w,o,f,n,v,l,e
39,f,g,c,t,a,f,w,b,p,t,b,f,f,e,e,p,w,o,e,k,a,g,e
40,f,f,y,f,c,f,c,n,p,t,?,k,k,n,p,p,w,o,l,n,y,p,p
41,f,y,y,t,l,f,c,b,w,e,r,f,s,w,w,p,w,o,e,k,s,p,e
42,f,y,e,f,p,f,c,n,k,e,c,y,y,p,n,p,w,o,e,k,v,d,p
43,x,y,e,f,n,a,c,b,n,t,b,y,y,o,o,p,o,o,p,o,y,p,e
44,x,s,w,t,l,f,c,n,w,e,c,s,k,g,p,p,w,o,p,u,n,m,e
45,k,g,n,f,l,a,c,n,g,t,b,s,y,o,o,p,n,o,p,k,v,l,e
46,f,y,y,f,l,f,c,b,w,e,r,s,f,w,g,p,w,o,f,n,v,p,e
47,x,s,y,t,a,f,c,b,k,e,c,f,f,w,g,p,w,o,e,n,v,l,e
48,b,s,p,f,l,a,w,b,n,e,?,k,y,o,o,p,o,o,p,n,n,g,e
49,c,g,p,t,f,f,c,n,b,e,b,k,y,y,y,p,y,o,e,w,v,m,p
50,f,f,g,t,l,f,w,b,w,t,e,f,s,w,n,p,w,o,e,k,a,g,e
