,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,c,g,g,f,y,f,w,n,b,e,b,k,k,p,b,p,w,o,e,w,v,g,p
1,x,s,y,t,m,f,w,n,e,e,c,s,f,p,b,p,w,t,e,w,c,d,e
2,c,f,y,f,p,f,c,b,w,e,b,f,k,p,b,p,w,o,e,k,a,g,p
3,c,f,y,f,y,f,c,b,b,e,b,k,y,y,y,p,y,n,e,w,s,m,p
4,f,f,g,t,a,a,c,b,u,t,e,k,y,o,o,p,n,o,p,n,y,u,e
5,f,f,n,f,l,f,c,n,h,t,e,s,f,w,e,p,w,o,f,k,y,u,e
6,f,g,w,t,f,f,c,n,w,e,b,f,f,n,b,p,w,o,p,w,v,m,p
7,b,y,y,f,m,f,c,n,y,e,c,k,y,c,c,p,w,n,n,w,c,d,p
8,x,s,e,f,c,f,c,b,p,t,?,k,k,b,n,p,w,o,l,n,y,p,p
9,k,y,n,f,p,f,c,n,h,e,c,k,k,p,n,p,w,o,l,k,y,g,p
10,s,s,w,t,n,f,c,b,o,t,e,y,f,g,p,p,w,o,p,b,y,u,e
11,f,s,b,f,a,f,w,b,u,t,?,k,y,n,b,p,w,o,p,n,v,l,e
12,x,y,n,f,a,f,w,b,w,e,r,s,f,w,w,p,w,o,f,n,y,g,e
13,x,s,w,t,a,f,c,b,w,e,c,f,k,p,g,p,w,o,p,k,n,m,e
14,x,y,y,f,a,f,w,n,p,e,r,f,s,y,y,p,y,o,e,u,a,g,e
15,b,s,w,f,a,f,c,n,p,e,c,s,f,w,n,p,w,o,f,u,y,d,e
16,x,y,r,t,p,f,w,b,p,t,?,y,s,w,e,p,w,o,e,k,v,l,e
17,f,g,p,f,p,f,c,n,g,e,b,y,f,w,p,p,w,o,p,n,y,u,p
18,s,y,n,t,s,f,c,n,e,t,e,y,k,y,y,p,y,n,e,w,v,u,p
19,k,s,e,f,c,f,c,n,w,e,c,k,f,p,n,p,w,o,p,n,c,l,p
20,x,s,w,t,l,f,c,n,p,e,c,y,s,g,g,p,w,o,p,u,y,d,e
21,b,s,y,t,a,f,c,b,p,e,c,y,y,w,e,p,w,o,p,n,n,m,e
22,b,s,n,f,l,f,c,b,w,e,?,s,f,w,y,p,w,o,f,k,y,d,e
23,f,s,c,f,s,f,w,b,y,e,c,k,y,c,c,p,w,n,n,w,c,l,p
24,x,s,w,f,m,a,c,n,w,e,?,k,y,c,c,p,w,n,n,w,c,w,p
25,s,y,w,f,m,f,c,n,w,e,e,s,f,w,y,p,w,o,f,w,y,g,p
26,c,f,g,f,y,f,w,n,b,t,b,f,s,p,p,p,w,n,e,w,v,g,p
27,s,f,g,t,n,f,c,b,g,e,e,s,s,g,g,p,w,o,p,n,y,u,e
28,x,y,y,f,l,f,c,b,g,e,r,k,k,n,n,p,w,o,l,k,v,p,e
29,b,s,c,t,n,f,w,n,k,e,c,k,s,g,w,p,w,o,p,k,n,g,e
30,x,y,w,f,l,f,w,b,u,e,c,s,f,w,e,p,w,o,f,n,y,d,e
31,x,s,y,t,a,f,c,b,n,e,c,f,s,w,g,p,w,o,e,k,s,m,e
32,x,s,b,f,c,f,c,n,h,e,b,k,k,b,b,p,w,o,l,k,v,m,p
33,f,y,n,t,p,f,c,b,o,t,b,k,k,w,g,p,w,o,p,n,c,l,e
34,f,s,n,f,n,f,w,b,h,e,?,k,k,p,n,p,w,o,l,n,y,g,e
35,x,s,w,t,l,f,w,n,n,e,c,f,f,e,w,p,w,o,e,n,s,g,e
36,b,s,w,t,a,a,c,n,n,e,c,y,y,o,o,p,o,o,p,u,v,m,e
37,f,s,r,f,l,a,w,b,g,e,?,y,k,o,o,p,o,o,p,k,n,g,e
38,b,g,b,f,y,f,w,n,b,e,b,k,y,y,y,p,y,n,e,w,s,d,p
39,f,y,w,t,n,f,c,b,y,e,?,f,s,e,w,p,w,o,e,y,v,l,e
40,c,y,e,f,c,f,c,b,y,e,c,k,y,c,c,p,w,o,n,n,c,l,p
41,k,s,w,t,n,f,w,b,n,e,c,s,f,w,e,p,w,o,e,o,a,g,e
42,f,f,b,f,f,f,c,b,g,t,b,f,f,n,n,p,w,o,p,h,v,m,p
43,k,s,p,f,n,f,c,b,g,t,b,k,k,b,b,p,w,t,l,r,y,d,p
44,f,s,g,t,l,f,c,b,n,e,?,y,f,w,g,p,w,o,e,n,c,w,e
45,f,y,w,f,s,f,w,n,w,e,c,k,k,p,n,p,w,o,e,w,c,d,p
46,b,y,y,t,a,f,c,b,k,e,?,f,f,p,g,p,w,o,e,k,c,w,e
47,x,y,c,f,p,f,c,n,g,e,c,k,k,b,p,p,w,o,l,k,v,d,p
48,f,y,w,t,a,f,w,n,n,e,c,k,f,w,g,p,w,o,e,u,a,g,e
49,k,s,w,f,a,a,w,b,y,e,c,k,y,c,c,p,w,o,n,n,c,d,e
50,k,y,n,f,l,f,c,n,w,e,c,k,y,c,c,p,w,o,n,u,c,d,p
51,f,s,y,f,p,a,c,n,w,e,c,k,y,c,c,p,w,o,n,k,c,l,p
52,k,s,u,f,p,f,c,b,h,t,?,s,f,w,w,p,w,o,f,k,y,d,p
53,x,y,n,t,f,f,c,n,u,e,r,s,k,g,w,p,w,o,p,h,y,p,e
54,b,s,g,f,l,a,c,n,w,e,?,k,y,c,c,p,w,o,n,u,c,w,e
55,f,y,y,t,n,f,c,b,n,e,r,y,f,p,p,p,w,o,e,n,s,p,e
56,k,s,w,f,c,f,c,b,n,e,b,f,f,w,w,p,w,o,p,n,s,u,p
57,b,y,y,f,n,f,w,b,h,e,c,s,f,w,y,p,w,o,f,n,v,l,e
58,b,s,e,f,n,f,w,b,o,e,c,k,y,p,g,p,w,o,p,o,y,g,e
59,x,f,n,f,p,f,w,n,h,e,b,k,k,n,b,p,w,o,l,n,y,g,p
60,b,f,n,f,f,f,c,b,h,e,b,s,f,w,w,p,w,o,f,h,y,u,p
61,k,y,e,t,c,f,c,n,n,e,c,y,y,n,n,p,w,o,p,k,n,g,p
62,x,y,w,t,c,f,c,n,k,e,?,k,s,w,g,p,w,o,e,k,c,w,e
63,x,f,e,f,y,f,c,n,p,t,?,k,k,n,b,p,w,o,l,w,v,p,p
64,s,s,g,f,c,f,c,b,o,e,e,f,k,g,w,p,w,o,p,n,y,u,e
65,x,y,y,f,f,f,c,n,b,t,?,k,y,p,n,p,w,o,e,w,v,d,p
66,b,s,y,f,n,f,c,b,w,e,?,k,y,c,c,p,w,t,n,r,c,w,e
67,b,s,b,f,m,f,w,b,b,e,b,k,y,y,y,p,y,n,e,w,v,l,p
68,k,y,y,f,f,f,c,b,h,t,?,k,k,b,p,p,w,o,l,h,y,p,p
69,x,y,y,f,n,f,c,b,g,e,r,k,k,n,p,p,w,o,l,k,v,p,e
70,f,y,n,t,a,f,w,b,k,e,r,f,f,y,y,p,y,o,e,k,a,g,e
71,c,g,b,f,f,f,c,b,p,e,b,f,f,n,n,p,w,o,p,h,n,g,p
72,s,f,w,f,a,f,c,b,w,t,e,s,f,w,n,p,w,o,f,k,y,u,e
73,b,y,w,f,s,f,c,b,b,t,?,k,k,p,n,p,w,o,e,w,c,w,p
74,x,y,b,f,s,f,c,n,g,e,b,k,k,b,p,p,w,o,l,w,y,g,p
75,f,y,y,t,a,f,c,b,k,e,r,k,y,e,e,p,w,o,e,k,s,p,e
76,f,f,w,f,a,f,w,b,p,t,e,s,s,e,w,p,w,o,e,k,s,g,e
77,x,g,p,f,c,f,c,n,w,e,b,s,f,w,w,p,w,o,f,k,v,m,p
78,f,y,n,t,f,f,c,n,e,t,?,s,k,y,y,p,y,o,e,w,c,w,p
79,k,s,e,f,p,f,c,n,n,t,?,y,s,p,b,p,w,o,e,k,c,d,p
80,b,f,y,f,s,a,c,n,w,e,b,k,y,c,c,p,w,n,n,w,c,d,p
81,k,g,g,f,s,f,c,n,y,e,b,s,y,w,w,p,w,o,e,w,v,u,p
82,b,s,p,f,f,f,c,n,p,e,b,k,k,b,b,p,w,o,l,h,y,g,p
83,f,s,n,t,c,f,c,n,y,e,b,k,k,y,y,p,y,o,e,n,c,l,p
84,c,y,p,f,s,f,c,b,w,e,b,f,f,g,p,p,w,o,p,w,s,u,p
85,x,s,w,t,n,f,w,b,w,e,c,f,f,y,y,p,y,o,e,n,s,g,e
86,f,f,u,t,c,f,w,n,n,t,?,f,k,w,n,p,w,o,p,k,v,d,p
87,x,f,g,f,a,f,c,b,h,t,e,s,f,w,e,p,w,o,f,k,y,u,e
88,x,y,r,t,s,f,c,n,b,e,?,k,y,p,b,p,w,n,e,w,v,p,p
89,k,s,b,f,f,f,c,n,p,e,b,k,k,p,n,p,w,t,l,w,y,g,p
