,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,b,s,e,f,f,a,c,n,y,e,c,k,y,c,c,p,w,n,n,w,c,d,p
1,c,s,w,t,n,f,c,b,p,e,c,f,s,w,p,p,w,o,e,k,a,g,e
2,b,g,g,f,s,f,c,n,b,e,b,k,y,p,n,p,w,o,e,w,c,l,p
3,x,y,y,t,c,f,w,n,g,t,?,f,f,w,w,p,w,o,p,n,c,d,p
4,b,s,n,t,a,f,c,b,k,e,c,f,y,w,e,p,w,o,e,k,s,m,e
5,x,s,c,t,l,f,c,n,p,e,c,f,f,e,e,p,w,o,e,u,s,m,e
6,b,s,y,f,a,f,w,b,g,e,c,y,y,p,g,p,w,o,p,k,n,g,e
7,f,y,e,f,p,f,c,n,w,e,c,k,y,c,c,p,w,o,n,n,c,d,p
8,b,s,w,f,y,f,c,n,b,t,b,k,y,p,p,p,w,o,e,w,c,d,p
9,x,y,y,t,a,f,c,b,k,e,r,f,f,e,w,p,w,o,e,k,s,p,e
10,b,f,e,f,s,a,c,n,w,t,?,k,y,c,c,p,w,o,n,w,c,d,p
11,c,s,e,f,y,f,c,n,b,e,c,s,k,p,b,p,w,n,e,w,c,d,p
12,x,s,w,f,m,f,w,n,p,e,c,s,f,w,y,p,w,t,f,w,y,d,e
13,f,y,y,f,l,f,c,n,p,e,r,s,f,w,n,p,w,o,f,u,y,p,e
14,c,f,y,t,a,f,c,n,w,t,b,s,s,p,g,p,w,o,e,u,v,p,e
15,f,y,n,t,a,f,w,b,h,e,r,f,s,e,e,p,w,o,e,k,a,g,e
16,x,g,b,f,c,f,c,n,p,t,b,k,k,b,b,p,w,o,l,k,v,u,p
17,k,y,n,f,f,f,c,n,b,e,c,k,y,p,b,p,w,o,e,w,c,d,p
18,f,f,u,t,l,f,w,b,p,e,?,f,f,e,e,p,w,o,e,k,a,g,e
19,b,s,p,t,l,f,c,b,k,t,b,s,f,e,e,p,w,o,e,n,v,l,e
20,f,s,c,f,p,f,c,n,o,e,c,f,f,p,w,p,w,o,p,n,c,l,p
21,b,s,w,f,a,f,c,n,n,e,c,s,f,e,w,p,w,o,e,u,s,m,e
22,c,s,w,t,a,f,w,b,h,e,c,f,f,e,w,p,w,o,e,n,a,g,e
23,x,y,y,f,l,f,w,b,k,e,r,f,f,w,e,p,w,o,e,k,a,g,e
24,f,y,c,f,a,f,w,n,w,t,b,s,f,w,p,p,w,o,f,u,y,d,e
25,f,f,w,t,p,a,w,n,h,t,?,f,s,o,o,p,o,o,p,n,c,d,p
26,f,y,n,f,y,f,c,n,b,t,?,k,y,y,y,p,y,o,e,w,c,d,p
27,x,f,g,t,l,f,c,b,h,t,e,y,s,e,w,p,w,o,e,k,s,u,e
28,b,g,g,f,s,f,c,n,b,e,b,k,k,p,w,p,w,o,e,w,v,m,p
29,b,y,e,f,c,f,c,n,o,t,?,f,f,g,w,p,w,o,p,n,c,d,p
30,x,y,y,f,f,f,w,n,b,t,?,y,y,p,n,p,w,o,e,w,a,g,p
31,f,y,y,f,l,f,w,b,g,e,r,y,s,p,n,p,w,o,p,n,y,g,e
32,k,y,y,f,f,f,c,n,b,e,?,y,k,p,n,p,w,n,e,w,s,d,p
33,c,g,b,f,c,f,c,n,n,t,b,k,y,p,n,p,w,o,e,k,v,g,p
34,k,s,w,f,l,f,c,b,n,e,c,y,k,g,g,p,w,o,p,k,n,m,e
35,x,f,g,f,l,f,c,n,p,e,e,s,f,w,w,p,w,o,f,u,y,u,e
36,x,y,w,t,a,f,w,b,w,e,?,f,f,y,y,p,y,o,e,n,s,g,e
37,f,s,n,f,l,f,w,b,p,t,b,s,f,w,g,p,w,o,f,n,v,l,e
38,b,f,b,t,l,f,c,b,h,e,?,f,f,e,w,p,w,o,e,k,c,w,e
39,c,y,n,f,y,f,c,n,b,e,c,k,y,p,n,p,w,n,e,w,c,d,p
40,x,s,b,f,l,f,w,n,p,e,?,s,f,w,g,p,w,o,f,u,v,l,e
41,k,s,w,t,l,f,w,b,k,e,c,f,k,e,w,p,w,o,e,n,a,g,e
42,k,s,r,t,a,f,w,b,h,e,?,f,s,e,w,p,w,o,e,k,v,l,e
43,x,g,b,f,f,f,c,n,b,e,b,k,y,e,w,p,w,n,e,w,v,g,p
44,f,y,n,f,f,f,w,n,b,e,c,k,k,y,y,p,y,n,e,w,s,d,p
45,f,s,p,f,p,f,c,n,g,e,b,k,k,n,b,p,w,o,l,k,v,m,p
46,f,y,n,f,l,f,c,b,h,e,r,s,f,w,g,p,w,o,f,n,y,p,e
47,x,s,w,t,n,f,c,b,n,e,c,s,s,e,e,p,w,o,e,n,s,m,e
48,b,s,w,f,p,f,c,n,g,e,b,k,k,p,b,p,w,o,l,k,y,g,p
49,f,y,n,f,p,f,c,n,g,e,c,k,k,n,b,p,w,o,l,n,y,d,p
50,b,y,w,t,a,f,w,b,k,e,c,f,f,p,g,p,w,o,e,n,a,g,e
51,f,f,e,f,c,a,w,n,u,t,?,k,k,o,o,p,n,o,p,n,c,l,p
52,x,y,c,f,a,f,c,n,w,t,b,s,f,w,p,p,w,o,f,u,v,p,e
53,b,s,w,f,a,f,c,b,p,e,c,s,f,e,e,p,w,o,e,k,s,m,e
54,f,y,y,f,a,f,c,b,p,e,r,f,y,e,w,p,w,o,e,n,s,p,e
55,k,g,b,f,c,f,c,n,p,e,b,k,k,b,n,p,w,o,l,k,v,u,p
56,f,y,w,f,f,f,w,b,g,e,c,y,s,w,p,p,w,o,p,h,c,l,p
57,c,y,w,t,l,f,c,n,n,e,c,f,f,e,w,p,w,o,e,u,a,g,e
58,b,y,g,f,n,f,c,b,r,e,b,y,s,p,p,p,w,t,p,r,s,u,p
59,b,g,w,f,y,f,c,n,b,e,b,f,y,y,y,p,y,n,e,w,v,m,p
60,c,s,b,f,s,f,c,n,b,e,b,y,k,p,n,p,w,o,e,w,v,m,p
61,b,f,n,f,f,f,c,n,b,t,?,k,y,p,n,p,w,n,e,w,v,p,p
62,b,g,p,t,f,f,c,n,y,e,b,y,k,p,n,p,w,n,e,w,v,g,p
63,c,g,g,f,l,f,c,b,g,t,b,k,s,g,p,p,w,o,p,k,y,d,e
64,f,f,e,f,f,f,w,b,w,t,?,k,y,c,c,p,w,o,n,h,c,d,p
65,f,y,w,f,f,f,c,b,g,e,e,k,k,n,n,p,w,o,l,h,y,u,p
66,s,f,g,t,l,f,w,b,h,t,e,k,s,e,w,p,w,o,e,n,a,g,e
67,s,f,n,f,l,f,c,b,w,t,e,s,f,w,e,p,w,o,f,n,y,u,e
68,f,g,b,f,c,f,c,n,g,e,b,k,k,b,n,p,w,o,l,k,y,g,p
69,f,f,g,t,a,a,c,b,o,t,e,s,y,o,o,p,n,o,p,n,v,u,e
70,b,s,w,f,l,f,c,b,u,e,c,s,f,w,g,p,w,o,f,n,v,m,e
71,f,f,e,f,c,f,c,n,g,t,?,k,k,n,b,p,w,o,l,n,y,p,p
72,b,s,w,t,a,a,c,b,y,e,c,k,y,o,o,p,n,o,p,n,n,m,e
73,b,s,w,f,a,f,w,b,n,e,c,s,s,y,y,p,y,o,e,n,a,g,e
74,f,s,b,t,l,f,c,b,u,e,?,k,y,g,w,p,w,o,p,k,c,l,e
75,c,g,g,f,f,f,c,n,b,e,b,s,k,y,y,p,y,n,e,w,v,m,p
76,f,y,n,t,l,a,w,n,n,e,r,k,y,o,o,p,n,o,p,u,n,g,e
77,b,s,y,t,n,f,w,b,y,e,c,k,s,w,p,p,w,o,e,n,a,g,e
78,f,y,y,t,s,f,c,b,b,e,c,k,k,p,g,p,w,o,e,w,s,d,p
79,s,f,g,f,a,a,c,b,h,t,e,s,f,o,o,p,n,o,p,n,y,u,e
80,c,s,c,t,a,f,c,n,n,t,b,s,f,e,w,p,w,o,e,u,s,p,e
81,x,s,c,f,c,f,c,n,u,e,c,f,f,n,p,p,w,o,p,n,c,l,p
82,f,y,n,f,a,a,w,b,g,e,r,y,s,o,o,p,n,o,p,k,n,g,e
83,b,y,g,f,l,f,w,b,u,e,?,s,f,w,n,p,w,o,f,n,v,l,e
84,k,y,e,f,m,f,w,n,w,e,c,k,y,c,c,p,w,o,n,w,c,d,p
85,c,y,b,f,f,f,c,n,y,t,b,k,k,y,y,p,y,n,e,w,v,g,p
86,b,s,w,f,c,f,c,n,g,e,b,k,k,n,n,p,w,o,l,k,y,g,p
87,x,f,w,f,a,f,w,b,h,e,e,s,f,w,g,p,w,o,f,n,v,g,e
88,x,y,n,f,y,f,c,n,b,e,c,k,k,p,b,p,w,o,e,w,c,d,p
89,b,g,b,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g,p
90,x,s,p,f,p,f,c,n,k,e,b,f,f,w,w,p,w,o,p,n,y,g,p
91,f,y,p,f,f,f,c,b,b,e,b,s,k,p,b,p,w,n,e,w,v,g,p
92,c,y,y,f,l,f,w,n,w,t,b,s,f,w,n,p,w,o,f,u,y,d,e
93,b,g,b,f,f,f,c,n,e,e,b,k,k,y,y,p,y,o,e,w,c,d,p
94,x,s,r,f,l,a,w,b,n,e,?,k,k,o,o,p,o,o,p,k,n,g,e
95,k,g,w,f,s,f,c,n,y,e,b,y,f,w,y,p,w,n,p,w,s,u,p
96,k,y,n,f,m,f,c,n,b,e,c,k,k,w,g,p,w,o,e,w,c,l,p
97,f,y,y,t,a,f,w,b,k,e,r,k,y,g,w,p,w,o,p,k,n,g,e
98,c,f,n,f,a,f,w,b,w,t,b,s,f,w,g,p,w,o,f,k,v,l,e
99,f,y,y,t,a,f,c,b,k,e,r,k,y,w,w,p,w,o,p,k,y,g,e
100,c,y,w,t,a,f,w,b,n,e,c,y,k,p,g,p,w,o,p,k,y,g,e
101,k,y,e,f,a,f,c,n,p,t,b,s,f,w,g,p,w,o,f,u,v,l,e
102,b,s,g,t,l,f,w,n,p,e,?,f,f,y,y,p,y,o,e,u,c,l,e
103,x,f,c,f,a,f,c,b,g,t,b,k,y,n,n,p,w,o,p,k,y,p,e
104,k,f,r,t,y,f,c,n,b,t,?,k,k,p,p,p,w,n,e,w,c,d,p
105,c,g,p,f,p,f,c,n,g,e,b,k,k,b,n,p,w,o,l,n,y,u,p
106,f,y,n,t,y,f,c,n,e,e,c,k,y,p,b,p,w,n,e,w,c,l,p
107,f,y,c,t,f,f,w,n,b,e,c,k,y,p,b,p,w,n,e,w,c,l,p
108,b,s,e,t,l,f,c,b,k,t,b,s,f,e,e,p,w,o,e,n,s,p,e
109,b,f,n,f,f,f,w,n,p,e,?,y,y,e,e,p,w,n,e,w,c,d,p
110,k,g,p,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g,p
111,s,f,g,t,l,f,w,n,n,e,e,f,f,e,w,p,w,o,e,u,a,g,e
112,f,y,n,f,a,f,w,b,p,t,b,s,f,w,g,p,w,o,f,n,v,l,e
113,k,s,g,f,a,f,c,b,w,e,?,s,f,w,n,p,w,o,f,k,v,l,e
114,c,s,w,f,n,f,c,b,n,e,c,s,y,g,w,p,w,o,p,k,n,m,e
115,f,f,y,f,p,f,c,n,h,t,?,k,k,b,n,p,w,o,l,n,y,p,p
116,f,y,c,f,f,f,c,b,w,e,c,k,y,c,c,p,w,o,n,h,c,d,p
117,s,f,g,f,l,f,c,b,w,t,e,s,f,w,e,p,w,o,f,k,v,u,e
118,x,s,w,f,n,f,w,n,u,e,?,s,f,w,g,p,w,o,f,h,v,d,e
119,k,y,n,t,p,f,c,b,w,t,?,k,k,y,y,p,y,o,e,k,c,d,p
120,x,y,n,t,l,f,c,b,n,e,r,f,f,e,w,p,w,o,e,n,a,g,e
121,k,y,e,f,f,f,c,b,h,t,?,k,k,p,b,p,w,o,l,h,y,p,p
122,s,f,g,f,l,f,c,n,p,t,e,s,f,w,g,p,w,o,f,u,y,u,e
123,c,f,n,t,l,f,c,b,k,t,b,s,y,n,b,p,w,o,p,n,y,u,e
124,x,f,u,f,l,f,w,n,w,e,?,s,f,w,p,p,w,o,f,u,y,d,e
125,f,s,e,f,c,f,c,n,w,t,?,s,f,w,y,p,w,o,f,k,y,d,p
126,f,y,e,f,p,f,c,n,p,e,c,k,k,n,n,p,w,o,l,k,y,g,p
