,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,s,f,u,f,a,f,w,b,g,t,r,s,k,o,g,p,n,t,f,k,n,w,e
1,f,g,g,f,l,f,w,b,k,t,c,f,f,e,g,p,n,t,f,o,y,w,e
2,k,y,c,f,a,a,w,b,e,t,r,s,f,g,e,p,o,t,f,w,n,w,e
3,x,g,n,t,f,f,c,n,b,e,b,k,y,w,b,p,y,n,l,r,c,m,p
4,k,s,c,f,l,f,w,b,e,t,r,f,f,e,g,p,o,t,e,k,n,p,e
5,c,f,y,t,f,f,w,n,b,e,b,k,y,o,y,p,y,n,l,r,v,g,p
6,k,g,y,t,y,a,c,n,b,e,b,f,y,w,y,p,y,o,l,r,v,g,p
7,x,s,e,f,a,a,w,b,g,t,r,f,f,n,g,p,n,t,f,k,n,w,e
8,c,f,e,t,p,a,c,n,b,e,b,f,y,y,y,p,y,o,l,r,c,m,p
9,f,g,w,t,f,a,c,n,b,e,b,k,y,y,y,p,o,o,l,r,c,m,p
10,b,y,w,t,c,a,c,n,b,e,b,k,y,y,w,p,o,o,l,r,c,d,p
11,c,s,u,f,a,a,w,b,o,t,c,s,f,o,o,p,n,t,f,u,n,w,e
12,s,s,c,f,a,a,w,b,e,t,r,s,f,g,o,p,n,t,f,u,n,w,e
13,c,s,p,t,y,f,c,n,b,e,?,k,y,c,y,p,y,n,l,r,c,g,p
14,s,f,c,f,l,a,w,b,w,t,r,f,f,g,g,p,o,t,f,n,n,w,e
15,x,f,u,f,a,a,w,b,e,t,r,y,f,e,e,p,n,t,f,u,n,p,e
16,c,y,r,f,l,a,c,b,u,t,r,s,k,g,g,p,o,t,f,u,a,w,e
17,b,g,n,t,s,f,c,n,b,e,b,k,y,y,y,p,y,n,l,r,c,m,p
18,k,f,n,f,l,a,w,b,g,t,r,f,f,g,e,p,o,t,f,n,n,w,e
19,f,y,e,f,l,a,c,b,k,t,r,f,k,e,g,p,n,t,f,u,y,w,e
20,k,f,e,f,l,a,w,b,k,t,r,f,f,g,g,p,w,t,f,b,y,w,e
21,b,f,u,t,a,a,w,b,u,t,c,y,k,o,e,p,n,t,f,n,n,p,e
22,x,y,p,t,p,a,c,n,b,e,b,k,y,y,n,p,y,n,l,r,c,m,p
23,x,g,r,t,f,f,c,n,b,e,b,k,y,c,y,p,w,o,l,r,s,g,p
24,c,g,e,t,p,a,c,n,b,e,b,s,y,w,b,p,y,o,l,r,c,g,p
25,c,s,c,f,l,a,w,b,h,t,r,s,f,g,g,p,n,t,f,u,n,p,e
26,x,s,g,f,l,a,w,b,p,t,r,s,f,g,g,p,n,t,f,u,n,w,e
27,s,f,g,t,f,a,c,n,b,e,b,k,y,c,y,p,y,o,l,r,v,m,p
28,c,g,w,t,f,a,c,n,b,e,b,k,y,y,b,p,y,n,l,r,c,l,p
29,f,s,b,f,a,f,w,b,p,t,r,s,s,g,w,p,o,t,f,u,n,p,e
30,f,s,b,t,f,a,c,n,b,e,?,k,y,c,n,p,y,n,l,r,c,u,p
31,s,y,c,f,a,a,w,b,e,t,r,s,f,e,n,p,n,t,f,u,n,w,e
32,b,g,c,t,f,a,c,n,b,e,?,k,y,c,w,p,y,n,l,r,c,m,p
33,b,g,g,t,p,a,c,n,b,e,b,k,y,b,y,p,y,o,l,r,c,m,p
34,s,f,c,f,a,a,w,b,p,t,r,s,f,g,g,p,n,t,f,n,n,w,e
35,f,y,b,t,f,f,c,n,b,e,b,y,y,p,y,p,w,o,l,r,c,m,p
36,f,f,c,f,a,a,w,b,e,t,e,y,k,g,g,p,o,t,f,n,n,w,e
