,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,c,y,n,f,c,a,c,n,w,e,b,k,y,c,c,p,w,o,n,k,c,d,p
1,s,f,g,t,a,a,c,b,k,e,e,s,y,o,o,p,o,o,p,n,y,u,e
2,x,s,p,t,n,f,c,b,w,e,?,s,f,e,w,p,w,o,e,n,c,w,e
3,x,f,g,f,a,f,c,b,u,t,e,s,f,w,w,p,w,o,f,k,y,u,e
4,k,s,p,f,f,f,w,b,g,t,?,k,k,b,n,p,w,o,l,h,v,d,p
5,b,s,w,t,l,a,w,b,n,e,?,k,y,o,o,p,o,o,p,n,v,l,e
6,f,s,p,t,l,a,c,b,k,e,?,y,y,o,o,p,n,o,p,n,c,w,e
7,x,y,y,t,l,f,c,b,p,e,r,f,s,e,w,p,w,o,e,k,a,g,e
8,k,s,c,t,n,f,c,b,y,t,b,k,y,w,g,p,w,o,p,b,v,p,e
9,x,s,e,f,l,f,w,n,p,e,c,f,s,e,w,p,w,o,e,u,v,l,e
10,f,y,w,f,s,f,c,n,g,e,e,k,k,n,n,p,w,n,l,w,y,g,p
11,b,s,w,f,l,f,c,b,k,e,c,s,s,w,g,p,w,o,e,n,s,m,e
12,s,f,g,t,a,f,w,b,h,t,e,s,f,w,g,p,w,o,e,n,a,g,e
13,k,g,p,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,u,p
14,b,g,p,f,c,f,c,n,h,e,b,k,k,p,n,p,w,o,l,k,v,g,p
15,s,f,g,f,a,f,c,b,g,t,e,k,k,n,n,p,w,o,l,n,y,u,e
16,f,f,c,t,a,a,c,b,y,t,b,k,y,o,o,p,n,o,p,n,y,p,e
17,k,f,e,t,a,a,c,b,n,t,b,s,y,o,o,p,o,o,p,k,y,p,e
18,f,s,y,t,a,a,c,b,g,e,c,s,y,o,o,p,o,o,p,k,n,m,e
19,x,y,n,f,a,f,c,b,p,e,r,s,f,w,p,p,w,o,f,k,v,p,e
20,f,y,e,f,m,f,c,n,b,e,c,k,y,p,n,p,w,n,e,w,c,d,p
21,b,f,n,t,c,f,c,n,u,t,?,y,f,w,p,p,w,o,p,n,c,d,p
22,x,y,y,f,l,f,w,b,h,e,?,f,f,w,n,p,w,o,e,k,a,g,e
23,x,f,r,f,p,f,c,n,g,t,?,k,k,p,n,p,w,o,l,k,y,p,p
24,b,s,b,f,c,f,c,n,u,e,b,f,f,w,y,p,w,o,p,n,s,u,p
25,c,y,w,f,c,f,c,n,h,e,b,k,y,y,y,p,y,o,e,n,v,m,p
26,x,s,w,f,l,f,c,b,k,e,c,f,f,e,e,p,w,o,e,n,s,m,e
27,x,s,n,f,l,f,c,b,h,t,b,s,f,w,n,p,w,o,f,n,y,p,e
28,x,s,g,f,a,f,c,b,h,e,?,s,f,w,n,p,w,o,f,k,v,l,e
29,b,g,g,f,c,f,c,n,g,e,b,k,k,n,n,p,w,o,l,n,v,m,p
30,b,y,c,f,y,f,c,n,b,e,c,k,f,y,y,p,y,o,e,w,c,d,p
31,b,s,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,u,p
32,b,g,b,f,s,f,c,n,b,e,b,k,y,p,p,p,w,n,e,w,v,m,p
33,k,s,c,t,n,a,w,n,u,e,c,k,y,o,o,p,o,o,p,h,n,g,e
34,f,f,g,t,l,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,e
35,f,y,y,t,c,f,c,n,o,t,?,f,f,w,y,p,w,o,p,n,c,d,p
36,s,s,w,f,c,f,c,n,h,e,e,k,k,b,b,p,w,o,l,n,v,g,p
37,b,y,e,f,f,f,c,n,b,t,?,k,y,y,y,p,y,n,e,w,c,d,p
38,f,y,n,f,n,a,c,b,n,e,r,y,k,o,o,p,n,o,p,b,n,g,e
39,f,y,b,f,a,f,w,b,h,e,?,s,f,w,n,p,w,o,f,n,v,l,e
40,c,y,w,f,p,f,c,n,h,e,b,k,k,b,p,p,w,o,l,n,v,m,p
41,k,s,g,f,n,f,w,b,w,e,?,s,f,w,p,p,w,t,f,w,v,l,e
