,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,c,s,b,t,f,a,c,n,b,e,b,k,y,y,y,p,y,o,l,r,c,u,p
1,f,s,y,t,f,f,c,n,b,e,b,k,y,b,b,p,y,n,l,r,c,l,p
2,f,f,r,f,a,a,w,b,p,t,r,f,f,o,e,p,o,t,f,n,v,w,e
3,f,f,u,f,a,f,w,b,e,t,r,k,f,g,g,p,n,t,f,u,y,w,e
4,s,y,c,f,l,a,c,b,p,t,r,f,s,g,g,p,w,t,f,w,n,w,e
5,f,s,b,t,c,a,c,n,b,e,b,k,y,y,b,p,y,t,l,r,c,m,p
6,c,g,b,t,f,a,c,n,b,e,?,k,y,c,c,p,y,o,l,r,c,g,p
7,f,g,b,t,f,a,c,n,b,e,b,k,y,y,y,p,w,n,l,r,c,m,p
8,k,f,n,t,f,f,c,n,b,e,b,k,y,y,y,p,y,o,l,r,c,d,p
9,c,g,n,t,f,f,c,n,b,e,b,k,y,w,y,p,n,n,l,r,c,d,p
10,c,y,g,f,l,a,w,b,p,t,r,y,f,g,p,p,n,t,f,b,v,w,e
11,s,s,n,f,l,f,w,b,o,t,r,s,f,g,o,p,o,t,f,n,y,w,e
12,c,f,c,f,a,a,w,b,w,t,r,s,f,e,e,p,n,t,f,u,y,w,e
13,s,s,c,f,a,f,w,b,e,t,r,f,f,g,o,p,n,n,f,n,n,w,e
14,c,g,b,t,f,a,c,n,b,e,b,k,y,c,c,p,y,o,l,r,c,d,p
15,f,f,c,f,l,a,c,b,e,t,r,s,f,p,g,p,n,t,f,o,s,w,e
16,k,g,w,t,f,a,c,n,b,e,b,k,y,c,y,p,y,n,l,r,c,m,p
17,k,g,b,t,f,a,c,n,b,e,b,k,y,y,y,p,w,n,l,r,c,m,p
18,s,f,w,f,l,f,w,b,k,t,e,s,f,g,o,p,w,t,f,k,a,p,e
19,s,s,c,f,l,f,w,b,e,t,c,f,s,g,g,p,w,t,f,k,y,w,e
20,c,g,b,t,f,f,c,n,b,e,?,k,y,y,c,p,n,n,l,r,c,g,p
21,f,f,p,t,f,f,c,n,b,e,b,k,y,c,y,p,w,n,n,r,c,m,p
