,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,c,f,p,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g,p
1,s,f,n,f,a,f,c,b,g,t,e,k,k,n,n,p,w,o,l,k,y,u,e
2,c,s,w,t,a,f,c,n,n,e,c,f,s,e,e,p,w,o,e,u,s,m,e
3,x,f,y,f,p,f,w,n,n,t,?,f,f,w,y,p,w,o,p,k,c,l,p
4,f,y,e,f,p,f,c,n,k,e,c,f,f,w,p,p,w,o,p,k,c,l,p
5,b,f,g,f,f,f,c,n,b,e,b,k,k,y,y,p,y,o,e,w,v,m,p
6,b,f,n,f,f,f,c,n,g,t,?,y,f,n,b,p,w,o,p,h,s,d,p
7,k,y,n,f,c,f,c,n,k,e,c,k,y,p,b,p,w,o,e,n,s,d,p
8,x,y,n,f,a,a,c,b,k,e,r,s,y,o,o,p,o,o,p,k,n,g,e
9,k,f,n,f,n,f,c,b,p,t,b,s,f,w,w,p,w,o,f,k,v,p,e
10,k,f,p,f,l,f,c,b,h,e,?,s,f,w,e,p,w,o,f,n,v,l,e
11,b,s,e,t,l,f,c,n,p,e,c,f,s,p,w,p,w,o,e,u,s,m,e
12,x,s,e,f,s,f,w,n,b,t,b,k,y,p,b,p,w,o,e,w,v,g,p
13,f,y,e,t,a,f,w,b,h,e,c,s,f,e,w,p,w,o,e,k,a,g,e
14,x,f,y,f,f,f,c,b,p,t,?,k,k,b,n,p,w,o,l,h,y,p,p
15,x,y,n,t,l,f,c,b,u,e,r,s,y,p,w,p,w,o,p,k,y,p,e
16,f,y,y,f,n,f,c,b,h,e,r,f,s,e,w,p,w,o,e,n,a,g,e
17,k,s,n,t,m,f,c,n,b,t,?,k,y,y,y,p,y,n,e,w,c,d,p
18,s,f,g,t,l,f,c,b,n,t,e,k,s,p,b,p,w,o,p,n,y,u,e
19,b,s,w,t,n,a,c,b,o,e,c,s,y,o,o,p,o,o,p,o,n,m,e
20,k,f,e,f,f,f,c,b,p,t,?,k,k,n,p,p,w,o,l,h,y,p,p
21,b,y,b,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g,p
22,b,f,w,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,u,p
23,x,g,p,t,f,f,c,n,b,e,b,k,k,p,n,p,w,o,e,w,v,m,p
24,k,g,e,f,l,a,w,b,y,t,b,f,s,o,o,p,o,o,p,n,y,d,e
25,b,s,g,f,n,f,w,b,n,e,?,s,f,e,e,p,w,o,e,b,a,g,e
26,x,s,w,f,f,f,w,b,h,e,e,k,k,n,n,p,w,o,l,h,v,g,p
27,f,y,b,f,p,f,c,n,h,t,b,k,k,n,p,p,w,o,l,k,v,g,p
28,x,s,w,f,p,f,c,n,p,t,e,k,k,n,p,p,w,o,l,n,v,g,p
29,c,s,c,f,l,f,c,b,h,e,c,f,f,e,e,p,w,o,e,n,a,g,e
30,k,y,n,f,c,f,c,n,w,e,c,k,y,c,c,p,w,o,n,n,c,l,p
31,x,f,g,t,l,a,c,b,g,t,e,k,y,o,o,p,n,o,p,k,y,u,e
32,f,f,g,t,l,a,c,b,o,t,e,s,k,o,o,p,o,o,p,n,n,g,e
