,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,c,g,n,t,s,f,w,n,b,e,b,s,y,y,c,p,y,o,l,b,s,u,p
1,s,s,g,f,l,f,w,b,k,t,r,f,s,o,g,p,o,t,p,y,n,p,e
2,s,y,c,f,a,f,w,b,e,t,r,f,s,e,g,p,o,t,f,u,n,l,e
3,x,y,u,f,a,a,w,b,n,t,r,y,k,g,g,p,n,t,f,u,n,w,e
4,s,s,u,f,a,a,w,b,o,t,r,s,s,o,o,p,w,n,f,h,y,w,e
5,s,f,u,f,l,f,w,b,e,t,r,f,k,g,g,p,o,t,f,k,y,d,e
6,b,s,r,f,a,f,w,b,p,t,e,y,k,e,e,p,o,t,e,u,n,w,e
7,s,f,r,t,l,a,w,b,o,e,e,f,f,e,g,p,o,t,f,b,n,w,e
8,c,g,n,t,f,f,c,n,b,e,c,s,y,b,b,p,y,n,l,r,c,m,p
9,b,y,g,t,f,a,w,n,b,e,?,k,y,c,y,p,n,n,l,h,s,d,p
10,s,y,u,f,a,f,w,b,k,e,r,k,f,g,g,p,o,t,f,u,n,w,e
11,s,g,u,f,a,a,w,b,u,t,c,s,f,o,g,p,n,t,f,u,a,l,e
12,s,y,r,f,l,a,c,b,w,t,e,f,f,p,g,p,o,t,e,n,y,w,e
13,f,y,u,f,a,f,w,b,y,e,r,f,k,e,g,p,o,t,f,u,y,p,e
14,x,f,u,t,a,a,w,b,e,t,e,f,f,g,o,p,o,t,f,b,n,p,e
15,s,s,r,t,a,f,w,b,o,t,c,f,f,e,e,p,y,o,f,k,y,w,e
16,f,f,c,f,a,f,w,b,y,e,r,f,f,p,o,p,w,t,f,k,n,w,e
17,s,f,e,f,a,f,w,b,e,t,r,f,s,g,g,p,n,o,f,u,n,d,e
18,s,g,b,t,f,f,c,n,b,e,b,f,y,b,y,p,w,t,l,r,v,d,p
19,c,y,b,t,y,a,c,n,b,e,?,k,y,p,b,p,y,o,l,r,c,l,p
20,b,g,r,t,l,f,w,b,y,t,c,k,s,e,g,p,y,n,f,u,n,w,e
21,k,g,y,t,l,f,w,b,p,t,r,s,k,g,o,p,y,t,f,w,n,w,e
22,x,y,u,t,l,f,w,b,y,t,r,f,f,g,g,p,o,t,p,u,n,w,e
23,c,s,c,f,l,f,w,b,e,t,r,f,f,w,e,p,n,t,f,u,n,w,e
24,b,g,g,t,f,f,c,n,r,e,?,k,y,b,y,p,y,o,l,r,c,u,p
25,c,g,y,f,f,f,c,n,b,e,r,k,y,c,y,p,n,n,l,r,s,u,p
26,s,y,c,f,l,a,w,b,u,t,r,f,k,g,y,p,n,t,f,n,n,w,e
27,s,g,r,f,a,a,w,b,e,t,r,s,f,g,o,p,w,o,n,b,n,d,e
28,s,y,c,f,n,f,c,b,h,t,c,y,y,w,g,p,o,t,f,n,n,u,e
29,s,y,y,f,l,a,w,b,h,t,r,f,k,o,g,p,o,t,f,b,n,p,e
