,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,s,f,c,f,l,f,w,b,o,t,r,f,f,e,g,p,o,t,f,n,y,p,e
1,b,f,y,t,s,f,c,n,b,e,b,k,y,c,y,p,y,n,p,r,s,u,p
2,b,f,b,t,p,f,c,n,b,e,b,k,y,b,y,p,y,n,l,r,s,g,p
3,s,g,r,f,a,a,w,b,e,t,r,f,f,e,g,p,o,t,f,k,y,w,e
4,f,g,w,t,f,a,w,n,b,e,b,k,y,b,c,p,y,o,l,r,s,m,p
5,x,s,r,f,a,a,w,b,h,t,c,s,f,e,g,p,n,t,f,u,n,w,e
6,c,g,p,t,f,a,c,n,b,t,b,k,y,w,b,p,y,n,l,r,c,m,p
7,s,s,c,f,a,a,w,b,k,t,r,f,f,g,w,p,o,t,f,u,y,p,e
8,c,g,b,t,f,f,c,n,b,e,?,k,y,y,y,p,w,n,l,r,c,g,p
9,b,g,g,t,f,f,c,n,b,e,b,k,y,c,b,p,y,n,l,r,c,u,p
10,s,y,e,f,a,f,w,b,u,t,c,s,f,e,e,p,o,t,f,u,y,p,e
11,f,f,c,f,l,f,w,b,e,t,e,f,f,e,g,p,o,t,f,u,n,w,e
12,s,f,u,f,l,f,w,b,e,t,c,y,s,e,g,p,o,t,f,n,n,w,e
13,c,f,c,f,l,a,w,b,y,t,e,y,s,o,o,p,n,t,f,k,n,w,e
14,s,f,r,f,l,a,w,b,o,t,c,s,f,g,g,p,o,t,f,o,y,p,e
15,s,y,u,f,a,a,w,b,n,t,r,f,f,e,g,p,o,t,f,n,n,w,e
16,s,y,c,t,a,a,w,b,o,t,e,y,k,e,e,p,n,t,f,n,y,w,e
17,f,s,c,f,l,a,w,b,n,t,e,f,k,g,n,p,n,t,f,n,n,w,e
18,k,y,c,f,n,f,w,b,e,t,r,f,f,e,e,p,n,t,f,y,y,w,e
19,b,f,c,f,l,a,w,b,u,t,r,s,k,e,o,p,n,t,f,u,n,w,e
20,f,y,c,f,a,a,w,b,e,t,r,s,f,g,c,p,o,t,f,u,n,w,e
21,b,s,w,t,f,f,c,n,b,e,?,k,y,c,b,p,y,o,l,r,v,m,p
22,s,s,e,f,l,a,w,b,u,t,r,f,f,g,g,p,n,t,f,u,y,w,e
23,x,f,u,f,l,a,w,b,n,t,r,f,s,g,g,p,o,t,e,k,n,p,e
24,f,s,b,t,f,a,c,b,b,e,b,k,y,c,y,p,y,n,l,r,c,m,p
25,c,g,p,t,f,a,c,n,b,e,?,k,y,y,n,p,y,o,l,r,c,m,p
26,f,f,e,f,a,a,w,b,w,t,r,y,f,g,e,p,n,o,f,k,y,w,e
27,c,g,y,t,f,f,c,n,b,e,b,s,y,y,y,p,n,n,l,r,c,m,p
28,x,y,r,t,f,f,c,n,b,e,b,k,y,c,b,p,y,o,l,r,c,g,p
29,b,f,w,t,c,a,c,n,b,e,b,k,y,y,y,p,y,n,l,r,a,m,p
30,c,g,w,t,f,f,c,n,b,e,b,f,y,b,b,p,y,n,l,r,c,g,p
31,b,s,u,f,l,a,w,b,e,t,c,f,f,n,g,p,o,t,f,o,n,w,e
32,b,g,b,t,c,a,c,n,b,e,b,k,y,c,y,p,y,n,l,r,c,m,p
33,k,f,c,f,l,a,w,b,k,t,r,y,f,g,g,p,o,t,f,u,n,w,e
34,k,s,p,t,f,f,c,n,b,e,b,k,y,b,c,p,w,o,l,r,c,m,p
35,b,g,b,t,p,f,c,n,b,e,b,k,y,y,b,p,y,n,e,r,c,m,p
36,x,s,b,t,s,f,c,n,b,e,b,k,y,y,y,p,y,n,l,r,c,u,p
37,f,f,c,f,l,a,w,b,k,t,c,y,k,g,g,p,n,t,f,u,n,p,e
38,s,y,c,f,a,a,w,b,n,t,c,f,f,g,g,p,n,t,f,n,n,w,e
39,c,g,p,t,s,f,c,n,b,e,b,k,y,y,o,p,y,n,l,r,c,d,p
40,f,f,u,f,a,a,w,b,w,t,e,s,s,o,o,p,o,o,f,k,a,w,e
41,k,g,y,t,f,f,c,n,b,t,b,k,y,n,c,p,y,n,l,r,c,m,p
42,f,s,e,f,a,f,w,b,e,t,e,k,f,g,p,p,n,t,f,u,y,w,e
43,s,s,c,f,a,a,w,b,g,t,r,s,k,g,g,p,o,t,f,k,a,w,e
44,s,s,c,f,a,f,w,b,e,t,r,s,k,o,w,p,o,t,f,u,n,w,e
45,s,f,e,f,l,a,w,b,e,t,r,s,s,o,c,p,w,t,f,u,n,w,e
46,s,f,r,f,a,a,w,b,e,t,?,f,f,g,n,p,n,t,f,u,a,w,e
47,b,s,b,t,c,f,c,n,b,e,?,f,y,c,o,p,o,n,l,r,c,m,p
48,x,s,c,f,l,f,w,b,p,t,r,f,f,e,e,p,n,t,f,k,n,w,e
49,b,f,p,t,f,a,c,n,b,e,b,k,y,o,c,p,w,n,l,r,c,g,p
50,s,y,n,f,l,f,w,b,e,t,e,f,f,g,g,p,n,t,f,k,n,w,e
51,c,f,b,t,p,a,c,n,b,e,?,k,y,c,b,p,y,n,l,r,c,m,p
52,b,g,p,t,f,f,c,n,b,e,b,k,y,b,y,p,y,o,l,r,c,m,p
53,b,g,p,t,f,f,c,n,b,e,?,k,y,c,b,p,y,n,l,r,c,g,p
54,f,s,c,f,l,a,w,b,e,t,r,s,f,n,w,p,n,t,f,y,n,w,e
55,s,f,c,f,a,f,w,b,e,t,r,y,f,g,g,p,n,t,f,n,y,w,e
56,x,f,w,t,p,a,w,n,b,e,b,k,y,b,w,p,y,n,l,r,c,m,p
57,s,s,r,f,l,f,w,b,o,t,r,f,f,e,o,p,n,t,f,b,n,w,e
58,c,s,w,t,f,a,c,n,b,e,b,k,y,c,n,p,w,n,l,r,c,g,p
59,x,y,u,f,a,a,w,b,e,t,e,y,f,g,e,p,n,t,f,u,a,w,e
60,c,s,y,t,f,f,c,n,b,e,b,k,y,c,n,p,y,n,l,r,v,m,p
61,b,g,b,f,p,a,c,n,b,e,b,k,y,b,w,p,y,n,l,r,c,m,p
62,s,y,e,f,l,a,w,b,o,t,r,s,f,w,g,p,n,t,f,n,y,w,e
63,b,g,p,t,p,f,c,n,b,e,b,k,y,c,c,p,y,o,l,r,c,d,p
64,k,s,b,t,f,f,c,n,b,e,?,y,y,b,y,p,y,n,l,r,c,d,p
65,s,f,c,f,l,f,w,b,e,t,e,f,f,n,g,p,o,t,f,b,y,w,e
66,b,y,r,t,a,a,w,b,h,t,e,f,s,g,g,p,n,t,f,n,y,w,e
67,b,g,u,t,f,a,c,n,b,e,b,k,y,b,y,p,w,n,l,r,c,m,p
68,s,f,c,f,a,f,w,b,g,t,r,y,s,g,g,p,o,n,f,n,y,p,e
69,s,y,u,f,a,a,w,b,p,t,r,y,f,g,g,p,w,t,f,u,n,w,e
70,b,s,b,t,p,a,c,n,b,e,b,k,y,b,y,p,y,n,l,r,c,m,p
71,b,y,c,f,a,a,w,b,e,t,c,y,f,e,g,p,o,t,f,u,y,w,e
72,k,s,c,f,a,f,w,b,e,t,e,s,f,e,e,p,o,t,f,k,y,u,e
73,f,g,b,t,f,a,c,n,b,e,?,k,y,b,y,p,y,o,l,r,v,g,p
74,x,f,c,f,a,f,w,b,h,t,r,f,s,n,g,p,w,t,f,n,n,w,e
75,c,y,u,t,a,f,w,b,k,t,e,f,k,g,g,p,n,t,f,u,n,w,e
76,c,g,b,t,f,a,c,n,b,e,b,k,y,c,b,p,w,n,l,r,a,g,p
77,f,y,c,f,a,a,w,b,k,t,r,y,s,g,g,p,o,t,f,u,y,w,e
78,f,f,g,f,a,f,c,b,e,t,r,y,f,g,o,p,n,t,f,k,n,w,e
79,s,f,p,f,l,f,w,b,h,t,r,s,f,g,g,p,o,t,f,u,y,w,e
80,s,g,w,f,l,a,w,b,u,t,c,f,s,g,g,p,n,t,f,n,y,w,e
81,k,g,y,t,f,a,c,n,b,e,?,k,y,y,c,p,y,n,l,r,c,m,p
82,c,s,b,t,f,a,c,n,b,e,b,k,y,c,y,p,y,n,l,r,c,g,p
83,f,s,w,f,f,f,c,n,b,e,b,k,y,y,b,p,w,o,l,r,c,m,p
84,k,s,c,f,l,f,w,b,o,t,r,f,f,e,g,p,o,t,f,n,y,p,e
85,k,s,b,t,p,f,c,n,b,e,b,k,y,c,y,p,w,o,l,r,y,g,p
86,s,y,r,f,l,f,w,b,n,t,r,s,k,e,o,p,o,t,f,b,y,w,e
87,k,s,c,f,a,a,w,b,e,t,r,f,k,g,g,p,o,t,f,n,y,d,e
88,b,g,w,t,c,f,c,n,b,e,b,k,y,c,y,p,y,n,l,r,c,m,p
89,f,f,y,f,a,a,w,b,k,t,r,f,f,g,e,p,n,t,f,u,n,w,e
90,s,f,c,f,a,a,w,b,e,t,r,f,f,n,g,p,n,t,e,u,n,w,e
91,s,f,c,f,a,f,w,b,k,t,c,s,f,g,g,p,o,o,f,y,y,w,e
92,b,y,u,f,a,a,w,b,e,t,?,y,s,e,p,p,n,t,f,u,y,w,e
