,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,f,f,b,t,c,f,c,n,p,t,?,k,f,n,b,p,w,o,p,k,s,d,p
1,k,g,g,f,s,f,c,n,b,e,b,k,k,p,b,p,w,n,e,w,c,d,p
2,b,f,b,f,c,f,c,b,k,e,b,k,y,p,w,p,w,o,e,n,c,d,p
3,f,y,e,f,c,f,c,n,w,t,?,k,y,c,c,p,w,o,n,k,c,d,p
4,x,s,p,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,m,p
5,c,y,c,t,a,f,w,b,n,t,b,f,s,w,n,p,w,o,e,n,v,l,e
6,x,f,e,f,f,f,c,n,b,t,?,k,k,p,n,p,w,n,e,w,v,d,p
7,x,y,c,t,n,a,w,b,g,e,c,k,k,o,o,p,o,o,p,n,y,g,e
8,x,g,w,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,m,p
9,x,g,g,f,l,f,w,b,u,t,b,s,f,w,g,p,w,o,f,n,y,d,e
10,k,y,e,f,c,f,c,n,w,t,?,f,k,w,n,p,w,o,p,k,c,d,p
11,f,f,g,f,l,a,c,n,n,t,e,s,y,o,o,p,o,o,p,u,y,u,e
12,b,s,w,t,a,f,w,n,n,e,c,s,s,e,w,p,w,o,e,n,a,g,e
13,k,y,n,f,a,f,c,n,p,t,b,s,f,w,e,p,w,o,f,u,v,p,e
14,x,f,e,f,l,a,w,b,k,t,b,s,k,o,o,p,n,o,p,n,n,g,e
15,k,s,p,f,a,f,c,b,p,e,?,s,f,w,n,p,w,o,f,n,v,l,e
16,c,y,e,f,y,f,c,n,b,e,c,y,y,p,n,p,w,n,e,w,s,d,p
17,x,s,w,t,l,a,c,n,n,e,c,k,y,o,o,p,o,o,p,u,n,m,e
18,f,s,p,f,a,f,c,b,u,e,?,s,f,w,g,p,w,o,f,n,v,l,e
19,c,y,w,f,c,f,c,n,u,e,b,s,f,w,p,p,w,o,f,n,y,g,p
20,f,s,p,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,m,p
21,b,f,e,f,p,a,c,n,y,e,?,k,y,c,c,p,w,o,n,n,c,d,p
22,f,y,n,f,m,f,c,n,b,t,?,k,y,y,y,p,y,n,e,w,c,d,p
23,c,y,b,f,c,f,c,n,p,e,b,k,k,n,p,p,w,o,l,n,v,m,p
24,x,s,b,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,m,p
25,k,f,n,t,l,a,c,n,n,t,b,s,y,o,o,p,o,o,p,u,s,p,e
26,b,g,b,f,c,f,c,n,h,e,b,k,k,p,p,p,w,o,l,k,v,g,p
27,k,y,n,f,p,f,c,n,n,e,c,k,k,y,y,p,y,o,e,n,c,d,p
