,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,b,g,w,f,y,f,c,n,b,e,b,y,y,e,w,p,w,n,e,w,v,g,p
1,b,f,b,f,y,f,c,n,g,e,b,k,k,n,b,p,w,n,l,w,v,u,p
2,x,y,n,f,n,f,c,b,k,e,r,f,s,e,e,p,w,o,e,k,v,p,e
3,k,s,y,f,a,f,c,b,k,e,c,f,s,e,w,p,w,o,e,n,s,m,e
4,c,g,e,f,n,f,w,b,w,t,b,s,f,w,n,p,w,o,f,n,y,d,e
5,c,g,b,f,y,f,w,n,w,e,b,k,y,c,c,p,w,o,n,w,c,l,p
6,k,f,b,f,p,f,c,n,u,t,b,s,f,w,y,p,w,o,f,k,v,g,p
7,x,y,y,t,l,f,w,b,g,e,c,s,y,g,p,p,w,o,p,k,n,g,e
8,x,s,w,t,p,f,c,b,n,e,c,k,y,g,p,p,w,o,p,n,n,m,e
9,b,y,g,f,l,f,c,b,g,e,b,k,k,n,p,p,w,o,l,k,v,l,p
10,x,s,b,f,f,f,w,b,h,t,?,k,k,n,b,p,w,o,l,h,v,d,p
11,f,s,w,t,l,f,c,n,u,t,?,s,k,g,p,p,w,o,p,k,c,w,e
12,b,y,y,f,l,a,w,b,w,e,?,k,y,o,o,p,n,o,p,n,v,l,e
13,x,y,y,f,l,f,w,b,o,e,r,s,k,g,p,p,w,o,p,n,n,g,e
14,s,f,g,t,a,f,c,b,n,t,e,s,s,w,g,p,w,o,p,n,y,u,e
15,k,y,n,t,f,f,c,n,u,e,c,s,y,n,n,p,w,o,p,h,y,g,p
16,f,y,y,f,f,f,c,b,b,e,c,k,k,y,y,p,y,n,e,w,c,d,p
17,x,s,g,f,a,f,c,b,w,t,e,s,f,w,e,p,w,o,f,n,y,u,e
18,f,s,g,t,s,f,c,b,e,t,e,f,f,w,p,p,w,o,e,w,s,u,e
19,f,f,g,t,a,f,w,n,n,e,e,k,y,g,w,p,w,o,p,u,n,g,e
20,x,y,e,f,l,f,c,b,w,e,?,y,y,g,w,p,w,o,p,n,c,w,e
21,k,y,e,t,s,f,c,b,b,t,?,k,y,w,y,p,w,o,e,w,c,w,p
22,f,y,n,t,a,f,w,b,p,e,r,s,f,e,e,p,w,o,e,k,s,g,e
23,b,f,y,t,f,f,c,b,w,t,?,y,f,p,w,p,w,o,e,h,c,d,p
24,x,s,w,t,c,a,c,n,k,e,e,f,s,o,o,p,n,o,p,n,s,u,p
25,x,f,r,t,n,f,w,b,n,e,?,y,k,p,g,p,w,o,p,k,y,d,e
26,x,y,y,t,l,f,w,b,n,e,r,k,y,w,y,p,w,o,p,k,n,g,e
27,b,y,g,f,y,f,c,n,w,t,?,y,f,p,p,p,w,n,e,w,c,d,p
28,x,f,n,t,l,a,c,b,g,e,e,y,s,o,o,p,n,o,p,n,y,u,e
29,c,g,e,t,y,f,c,b,g,t,b,s,y,g,w,p,w,n,p,w,y,p,e
30,x,s,w,t,y,f,c,n,g,e,?,k,y,p,g,p,w,t,p,w,c,w,e
31,f,s,p,t,s,f,c,n,y,e,b,f,y,w,w,p,w,o,p,w,s,u,p
32,x,y,w,t,y,a,c,b,w,e,c,s,k,o,o,p,n,o,p,w,s,m,e
33,s,s,w,f,f,f,c,b,b,e,e,k,y,y,y,p,y,n,e,w,a,g,p
34,k,y,e,f,m,f,c,n,b,e,c,k,k,p,b,p,w,o,e,w,v,d,p
35,f,y,w,f,c,f,c,b,w,e,e,k,y,w,p,p,w,o,e,k,v,g,p
36,b,f,n,t,s,f,w,b,e,t,b,f,f,w,g,p,w,t,e,w,c,l,e
37,f,y,y,t,l,f,c,n,w,e,r,f,y,e,w,p,w,o,e,u,a,g,e
38,x,y,y,t,a,f,c,b,n,e,r,y,f,e,w,p,w,o,e,k,a,g,e
39,b,y,p,t,n,f,c,n,w,t,b,f,f,y,y,p,y,o,e,h,v,u,e
40,k,s,g,f,a,a,w,b,w,t,b,k,y,c,c,p,w,o,n,n,c,l,e
41,f,y,w,f,f,f,w,b,u,e,e,s,f,w,w,p,w,o,f,h,y,g,p
42,f,s,y,t,l,f,c,b,w,e,?,f,s,w,g,p,w,o,e,k,c,w,e
43,c,s,n,f,f,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,p
44,b,s,r,t,a,f,w,b,k,e,?,f,s,e,e,p,w,o,e,n,a,g,e
45,c,f,w,f,s,f,c,n,e,e,b,y,k,y,y,p,y,n,e,w,c,l,p
46,f,y,y,t,a,f,w,b,p,e,r,f,f,e,e,p,w,o,e,k,a,g,e
47,f,y,y,f,a,f,c,b,u,e,r,s,f,w,g,p,w,o,f,n,v,p,e
48,x,s,p,f,m,f,c,b,b,e,b,k,k,p,n,p,w,o,e,w,v,g,p
49,c,y,n,f,p,f,c,n,k,e,c,s,f,w,w,p,w,o,p,n,c,d,p
50,k,s,e,t,l,f,w,b,n,e,b,k,y,g,p,p,w,o,p,k,y,g,e
51,s,f,g,f,p,f,w,b,p,e,e,k,k,p,n,p,w,o,l,n,v,g,e
52,x,y,w,f,a,f,c,b,n,e,c,s,f,e,e,p,w,o,e,k,s,m,e
53,x,s,p,f,p,f,c,n,n,e,b,k,k,p,p,p,w,o,e,k,v,g,p
54,b,s,n,f,n,f,c,b,u,e,c,k,s,g,g,p,w,o,p,n,n,m,e
55,s,f,g,t,c,f,c,b,n,e,e,s,y,p,p,p,w,o,p,k,y,u,e
56,b,s,r,f,l,f,w,b,h,e,?,k,k,n,n,p,w,o,l,k,v,d,e
57,b,y,n,f,m,f,c,n,y,t,?,k,k,e,w,p,w,n,e,w,c,d,p
58,x,s,w,f,a,f,w,b,p,e,c,s,y,g,p,p,w,o,p,k,y,g,e
59,s,f,w,f,l,f,c,b,w,t,e,s,f,w,n,p,w,o,f,n,v,u,e
60,f,s,b,f,m,f,c,n,y,t,b,k,y,p,w,p,w,n,e,w,c,d,p
61,c,f,p,f,y,f,c,n,w,e,b,s,f,w,y,p,w,o,f,w,v,m,p
62,c,g,g,f,p,a,w,n,w,e,b,k,y,c,c,p,w,o,n,k,c,d,p
63,b,s,w,t,a,f,w,b,g,e,c,y,s,g,p,p,w,o,p,n,n,g,e
64,c,s,w,t,a,f,c,b,u,e,c,s,y,g,w,p,w,o,p,k,n,m,e
65,k,y,c,t,f,f,c,n,y,e,c,y,s,p,p,p,w,n,p,w,c,d,p
66,k,y,n,f,p,f,c,n,u,e,?,s,f,w,g,p,w,o,f,k,y,p,p
67,b,s,n,f,a,a,w,b,u,e,c,s,y,o,o,p,n,o,p,k,y,g,e
68,k,f,w,f,c,f,c,n,u,e,b,s,f,w,p,p,w,o,f,n,v,g,p
69,k,f,g,f,l,f,c,n,n,t,?,s,y,w,p,p,w,o,p,k,v,l,e
70,f,y,y,f,f,f,c,n,b,e,c,y,k,p,p,p,w,n,e,w,c,l,p
71,f,s,w,f,l,f,w,n,p,e,?,s,f,w,e,p,w,o,f,u,y,d,e
72,c,f,g,f,m,f,c,n,p,e,b,k,k,b,b,p,w,o,l,w,v,m,p
73,x,g,b,f,m,f,c,n,b,e,b,s,k,y,y,p,y,o,e,w,v,u,p
74,k,s,w,f,y,f,w,n,g,e,c,k,k,b,b,p,w,o,l,w,y,g,e
75,x,f,y,f,y,f,w,b,b,e,b,y,k,w,w,p,w,o,e,w,c,l,p
76,x,y,y,t,a,f,c,b,p,e,r,f,k,w,e,p,w,o,e,n,s,p,e
77,c,g,y,f,s,f,c,n,e,e,b,f,s,p,n,p,w,o,e,w,v,m,p
78,x,y,y,f,s,f,w,b,y,e,r,k,y,e,w,p,w,n,e,w,v,g,p
79,k,s,p,t,c,f,c,b,u,e,?,k,k,g,w,p,w,o,p,n,y,p,e
80,c,y,n,t,c,f,w,n,y,e,c,y,k,p,b,p,w,o,e,n,c,d,p
81,c,s,w,f,n,a,w,b,o,e,c,y,y,o,o,p,o,o,p,n,n,g,e
82,k,f,r,f,m,f,c,b,y,t,?,f,s,p,b,p,w,n,e,w,s,p,p
83,b,y,w,t,f,f,w,n,b,e,c,k,y,p,n,p,w,n,e,w,s,d,p
84,f,s,y,f,a,a,c,b,n,e,c,y,y,o,o,p,n,o,p,k,y,g,e
85,x,y,g,f,a,f,c,n,h,e,b,s,f,w,y,p,w,o,f,k,v,m,p
86,x,y,n,t,n,f,c,b,k,e,r,s,k,g,g,p,w,o,p,n,y,g,e
87,s,y,w,f,f,f,c,b,u,e,e,s,f,w,y,p,w,o,f,h,v,g,p
88,f,f,e,f,l,f,w,n,n,t,b,s,k,p,g,p,w,o,p,u,y,d,e
89,c,f,b,t,f,f,c,n,y,e,b,y,f,n,b,p,w,o,p,w,n,m,p
90,c,y,e,f,c,f,w,n,n,e,c,k,y,e,e,p,w,o,e,n,s,d,p
91,f,g,g,f,y,f,c,b,g,e,b,k,k,n,p,p,w,n,l,w,y,u,p
92,f,y,y,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,c,d,p
93,f,y,e,f,p,a,w,n,y,t,?,k,y,c,c,p,w,o,n,n,c,l,p
94,x,y,n,f,n,f,w,b,h,e,r,s,s,e,e,p,w,o,e,k,a,g,e
95,f,f,g,f,p,f,c,n,p,e,b,k,k,p,p,p,w,o,l,k,v,u,p
96,x,f,e,f,f,a,c,n,w,t,?,k,y,c,c,p,w,o,n,w,c,d,p
97,k,s,c,t,l,f,c,n,h,t,b,y,s,e,e,p,w,o,e,n,s,m,e
98,b,s,w,f,n,f,c,b,k,e,c,f,s,p,g,p,w,o,p,k,v,m,e
99,x,y,n,f,l,f,w,b,u,e,r,s,f,w,n,p,w,o,f,n,v,g,e
100,b,f,b,f,c,f,c,n,p,e,b,k,k,n,n,p,w,o,l,n,v,u,p
101,c,s,w,t,l,f,c,b,g,e,c,s,s,g,g,p,w,o,p,k,n,m,e
102,c,f,y,f,m,f,w,n,b,e,b,y,y,p,p,p,w,n,e,w,c,l,p
103,f,f,w,f,l,f,c,n,n,t,e,k,k,g,g,p,w,o,p,u,y,u,e
104,x,s,p,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p,p
105,f,y,w,f,c,f,c,n,w,e,e,f,f,w,g,p,w,o,p,k,s,u,p
106,x,s,b,f,m,f,c,n,g,e,b,k,k,n,n,p,w,n,l,w,v,g,p
107,f,f,g,f,l,f,c,n,n,e,?,s,s,e,e,p,w,o,e,u,s,p,e
108,x,y,w,f,l,f,c,b,p,e,c,s,f,w,w,p,w,o,f,n,v,m,e
109,k,f,e,f,l,f,c,b,n,t,b,y,k,g,p,p,w,o,p,k,v,u,e
110,k,y,g,t,c,f,c,n,w,e,b,k,y,p,b,p,w,o,e,n,c,d,p
111,x,y,y,f,n,f,c,n,u,e,r,s,f,w,e,p,w,o,f,k,y,p,e
112,f,y,n,t,a,f,c,b,n,e,r,k,s,e,e,p,w,o,e,n,s,p,e
113,k,y,c,f,f,f,c,b,h,e,c,k,f,w,n,p,w,o,p,h,v,l,p
114,f,s,w,f,a,f,c,n,w,e,c,s,f,w,g,p,w,o,f,u,v,m,e
115,x,f,w,f,n,f,c,b,w,t,?,k,y,c,c,p,w,t,n,r,c,w,p
116,x,f,w,f,c,f,c,n,k,t,e,k,s,p,b,p,w,o,e,k,a,g,p
117,k,f,p,t,f,a,c,b,g,e,b,f,k,o,o,p,n,o,p,h,y,u,p
118,b,s,n,f,l,f,c,b,w,e,c,k,y,g,w,p,w,o,p,n,n,m,e
119,k,f,p,t,a,f,c,b,p,e,?,k,s,w,e,p,w,o,e,k,c,w,e
