,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,k,s,w,t,l,a,w,b,y,e,c,s,y,o,o,p,n,o,p,n,y,d,e
1,k,y,n,f,l,a,w,b,u,t,b,s,k,o,o,p,n,o,p,k,y,d,e
2,c,f,w,t,c,f,c,n,g,e,b,k,f,w,y,p,w,o,p,n,c,d,p
3,b,s,w,t,n,f,c,b,h,e,c,f,f,e,e,p,w,o,e,k,s,m,e
4,x,s,c,f,l,f,c,n,w,t,b,s,f,w,n,p,w,o,f,u,y,p,e
5,b,s,w,t,n,a,c,b,o,e,c,s,s,o,o,p,o,o,p,n,n,m,e
6,x,y,w,f,n,a,c,n,u,e,c,k,y,o,o,p,o,o,p,h,n,m,e
7,f,s,w,t,a,f,w,n,w,e,c,f,f,e,w,p,w,o,e,u,a,g,e
8,c,f,w,t,f,f,c,b,h,e,b,f,k,n,b,p,w,o,p,h,s,u,p
9,k,s,w,t,l,f,c,b,n,e,c,s,f,e,e,p,w,o,e,n,s,m,e
10,b,y,b,f,c,f,c,n,n,e,b,f,f,w,w,p,w,o,p,k,v,m,p
11,b,f,e,f,c,f,c,n,p,e,b,k,k,b,b,p,w,o,l,n,v,m,p
12,b,g,g,f,p,f,c,n,p,e,b,k,k,b,p,p,w,o,l,k,v,m,p
13,b,f,e,f,p,a,c,n,w,t,?,k,y,c,c,p,w,o,n,k,c,d,p
14,k,y,y,t,c,f,c,n,n,e,c,y,y,y,y,p,y,o,e,n,c,d,p
15,f,y,n,f,a,f,c,b,u,e,r,s,f,w,n,p,w,o,f,k,v,p,e
16,k,g,w,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,m,p
17,f,y,n,f,c,f,c,n,g,e,c,k,k,n,b,p,w,o,l,k,y,d,p
18,c,y,e,t,c,f,c,n,n,e,c,y,f,p,p,p,w,o,p,n,c,l,p
19,x,s,y,t,a,f,w,b,h,e,c,s,f,w,g,p,w,o,e,n,a,g,e
20,b,y,b,t,c,f,c,n,n,e,b,f,k,g,w,p,w,o,p,n,c,d,p
21,f,f,n,f,a,a,c,n,n,t,e,k,y,o,o,p,o,o,p,u,y,u,e
22,x,f,g,f,a,f,c,b,h,t,e,s,f,w,n,p,w,o,f,n,y,u,e
23,k,y,w,f,c,f,c,n,h,e,b,k,k,p,b,p,w,o,l,n,v,g,p
24,f,y,n,f,p,f,c,n,w,e,c,k,y,c,c,p,w,o,n,n,c,l,p
25,k,f,p,t,c,f,c,n,n,t,?,f,f,n,n,p,w,o,p,k,c,d,p
26,f,s,p,f,a,a,c,n,n,e,?,k,y,o,o,p,o,o,p,u,c,w,e
27,x,f,y,f,c,f,c,n,y,t,?,k,y,y,y,p,y,o,e,n,c,w,p
28,f,g,g,f,p,f,c,n,y,e,b,k,s,p,b,p,w,o,e,n,s,u,p
29,k,f,y,t,c,f,c,n,n,t,?,f,k,w,y,p,w,o,p,n,c,d,p
30,k,f,p,f,f,f,c,b,w,t,?,k,y,c,c,p,w,o,n,h,c,d,p
31,f,y,c,f,f,f,c,b,w,e,c,k,y,c,c,p,w,o,n,h,c,d,p
32,k,y,w,t,a,f,w,n,w,e,?,k,f,e,e,p,w,o,e,u,a,g,e
33,f,f,n,t,a,a,c,b,p,t,e,k,y,o,o,p,n,o,p,k,y,u,e
34,b,f,w,f,f,f,w,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g,p
35,b,s,n,t,l,f,w,b,n,e,c,s,s,w,n,p,w,o,e,k,a,g,e
