,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,k,y,u,f,l,f,w,b,o,t,c,s,f,g,o,p,n,t,f,b,a,p,e
1,f,f,r,f,l,a,w,b,e,e,?,s,k,y,n,p,w,o,f,o,n,l,e
2,s,f,g,t,l,f,w,b,k,t,r,s,s,p,o,p,n,t,f,n,n,m,e
3,k,f,e,t,a,f,w,b,e,t,c,f,k,g,g,p,w,t,f,k,n,w,e
4,s,f,g,f,l,a,w,b,h,t,c,s,f,g,o,p,n,t,e,w,n,w,e
5,f,f,n,f,l,f,w,b,g,e,c,s,f,o,w,p,n,o,f,u,a,w,e
6,k,f,y,f,n,f,c,b,p,t,e,k,f,n,e,p,o,o,f,u,y,w,e
7,s,y,e,f,l,a,w,b,e,t,c,s,s,o,o,p,n,t,e,u,a,w,e
8,k,g,b,t,f,a,c,n,b,e,b,s,s,b,y,p,y,n,l,o,c,d,p
9,f,y,n,t,f,f,c,n,b,e,b,k,y,b,y,p,o,n,l,r,s,u,p
10,b,y,c,f,l,f,c,b,e,t,r,y,f,p,g,p,n,t,p,k,s,w,e
11,s,s,y,f,a,a,w,b,y,t,r,y,f,e,e,p,o,t,f,u,n,d,e
12,f,y,u,f,a,a,w,b,u,t,r,s,s,w,g,p,w,o,n,k,n,w,e
13,b,f,c,f,l,a,w,b,e,t,c,s,f,p,o,p,o,t,n,w,y,w,e
14,k,y,e,f,a,a,w,b,h,t,r,f,s,e,g,p,n,t,f,u,y,u,e
15,s,g,p,t,f,f,c,n,b,e,?,k,y,y,b,p,y,n,l,n,c,l,p
16,s,s,n,f,a,a,w,n,n,e,c,f,f,g,g,p,n,t,f,o,a,l,e
17,s,s,e,f,a,f,w,b,u,e,r,s,k,p,o,p,n,t,p,u,v,w,e
18,c,f,c,t,a,a,w,b,o,t,r,s,f,g,o,p,w,t,f,k,y,w,e
19,k,s,c,t,f,f,c,n,b,e,b,k,y,p,b,p,y,n,l,r,v,u,p
20,x,s,e,f,l,a,w,b,h,t,?,s,f,o,g,p,n,t,p,u,n,l,e
21,x,f,e,f,n,f,w,b,g,e,r,s,k,g,g,p,n,n,f,b,y,w,e
22,x,s,u,f,n,f,c,b,e,t,r,f,f,p,g,p,o,n,f,o,n,w,e
23,b,s,n,t,l,f,c,b,e,t,r,s,f,g,e,p,w,o,f,n,n,w,e
24,x,s,y,t,s,f,c,n,b,e,b,k,y,c,y,p,w,n,l,h,c,u,p
25,k,f,u,t,l,a,c,b,e,e,r,s,f,p,e,p,o,o,f,b,a,p,e
26,c,s,g,t,y,f,c,n,b,e,b,k,y,b,y,p,w,n,l,r,s,m,p
27,k,f,u,f,l,f,w,b,p,t,r,s,k,g,g,p,n,o,p,n,n,p,e
28,s,y,r,f,n,a,w,b,h,t,c,s,k,g,o,p,n,n,f,o,n,w,e
29,c,g,p,t,f,f,c,n,b,e,b,y,s,c,y,p,y,n,l,r,c,d,p
30,f,s,r,f,l,a,w,b,r,t,r,f,f,o,g,p,o,t,f,k,n,l,e
31,c,g,e,f,l,a,w,b,e,t,e,f,s,e,e,p,o,t,p,b,y,w,e
32,x,g,r,t,f,a,w,n,r,e,b,s,y,b,y,p,y,n,l,r,s,d,p
33,c,f,c,f,a,f,w,b,e,t,c,y,f,p,g,p,w,t,f,b,y,g,e
34,k,y,p,t,p,f,c,n,b,e,b,y,y,c,b,p,y,n,l,h,s,m,p
35,k,f,c,t,l,a,w,b,n,t,c,f,k,e,g,p,o,t,f,u,a,w,e
36,x,s,b,t,s,a,c,n,b,e,e,k,y,c,n,p,y,o,l,r,v,g,p
37,c,g,b,f,p,a,c,n,b,e,c,k,y,e,y,p,y,n,p,r,s,d,p
38,f,f,w,f,l,f,c,b,e,t,c,y,f,y,g,p,o,o,f,u,n,w,e
39,b,g,c,f,n,f,w,b,e,t,r,s,f,g,g,p,o,t,p,w,n,w,e
40,s,f,c,f,l,f,c,b,o,t,c,f,f,e,p,p,y,t,f,n,a,u,e
41,f,y,e,f,a,f,w,b,e,t,r,y,f,g,o,p,n,t,f,u,n,g,e
42,s,y,c,f,a,a,c,b,r,t,r,y,s,g,g,p,o,t,p,w,n,u,e
43,k,y,u,f,p,a,c,n,b,t,e,f,y,y,b,p,y,n,l,r,c,g,p
44,f,f,e,f,a,a,w,b,u,t,c,s,k,g,g,p,w,t,f,k,n,d,e
45,f,y,y,f,a,f,w,b,g,e,c,y,f,g,g,p,w,t,f,b,y,w,e
46,k,g,n,t,p,f,c,n,b,e,b,k,y,c,b,p,y,n,l,r,c,m,p
47,k,g,n,t,f,a,c,n,b,e,b,k,s,c,y,p,y,n,l,r,s,d,p
48,k,y,u,f,n,a,w,b,r,t,r,y,f,g,c,p,w,t,f,u,n,w,e
49,c,g,p,t,p,f,c,n,b,e,b,k,y,y,b,p,y,t,l,r,s,m,p
50,x,g,p,t,p,a,c,n,b,t,c,k,s,b,n,p,w,o,l,r,c,u,p
51,c,g,w,t,y,a,c,n,b,e,b,k,y,b,n,p,n,n,l,r,v,g,p
52,k,f,e,t,l,a,c,b,e,t,c,s,f,e,p,p,o,n,f,y,n,w,e
53,b,s,n,f,a,f,w,b,w,t,r,f,s,e,g,p,n,o,f,u,n,w,e
54,b,f,e,t,f,a,c,b,b,e,c,f,y,b,b,p,w,n,e,r,s,m,p
55,s,f,u,t,l,a,w,b,o,e,e,f,f,p,w,p,w,t,l,u,y,w,e
56,s,s,r,t,l,f,w,b,r,t,c,s,f,g,e,p,n,o,f,k,y,w,e
57,k,y,u,f,a,a,w,b,k,t,c,f,f,g,g,p,n,t,p,u,n,w,e
58,k,f,r,f,l,a,w,b,e,t,r,f,k,g,o,p,n,t,f,y,a,p,e
59,x,g,n,t,y,f,c,n,b,e,b,k,y,n,y,p,n,t,l,r,c,g,p
60,x,f,w,f,l,f,w,n,u,t,c,f,k,o,g,p,o,o,f,n,n,w,e
61,x,y,g,t,y,a,c,n,b,e,b,k,y,b,b,p,y,n,l,r,s,g,p
62,c,s,b,t,p,f,c,n,b,e,b,k,y,b,y,p,y,o,l,r,c,g,p
63,k,f,c,f,l,f,w,b,n,t,e,s,s,n,g,p,n,n,f,y,a,g,e
64,b,f,g,f,l,a,w,b,y,t,r,y,f,g,g,p,n,n,f,k,s,p,e
