,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,b,f,c,f,l,a,w,b,e,t,r,f,f,g,e,p,o,t,f,u,y,w,e
1,x,f,p,f,a,a,w,b,e,t,r,s,f,g,e,p,n,t,f,b,y,w,e
2,k,f,b,t,f,a,c,n,b,e,b,k,y,c,y,p,y,n,l,r,c,m,p
3,s,f,u,f,l,f,w,b,e,t,r,f,f,n,g,p,o,o,f,n,y,w,e
4,s,y,c,f,l,f,w,b,o,t,r,f,s,p,e,p,n,t,f,k,n,w,e
5,k,s,c,f,a,a,w,b,k,t,c,s,f,e,g,p,o,t,f,k,n,w,e
6,s,y,c,f,a,a,w,b,o,t,e,y,f,o,g,p,o,t,f,y,y,l,e
7,f,s,p,t,f,f,c,n,b,e,b,k,y,y,y,p,o,o,l,r,c,d,p
8,s,y,r,f,a,a,w,b,o,t,c,y,f,g,e,p,n,t,f,y,n,l,e
9,s,f,r,f,l,a,w,b,e,t,r,s,s,g,o,p,n,t,f,k,y,w,e
10,f,y,w,t,f,a,c,n,b,e,b,k,y,w,y,p,w,n,l,r,c,g,p
11,x,y,r,t,l,f,w,n,e,t,r,s,f,n,g,p,o,t,f,u,n,w,e
12,k,y,c,f,a,a,w,b,e,t,r,f,f,y,g,p,o,n,f,h,v,w,e
13,c,y,y,t,f,f,c,n,b,e,?,k,y,b,y,p,y,n,l,r,c,m,p
14,s,f,u,f,l,a,w,b,k,t,c,f,k,p,e,p,n,t,f,n,y,w,e
15,s,s,r,f,a,a,w,b,u,t,r,s,s,n,o,p,n,t,f,n,n,w,e
16,c,g,p,t,c,a,c,n,b,e,?,k,y,b,c,p,y,o,e,r,c,d,p
17,x,f,c,f,a,f,w,b,n,t,r,y,k,y,o,p,n,t,f,o,a,w,e
18,c,g,w,t,f,f,c,n,b,e,?,k,y,c,b,p,y,n,l,r,c,m,p
19,c,y,b,t,c,a,c,n,b,e,b,k,y,b,y,p,y,o,l,r,c,m,p
20,x,f,c,f,a,f,w,b,n,t,r,s,s,n,o,p,y,t,f,k,n,w,e
21,s,y,c,f,l,f,w,b,o,t,r,y,f,g,g,p,y,t,f,w,s,w,e
22,x,g,b,t,f,f,c,n,b,e,b,k,y,y,y,p,y,n,l,r,c,m,p
23,b,y,b,t,f,a,c,n,b,e,b,k,y,c,b,p,y,o,l,r,c,m,p
24,c,s,p,t,f,a,c,n,b,e,c,k,y,c,c,p,o,n,l,r,c,m,p
