,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,c,g,w,t,f,f,c,n,b,e,b,k,y,w,c,p,w,o,l,r,c,d,p
1,c,g,g,t,f,f,c,n,b,e,?,y,y,y,y,p,w,o,l,r,c,g,p
2,s,g,c,f,l,f,w,b,e,t,r,y,f,g,e,p,n,t,f,k,y,w,e
3,s,s,c,f,l,a,w,b,e,t,r,f,s,e,e,p,o,t,f,u,a,p,e
4,s,s,c,f,l,a,w,b,o,t,r,y,f,g,o,p,o,t,f,u,y,w,e
5,s,f,n,f,a,a,w,b,o,t,r,f,s,g,g,p,n,t,f,u,y,w,e
6,b,g,b,t,f,f,c,n,b,e,?,k,y,c,y,p,y,o,p,r,c,u,p
7,b,f,c,f,l,a,w,b,k,t,r,f,k,e,e,p,o,t,f,n,n,p,e
8,c,g,p,t,f,f,c,n,b,e,b,k,y,c,c,p,y,n,l,r,c,m,p
9,b,g,p,t,f,a,c,n,b,e,b,k,y,y,y,p,y,n,l,r,c,m,p
10,c,g,p,t,f,f,c,n,b,e,b,k,y,c,y,p,y,n,l,r,c,m,p
11,s,y,c,f,l,f,w,b,h,t,r,f,f,o,o,p,n,t,f,b,n,w,e
12,s,y,u,f,a,a,w,b,u,t,r,f,s,g,e,p,n,t,f,k,n,w,e
13,c,s,g,t,p,a,c,n,b,e,b,k,y,c,c,p,y,o,l,r,c,u,p
14,k,f,c,f,a,a,w,b,y,t,r,s,s,o,g,p,n,t,e,k,a,w,e
15,s,f,r,f,a,a,w,b,k,t,r,f,f,e,e,p,n,t,f,k,n,w,e
16,s,f,c,f,a,a,w,b,e,t,r,s,k,o,g,p,n,t,f,u,n,w,e
17,f,g,u,t,f,a,c,n,b,e,b,k,y,c,e,p,y,n,l,r,c,m,p
18,f,y,r,f,l,a,w,b,e,t,e,s,f,e,g,p,n,t,f,k,n,w,e
19,s,f,n,f,l,a,w,b,e,t,r,s,s,n,g,p,o,t,f,n,n,w,e
20,b,y,c,f,l,a,w,b,o,t,r,f,f,n,g,p,o,n,f,u,a,w,e
21,b,y,b,t,f,f,c,n,b,e,b,k,y,y,y,p,w,n,l,r,c,d,p
22,b,s,w,t,f,a,c,n,b,e,?,k,y,b,p,p,y,n,l,r,c,m,p
23,k,f,u,f,a,a,c,b,e,t,r,y,f,e,g,p,o,o,f,u,y,w,e
24,c,g,b,t,f,a,c,n,b,e,?,k,y,w,b,p,y,o,l,r,c,m,p
25,c,g,w,t,f,f,c,n,b,e,b,k,y,y,y,p,y,o,l,r,c,m,p
26,b,g,b,t,f,f,c,n,b,e,e,k,y,w,b,p,w,o,l,r,c,l,p
27,s,f,y,t,f,f,c,n,b,e,b,k,y,y,y,p,y,o,l,r,c,m,p
28,k,s,c,f,a,a,w,b,y,t,r,f,f,g,g,p,o,t,f,k,n,w,e
29,c,f,b,t,f,f,c,n,b,e,b,k,y,b,c,p,y,n,l,r,c,g,p
30,f,y,r,f,a,a,w,b,e,t,r,y,f,g,n,p,n,t,e,n,n,p,e
31,s,s,c,f,a,a,w,b,e,t,e,f,f,p,g,p,o,t,f,k,s,w,e
32,s,y,n,f,a,f,w,b,p,t,r,s,f,g,n,p,n,t,f,k,n,p,e
33,s,f,c,f,a,a,w,b,e,t,e,s,k,g,p,p,w,t,f,n,n,w,e
34,k,g,p,t,p,f,c,n,b,e,b,k,y,b,y,p,w,n,l,r,c,m,p
35,s,f,r,f,l,a,w,b,h,t,r,y,f,g,e,p,w,t,f,u,y,p,e
36,k,g,w,t,f,f,c,n,b,e,b,k,y,y,c,p,y,n,l,r,c,m,p
37,s,y,r,f,a,a,w,b,p,t,e,f,f,e,o,p,n,t,f,u,n,w,e
38,s,y,c,f,a,a,w,b,u,t,r,f,f,n,g,p,o,t,f,u,n,p,e
39,c,g,b,t,f,f,c,n,b,e,?,k,y,p,p,p,w,o,l,r,c,m,p
40,s,f,c,f,l,a,w,b,h,t,r,f,f,n,g,p,o,t,f,w,a,w,e
41,x,f,b,t,f,a,c,n,b,e,b,y,y,c,c,p,y,o,l,r,c,m,p
42,k,g,w,t,c,a,c,n,b,e,b,k,y,e,w,p,y,n,l,r,c,m,p
43,c,y,b,t,f,f,c,n,b,e,b,k,y,c,b,p,y,o,l,r,c,g,p
44,b,y,b,t,c,f,c,n,b,e,b,k,y,c,c,p,y,o,l,r,c,m,p
45,k,y,r,f,a,a,c,b,o,t,r,s,s,e,o,p,n,n,f,n,n,w,e
