,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,x,f,g,t,a,a,c,b,o,t,e,k,y,o,o,p,n,o,p,n,y,u,e
1,f,y,n,f,p,f,c,n,g,t,?,k,k,p,b,p,w,o,l,n,y,p,p
2,k,y,n,f,p,f,c,n,u,t,?,s,f,w,w,p,w,o,f,k,y,p,p
3,x,y,n,f,l,a,c,b,k,e,r,y,y,o,o,p,n,o,p,n,y,p,e
4,b,y,y,f,c,f,c,n,k,t,?,k,f,g,g,p,w,o,p,n,c,d,p
5,k,y,c,f,y,f,c,n,b,e,c,k,k,p,n,p,w,n,e,w,c,d,p
6,b,g,p,f,c,f,w,n,u,e,b,s,f,w,y,p,w,o,f,k,v,g,p
7,f,y,r,f,c,f,c,n,o,t,?,f,f,n,p,p,w,o,p,n,s,d,p
8,k,y,c,t,f,f,w,b,h,e,c,y,f,w,w,p,w,o,p,h,c,d,p
9,c,f,e,t,l,f,c,b,k,t,b,y,y,p,b,p,w,o,p,n,y,d,e
10,x,f,g,f,a,a,c,b,o,t,e,s,s,o,o,p,n,o,p,n,y,u,e
11,f,y,y,t,l,a,c,b,h,e,r,y,y,o,o,p,o,o,p,k,v,p,e
12,f,y,e,t,p,f,c,n,y,e,c,k,k,p,n,p,w,o,e,n,c,l,p
13,b,s,w,f,n,a,c,b,o,e,c,k,s,o,o,p,o,o,p,b,n,m,e
14,x,y,y,t,a,a,c,b,n,e,r,s,y,o,o,p,o,o,p,k,y,p,e
15,b,s,n,f,l,f,c,b,n,e,c,s,f,y,y,p,y,o,e,n,a,g,e
16,f,y,e,t,c,f,w,n,h,t,?,f,f,n,p,p,w,o,p,n,c,l,p
17,s,s,w,f,f,f,c,b,g,e,e,k,k,b,b,p,w,o,l,h,y,u,p
18,s,f,g,f,l,f,c,b,h,t,e,s,f,w,g,p,w,o,f,k,y,u,e
19,k,y,w,t,l,f,c,b,h,e,?,y,s,p,b,p,w,o,p,n,y,p,e
20,x,s,w,f,c,f,w,n,g,e,e,k,k,n,n,p,w,o,l,n,y,g,p
21,x,f,g,t,a,a,c,b,o,t,e,s,y,o,o,p,o,o,p,n,v,u,e
