,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,b,s,g,f,p,f,c,n,h,e,b,k,k,n,n,p,w,o,l,n,v,m,p
1,k,s,n,f,l,f,c,b,u,t,b,s,f,w,g,p,w,o,f,n,v,l,e
2,f,s,e,t,a,a,w,b,g,t,b,y,y,o,o,p,o,o,p,k,y,d,e
3,b,f,u,f,y,f,c,n,b,t,?,k,y,p,b,p,w,n,e,w,c,d,p
4,b,g,b,t,m,f,c,n,b,e,b,k,y,p,b,p,w,o,e,w,v,m,p
5,k,y,e,f,f,f,c,b,p,e,c,k,k,b,p,p,w,o,l,h,y,d,p
6,c,g,n,f,l,a,w,n,n,t,b,k,y,o,o,p,o,o,p,u,y,d,e
7,f,y,n,f,l,f,c,b,h,e,r,s,f,w,g,p,w,o,f,k,v,p,e
8,x,g,p,f,s,f,w,n,b,e,b,k,y,p,n,p,w,o,e,w,a,g,p
9,b,s,y,f,c,a,c,n,u,e,c,f,f,o,o,p,o,o,p,k,c,d,p
10,k,s,w,t,a,f,c,b,n,e,c,s,f,w,g,p,w,o,e,k,a,g,e
11,x,y,e,f,f,f,c,b,p,t,?,k,k,b,b,p,w,o,l,h,y,p,p
12,x,y,e,f,c,a,c,n,w,t,?,k,y,c,c,p,w,o,n,k,c,w,p
13,x,y,n,f,a,f,w,b,k,e,r,y,y,p,g,p,w,o,p,k,y,g,e
14,b,y,w,f,p,f,c,n,g,t,?,k,k,p,b,p,w,o,l,n,y,p,p
15,c,g,w,f,c,f,c,n,p,e,b,k,k,b,b,p,w,o,l,n,v,g,p
16,x,f,g,f,m,f,c,b,p,t,e,s,f,w,n,p,w,t,f,w,v,u,e
17,x,g,w,f,s,f,c,n,b,e,b,y,k,p,p,p,w,n,e,w,a,g,p
18,f,y,e,f,f,f,c,n,e,e,c,k,y,p,b,p,w,n,e,w,v,m,p
19,x,y,n,t,a,f,w,b,n,e,r,f,s,e,w,p,w,o,e,n,s,g,e
20,b,y,b,t,f,f,c,n,b,e,b,y,s,p,p,p,w,o,e,w,a,g,p
21,f,s,w,f,a,a,c,b,y,e,?,k,k,o,o,p,o,o,p,n,v,l,e
22,k,g,y,f,p,f,c,n,w,e,b,s,k,p,p,p,w,o,e,k,v,m,p
23,c,s,y,f,c,a,w,n,w,e,c,k,y,c,c,p,w,o,n,k,c,d,p
24,c,f,b,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g,p
25,b,s,w,t,l,f,c,b,k,e,c,s,y,g,w,p,w,o,p,n,n,m,e
26,f,y,n,f,a,f,c,b,w,e,r,s,f,w,g,p,w,o,f,k,y,p,e
27,b,y,e,f,p,f,w,n,h,e,b,k,k,b,n,p,w,o,l,n,v,g,p
28,b,s,c,t,a,f,w,b,u,e,c,s,y,g,p,p,w,o,p,k,y,g,e
29,b,y,y,f,s,f,w,n,y,e,c,k,y,c,c,p,w,o,n,w,c,d,p
30,x,y,e,f,f,f,c,n,g,e,c,k,k,n,b,p,w,n,l,w,v,m,p
31,f,y,y,t,p,a,c,n,o,t,?,f,f,o,o,p,n,o,p,n,c,d,p
32,b,g,p,f,f,f,c,n,b,e,b,k,k,y,y,p,y,n,e,w,v,g,p
33,x,y,w,t,a,a,c,b,o,e,c,y,y,o,o,p,n,o,p,n,v,l,e
34,f,y,y,t,l,f,w,n,n,e,r,f,f,p,p,p,w,o,e,k,a,g,e
35,f,g,p,f,y,f,c,n,b,e,b,k,k,y,y,p,y,n,e,w,a,g,p
36,b,s,g,f,l,f,c,n,n,e,?,y,f,w,y,p,w,o,e,u,c,w,e
37,f,y,y,f,l,a,w,b,n,e,r,k,k,o,o,p,n,o,p,k,n,g,e
38,f,s,w,f,l,f,w,b,o,e,c,k,s,p,n,p,w,o,p,n,y,g,e
39,k,g,b,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,m,p
40,f,s,e,f,l,a,c,b,g,e,c,s,y,o,o,p,o,o,p,k,n,m,e
41,f,y,n,f,c,f,w,n,h,e,e,k,k,p,b,p,w,o,l,k,y,g,p
42,c,s,y,t,a,f,w,b,w,e,c,f,f,w,g,p,w,o,e,n,a,g,e
43,k,y,e,t,p,f,c,n,u,e,c,s,f,w,g,p,w,o,p,k,s,d,p
44,x,s,w,t,n,f,c,n,w,e,c,s,k,p,g,p,w,o,p,h,n,g,e
45,f,s,e,f,l,a,c,b,u,t,b,k,y,o,o,p,o,o,p,n,y,u,e
