,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,s,y,u,f,a,a,w,b,e,t,r,s,f,g,o,p,w,t,f,u,n,w,e
1,c,y,g,t,p,a,c,n,b,t,b,k,y,y,w,p,o,n,l,r,a,d,p
2,s,y,e,t,a,f,w,b,k,t,c,y,f,g,o,p,n,n,f,k,n,p,e
3,s,s,r,f,l,f,w,b,u,t,c,s,k,o,p,p,n,t,f,b,n,w,e
4,s,y,u,f,a,a,w,b,p,t,r,f,f,e,g,p,o,t,f,y,y,w,e
5,k,f,c,t,a,a,w,b,e,t,r,s,k,e,g,p,n,o,f,y,a,w,e
6,c,g,b,t,f,f,c,n,b,e,e,y,k,y,c,p,w,n,l,r,c,d,p
7,s,f,c,f,l,a,w,b,e,t,r,f,k,e,g,p,w,t,e,y,n,p,e
8,b,y,y,t,p,a,c,n,b,e,?,y,y,c,y,p,y,o,l,r,v,g,p
9,c,g,b,t,f,f,w,n,b,e,b,k,y,c,b,p,w,n,l,r,c,g,p
10,s,f,r,f,l,f,w,b,h,t,r,s,k,n,e,p,n,n,f,k,y,w,e
11,s,s,r,f,a,f,w,b,k,t,r,f,f,e,g,p,n,t,f,u,y,p,e
12,c,f,w,t,f,a,c,n,b,e,b,k,y,b,y,p,y,o,l,r,c,m,p
13,s,f,c,f,a,a,w,n,n,t,r,y,f,g,p,p,n,o,n,h,n,p,e
14,c,f,b,t,p,a,c,n,b,e,b,k,y,b,c,p,y,n,l,r,s,u,p
15,x,s,r,f,a,a,c,b,u,t,c,s,s,b,e,p,o,t,f,u,n,w,e
16,s,f,u,f,l,f,w,b,e,e,r,f,k,g,g,p,n,t,f,h,n,g,e
17,x,f,u,f,a,a,w,b,e,t,r,f,s,c,g,p,w,t,f,y,y,w,e
18,s,f,b,t,p,f,c,n,b,e,b,k,y,b,y,p,y,n,l,r,c,m,p
19,s,f,c,f,a,f,w,b,h,t,c,s,f,g,g,p,o,t,f,u,a,w,e
20,s,f,r,t,l,f,w,b,e,t,r,y,f,g,g,p,w,t,f,k,n,w,e
21,c,y,b,t,f,a,c,n,b,e,b,f,y,b,c,p,y,n,l,r,c,l,p
