,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,f,g,b,t,y,f,w,n,b,e,b,s,y,b,y,p,w,n,l,r,c,p,p
1,c,f,p,t,f,a,w,n,b,e,b,y,s,c,p,p,o,n,l,r,a,m,p
2,f,s,p,t,s,f,c,n,b,e,b,k,y,y,y,p,y,n,l,r,c,p,p
3,s,f,u,f,a,f,w,b,e,t,r,f,f,g,g,p,w,t,f,u,n,w,e
4,k,g,b,f,c,a,c,n,r,e,?,k,k,c,y,p,y,n,l,w,c,g,p
5,s,s,w,f,l,f,w,b,h,t,r,s,s,g,g,p,o,o,f,b,n,p,e
6,f,s,w,t,s,a,c,n,b,e,b,k,y,b,y,p,w,n,l,r,s,m,p
7,b,s,b,t,p,f,c,n,b,e,b,y,y,b,b,p,y,n,l,r,c,u,p
8,c,g,b,t,f,f,c,n,b,e,b,f,y,c,b,p,o,o,l,r,c,g,p
9,c,s,b,t,s,a,w,n,b,e,b,k,k,c,y,p,o,n,l,r,c,u,p
10,c,g,b,f,p,f,c,n,b,e,b,k,k,b,y,p,o,t,n,r,v,g,p
11,k,y,c,f,l,f,c,b,y,e,c,f,f,e,g,p,o,t,f,b,n,w,e
12,c,s,u,f,l,a,w,b,h,t,r,k,k,c,e,p,n,t,f,b,n,d,e
13,c,s,n,t,y,a,c,n,b,e,e,f,y,y,b,p,y,n,l,r,c,g,p
14,s,y,c,t,l,f,w,b,e,t,r,s,k,g,e,p,o,o,f,b,y,w,e
15,f,s,n,f,c,a,c,n,b,e,b,k,y,p,n,p,y,n,l,r,c,u,p
16,s,y,n,f,l,a,w,b,k,t,r,s,f,o,g,p,n,o,f,b,a,l,e
17,s,y,r,t,a,a,w,b,o,t,c,s,k,g,e,p,o,t,f,o,n,w,e
18,s,f,c,t,l,f,w,b,k,t,r,s,s,g,g,p,o,t,f,k,n,w,e
19,f,g,b,f,p,a,c,n,b,e,e,y,y,b,p,p,w,n,l,y,c,d,p
20,f,g,w,t,p,f,c,b,b,e,b,k,k,y,y,p,o,n,l,r,s,l,p
21,s,f,c,t,a,a,c,b,e,t,r,y,f,p,p,p,o,o,f,u,y,d,e
22,k,g,y,t,p,f,c,n,b,t,b,k,y,b,b,p,y,n,l,r,v,d,p
23,s,s,c,f,l,a,w,b,g,t,r,y,s,g,g,p,o,n,f,u,n,p,e
24,f,f,c,f,a,f,w,b,e,t,r,s,k,g,g,p,n,t,f,u,n,w,e
25,x,g,w,t,p,f,c,n,b,e,?,k,s,b,c,p,y,n,l,r,v,m,p
