,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,f,y,n,f,p,f,c,n,h,t,?,k,k,n,b,p,w,o,l,k,y,d,p
1,k,y,y,t,a,a,w,b,u,t,b,k,y,o,o,p,o,o,p,k,y,d,e
2,s,f,n,t,a,a,c,n,n,t,e,s,y,o,o,p,o,o,p,u,y,u,e
3,s,y,n,f,p,f,w,n,p,e,e,k,k,b,b,p,w,o,l,k,v,g,p
4,x,y,y,f,l,a,c,b,g,e,r,k,y,o,o,p,n,o,p,n,y,p,e
5,b,y,w,t,s,f,c,n,y,e,b,k,k,p,w,p,w,o,e,w,v,g,p
6,b,s,w,t,n,f,c,b,h,e,c,s,f,e,e,p,w,o,e,k,s,m,e
7,f,y,n,f,f,f,c,n,b,t,?,k,y,y,y,p,y,o,e,w,s,d,p
8,f,y,e,f,c,f,c,n,w,t,?,s,f,w,w,p,w,o,f,k,v,g,p
9,k,s,y,f,a,f,w,n,n,e,c,s,f,w,e,p,w,o,e,u,a,g,e
10,b,g,b,f,f,f,c,n,b,e,b,k,y,p,b,p,w,n,e,w,v,g,p
11,f,s,w,t,l,f,c,b,h,e,c,f,k,e,w,p,w,o,e,n,s,m,e
12,s,f,g,f,l,a,c,b,o,t,e,k,y,o,o,p,n,o,p,n,y,u,e
13,b,y,e,f,f,a,c,b,w,t,?,k,y,c,c,p,w,o,n,h,c,d,p
14,f,y,n,f,s,f,c,n,b,t,?,k,y,p,n,p,w,n,e,w,c,l,p
15,x,s,w,t,n,f,w,b,n,e,c,f,s,e,e,p,w,o,e,n,a,g,e
16,s,f,g,f,l,a,c,b,w,t,e,k,s,o,o,p,n,o,p,n,y,u,e
17,b,f,b,f,y,f,c,n,b,e,b,y,y,p,n,p,w,n,e,w,v,m,p
18,f,s,c,t,a,a,c,n,n,t,b,s,y,o,o,p,n,o,p,u,v,l,e
19,x,y,e,f,c,f,w,n,h,e,c,k,k,n,b,p,w,o,l,n,y,d,p
20,b,y,r,f,a,a,w,b,o,e,?,k,y,o,o,p,n,o,p,n,y,g,e
21,k,s,n,f,a,f,c,n,p,e,c,y,s,e,e,p,w,o,e,u,a,g,e
22,k,s,r,f,l,f,w,b,p,e,?,f,y,p,g,p,w,o,e,k,s,g,e
23,x,f,g,t,f,f,c,b,h,e,b,f,f,w,p,p,w,o,p,h,s,u,p
24,c,y,w,t,l,f,w,b,p,e,c,s,f,w,w,p,w,o,e,n,a,g,e
25,x,s,n,t,a,f,w,b,o,t,b,f,y,p,g,p,w,o,p,n,c,l,e
26,f,f,e,f,n,f,w,b,w,t,b,s,f,w,e,p,w,o,f,n,y,d,e
27,x,y,p,f,p,f,w,n,n,t,?,k,k,y,y,p,y,o,e,n,c,d,p
28,x,f,n,t,c,f,c,n,k,t,?,f,f,w,w,p,w,o,p,n,c,d,p
29,c,y,c,f,f,f,w,b,w,e,c,k,y,c,c,p,w,o,n,h,c,l,p
30,s,f,g,f,l,f,w,b,n,t,e,f,f,e,w,p,w,o,e,n,a,g,e
31,f,y,n,f,f,f,c,n,b,e,c,k,y,y,y,p,y,n,e,w,c,d,p
32,c,g,b,f,p,f,c,n,p,e,b,k,k,n,p,p,w,o,l,n,v,d,p
33,b,y,n,f,p,f,c,n,h,t,?,f,s,w,y,p,w,o,p,n,c,d,p
34,x,y,y,f,c,f,c,n,n,t,?,f,f,w,e,p,w,o,p,k,c,d,p
35,c,y,y,t,c,f,w,n,o,e,c,f,f,n,n,p,w,o,p,n,c,l,p
36,c,f,b,t,f,f,c,n,b,e,b,k,y,p,n,p,w,n,e,w,v,m,p
37,f,f,g,f,a,f,c,n,p,t,e,s,f,w,g,p,w,o,f,u,y,u,e
38,x,s,w,t,a,f,w,b,w,e,c,f,f,e,e,p,w,o,e,k,a,g,e
39,b,g,b,t,m,f,c,n,b,e,b,s,y,p,n,p,w,n,e,w,v,u,p
40,k,y,g,t,y,f,c,n,b,t,?,k,k,y,y,p,y,n,e,w,c,d,p
41,b,s,w,f,p,f,c,n,p,e,b,k,k,p,b,p,w,o,l,n,v,g,p
42,b,g,b,f,c,f,c,n,g,e,b,k,k,b,p,p,w,o,l,k,y,g,p
43,b,f,b,f,f,f,w,n,b,e,b,y,y,w,w,p,w,o,e,w,v,g,p
44,x,f,w,t,p,f,c,n,o,e,b,s,f,n,n,p,w,o,p,n,s,u,p
45,x,y,n,t,n,f,w,b,p,e,r,f,f,e,e,p,w,o,e,k,s,g,e
46,c,g,b,f,f,f,c,n,b,e,b,k,y,p,p,p,w,n,e,w,v,m,p
47,x,y,y,f,a,f,w,b,w,e,r,s,f,w,w,p,w,o,f,k,y,g,e
48,x,s,r,f,l,a,c,b,n,e,?,k,k,o,o,p,o,o,p,n,v,l,e
49,x,y,y,f,f,f,c,b,g,e,r,k,k,n,p,p,w,o,l,h,v,g,p
50,s,y,g,t,f,f,w,b,w,e,e,f,f,w,w,p,w,o,p,h,v,g,p
51,b,y,c,f,n,f,c,n,g,t,b,y,k,p,w,p,w,o,p,h,y,u,e
52,f,y,g,f,a,f,w,b,n,t,b,f,y,n,p,p,w,o,p,k,y,d,e
53,b,s,w,f,p,f,c,n,k,e,b,k,y,p,p,p,w,o,e,n,v,g,p
54,f,f,e,f,f,f,c,b,g,t,?,k,k,b,b,p,w,o,l,h,y,p,p
55,c,s,w,t,a,f,w,n,n,e,c,s,s,w,g,p,w,o,e,n,a,g,e
56,s,f,g,f,l,f,c,b,o,e,e,y,y,g,w,p,w,o,p,n,y,u,e
57,f,y,n,t,l,f,c,b,w,e,r,f,f,w,g,p,w,o,e,n,a,g,e
58,x,f,n,t,a,a,c,b,n,t,b,k,y,o,o,p,n,o,p,k,v,l,e
59,k,y,g,f,f,f,c,b,h,t,?,k,k,b,p,p,w,o,l,h,y,d,p
60,k,s,w,t,l,f,w,n,n,e,c,s,s,e,w,p,w,o,e,u,a,g,e
61,k,y,n,t,c,f,c,n,n,e,c,f,f,n,n,p,w,o,p,k,c,d,p
62,k,f,n,f,f,f,w,n,b,t,?,k,k,p,p,p,w,n,e,w,c,l,p
63,k,y,c,f,f,a,c,b,w,e,c,k,y,c,c,p,w,o,n,h,c,d,p
64,x,y,c,f,c,f,c,n,o,e,c,y,f,w,y,p,w,o,p,n,c,d,p
65,b,y,w,f,a,f,w,b,h,e,c,s,f,w,g,p,w,o,f,k,v,l,e
66,f,y,y,f,f,f,w,b,g,e,r,k,k,b,n,p,w,o,l,h,y,g,p
67,b,s,w,t,a,f,c,b,p,e,c,f,f,w,g,p,w,o,e,k,s,m,e
68,k,y,e,f,p,a,c,n,w,t,?,k,y,c,c,p,w,o,n,k,c,d,p
69,x,f,e,f,c,f,w,n,h,t,?,s,f,w,y,p,w,o,p,k,s,d,p
70,x,f,g,f,a,f,c,b,u,t,e,s,f,w,g,p,w,o,f,n,y,u,e
71,f,f,n,f,l,a,c,b,g,e,e,s,s,o,o,p,o,o,p,n,y,u,e
72,k,y,w,t,a,f,c,b,w,e,c,f,f,e,e,p,w,o,e,n,s,m,e
73,f,s,c,t,n,a,w,b,n,t,b,s,s,o,o,p,n,o,p,y,y,d,e
74,c,g,g,f,p,f,c,n,o,e,b,f,f,n,n,p,w,o,p,n,n,m,p
75,c,g,n,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,m,p
76,k,f,n,f,c,f,w,n,w,t,?,k,y,c,c,p,w,o,n,k,c,d,p
77,k,y,g,f,p,f,c,n,y,t,?,s,k,y,y,p,y,o,e,n,c,d,p
78,b,g,w,f,c,f,c,b,g,e,b,k,k,n,n,p,w,o,l,n,v,m,p
79,b,g,g,f,c,f,c,n,g,e,b,k,k,b,p,p,w,o,l,k,v,m,p
80,k,f,y,t,n,f,c,n,w,t,b,f,f,e,e,p,w,o,e,h,v,l,e
81,x,f,g,t,a,f,c,b,n,t,e,f,k,y,y,p,y,o,e,k,a,g,e
82,x,f,e,f,p,f,c,n,u,t,?,s,f,w,p,p,w,o,f,k,y,p,p
83,k,y,c,f,y,f,c,n,b,e,c,k,k,p,n,p,w,o,e,w,c,d,p
84,k,f,e,f,f,f,w,b,h,t,?,k,f,w,e,p,w,o,p,h,c,d,p
85,b,f,n,f,c,f,c,n,g,t,?,k,k,p,n,p,w,o,l,n,y,p,p
86,c,y,w,t,n,f,w,b,p,e,c,f,f,w,w,p,w,o,e,n,a,g,e
87,b,y,c,t,p,f,c,n,u,e,c,f,f,n,n,p,w,o,p,k,v,d,p
88,x,s,w,f,n,f,c,n,u,e,c,s,f,w,e,p,w,o,f,h,v,l,e
89,b,s,c,f,l,f,w,b,h,e,c,s,f,w,g,p,w,o,f,k,v,l,e
90,f,f,n,t,c,f,c,n,k,t,?,f,f,w,w,p,w,o,p,n,c,d,p
91,k,f,y,f,c,f,c,n,n,t,?,s,k,p,b,p,w,o,e,k,c,d,p
92,b,s,w,t,a,a,c,b,u,e,c,s,y,o,o,p,o,o,p,n,n,m,e
93,b,y,e,f,m,f,c,n,y,t,?,y,y,w,e,p,w,o,e,w,c,d,p
94,f,y,y,f,l,f,w,b,w,e,r,s,f,w,n,p,w,o,e,n,a,g,e
95,b,y,n,f,m,f,c,b,w,t,b,y,y,p,p,p,w,t,p,w,y,p,e
96,k,s,e,f,p,f,c,n,h,t,?,k,k,b,b,p,w,o,l,k,y,p,p
97,f,g,g,t,c,f,c,n,w,e,b,k,s,y,y,p,y,o,e,k,c,d,p
98,x,y,n,f,l,a,c,b,y,e,r,s,y,o,o,p,o,o,p,n,y,p,e
99,b,g,b,f,p,f,c,n,w,e,b,f,f,n,b,p,w,o,p,k,v,u,p
100,k,g,w,f,s,f,c,n,b,e,b,y,k,y,y,p,y,n,e,w,a,g,p
101,c,f,e,f,a,f,w,n,w,t,b,k,k,p,g,p,w,o,p,u,y,d,e
102,f,y,p,f,p,f,c,n,g,t,?,k,k,p,b,p,w,o,l,n,y,d,p
103,b,s,w,t,a,f,w,b,g,e,c,s,y,g,w,p,w,o,p,k,n,g,e
104,s,f,g,f,a,f,c,b,p,t,e,s,f,w,n,p,w,o,f,k,y,u,e
105,f,y,n,t,a,f,c,n,n,e,r,y,y,p,w,p,w,o,p,u,n,g,e
106,b,s,e,f,f,a,w,n,y,e,c,k,y,c,c,p,w,n,n,w,c,l,p
107,f,f,e,f,f,f,c,n,b,t,?,k,y,p,n,p,w,n,e,w,c,l,p
108,b,g,b,t,s,f,c,n,b,e,b,k,y,p,p,p,w,o,e,w,v,m,p
