,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,c,y,c,f,c,f,c,n,k,e,c,f,f,w,w,p,w,o,p,k,c,l,p
1,f,y,y,t,l,f,c,b,h,e,r,f,f,e,w,p,w,o,e,n,s,p,e
2,b,s,b,f,a,a,c,n,o,e,?,s,y,o,o,p,n,o,p,n,c,w,e
3,k,y,n,t,l,a,w,b,g,t,b,k,k,o,o,p,n,o,p,n,y,d,e
4,x,f,g,f,l,f,c,b,h,e,e,s,f,w,g,p,w,o,f,k,v,u,e
5,k,g,g,f,p,f,c,n,p,e,b,k,k,n,p,p,w,o,l,k,v,m,p
6,f,f,b,f,c,f,c,n,o,e,b,f,f,n,b,p,w,o,p,n,s,u,p
7,k,s,w,t,a,f,c,b,h,e,c,s,f,w,g,p,w,o,e,n,a,g,e
8,k,y,e,t,p,f,c,n,y,e,c,k,k,y,y,p,y,o,e,n,c,d,p
9,b,s,e,t,l,a,c,n,n,e,c,s,s,o,o,p,n,o,p,u,n,g,e
10,k,f,w,f,p,f,c,n,y,t,?,k,y,c,c,p,w,o,n,n,c,d,p
11,b,f,g,t,a,f,w,b,n,e,?,f,f,w,n,p,w,o,e,n,a,g,e
12,s,f,w,f,l,f,c,b,u,t,e,s,f,w,g,p,w,o,f,k,y,u,e
13,c,s,y,f,l,a,c,b,n,e,c,s,y,o,o,p,o,o,p,k,n,m,e
14,x,f,g,f,a,f,c,b,n,e,e,s,y,g,g,p,w,o,p,k,y,u,e
15,s,f,g,f,l,f,c,b,h,e,e,s,f,w,n,p,w,o,f,n,y,u,e
16,f,y,n,f,a,f,c,b,y,e,r,k,y,g,g,p,w,o,p,n,y,p,e
17,x,f,c,f,l,f,c,b,h,t,b,s,f,w,n,p,w,o,f,n,y,u,e
18,c,g,y,t,p,f,c,n,p,e,b,k,y,p,b,p,w,o,e,n,v,m,p
19,f,s,r,t,n,f,w,b,n,e,?,s,f,w,n,p,w,o,e,k,a,g,e
20,k,s,g,f,c,f,c,n,p,t,?,k,k,p,g,p,w,o,l,k,y,p,p
21,k,g,c,f,c,f,c,n,g,e,b,k,k,n,p,p,w,o,l,n,v,g,p
22,x,s,y,f,l,f,c,b,w,e,c,s,s,y,y,p,y,o,e,n,a,g,e
23,s,f,g,f,l,f,c,n,w,t,e,s,f,w,g,p,w,o,f,u,y,u,e
24,f,s,w,t,n,f,w,b,p,e,c,f,s,y,y,p,y,o,e,k,s,g,e
25,x,f,w,f,n,f,w,b,w,e,?,s,f,w,n,p,w,o,f,n,v,l,e
26,c,s,c,t,a,f,w,b,h,e,c,f,f,y,y,p,y,o,e,n,a,g,e
27,x,s,e,t,l,f,w,b,n,e,c,f,f,w,n,p,w,o,e,n,s,g,e
28,f,y,y,f,f,f,c,b,g,t,?,f,k,g,p,p,w,o,p,h,v,d,p
29,b,y,w,f,p,f,c,n,g,e,b,k,k,p,p,p,w,o,l,k,v,g,p
30,x,f,g,f,a,f,c,b,u,t,e,s,f,w,n,p,w,o,f,n,y,u,e
31,f,f,n,t,l,a,c,b,y,e,?,f,y,o,o,p,o,o,p,n,c,w,e
32,f,y,c,f,a,f,w,b,p,t,b,s,f,w,p,p,w,o,f,k,y,d,e
33,c,y,n,f,m,f,c,n,b,e,c,y,k,p,b,p,w,o,e,w,c,d,p
34,f,y,y,t,l,f,c,b,g,e,r,k,y,w,y,p,w,o,p,n,y,p,e
35,x,y,g,f,a,a,c,b,y,e,?,k,y,c,c,p,w,o,n,n,c,w,e
36,k,s,e,f,n,a,c,b,n,e,c,s,y,o,o,p,n,o,p,y,n,m,e
37,x,f,g,f,l,f,c,b,w,t,e,s,f,w,g,p,w,o,f,k,v,u,e
38,x,s,y,t,n,f,c,b,k,e,c,y,f,e,w,p,w,o,e,k,s,m,e
39,x,g,w,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,g,p
40,b,g,p,f,c,f,c,n,n,e,b,k,y,p,p,p,w,o,e,n,v,g,p
41,x,s,c,f,a,f,c,b,w,t,b,s,f,w,w,p,w,o,f,n,v,l,e
42,k,f,e,f,f,f,c,b,h,t,?,k,k,n,n,p,w,o,l,h,y,d,p
43,x,y,y,f,n,f,c,b,o,e,r,k,y,g,w,p,w,o,p,y,v,p,e
44,b,s,w,t,l,f,w,b,w,e,c,f,s,w,g,p,w,o,e,n,s,g,e
45,f,y,c,f,s,f,c,n,b,e,c,y,y,p,n,p,w,o,e,w,c,d,p
46,x,y,w,f,f,f,c,b,p,e,e,k,k,n,b,p,w,o,l,h,v,g,p
47,f,y,u,f,a,a,w,b,k,e,?,f,k,o,o,p,o,o,p,n,y,g,e
48,b,g,b,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,g,p
49,b,g,b,f,p,f,c,n,p,e,b,k,k,p,n,p,w,o,l,n,v,m,p
50,f,s,c,t,p,f,w,n,y,e,c,s,k,p,p,p,w,o,e,n,c,l,p
51,b,y,u,f,n,a,c,b,y,e,?,k,y,c,c,p,w,o,n,n,c,w,e
52,x,s,w,f,c,f,c,n,g,e,e,k,k,n,p,p,w,o,l,k,v,g,p
53,k,y,c,f,c,f,c,n,w,e,c,k,y,c,c,p,w,o,n,k,c,d,p
54,f,s,n,f,c,f,c,n,g,t,e,k,k,n,b,p,w,o,l,n,y,g,p
55,x,s,w,f,l,a,w,b,w,e,c,k,s,o,o,p,n,o,p,k,n,g,e
56,x,y,n,f,l,a,c,b,h,e,r,k,y,o,o,p,n,o,p,n,n,g,e
57,b,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,m,p
58,b,g,g,f,c,f,c,n,g,e,b,k,k,b,b,p,w,o,l,n,v,m,p
59,f,y,y,f,f,f,c,b,g,t,?,k,k,n,p,p,w,o,l,h,y,d,p
60,f,y,y,t,a,f,w,b,n,e,r,f,f,e,w,p,w,o,e,n,a,g,e
61,c,y,e,t,p,f,w,n,u,e,c,f,f,w,p,p,w,o,p,k,v,d,p
62,x,y,y,t,p,f,c,b,g,e,c,s,f,w,w,p,w,o,p,n,c,d,p
63,x,f,e,t,l,f,w,b,k,t,b,k,y,p,g,p,w,o,p,k,v,l,e
64,b,s,b,f,c,f,c,n,h,e,b,f,f,w,y,p,w,o,p,n,s,u,p
65,x,y,w,f,c,f,c,n,g,e,e,k,k,p,b,p,w,o,l,n,y,g,p
66,x,y,n,t,a,f,w,b,w,e,r,f,s,w,p,p,w,o,e,n,a,g,e
67,x,y,n,f,a,f,c,b,w,e,r,s,f,w,n,p,w,o,f,n,y,p,e
68,x,s,y,f,c,f,w,n,g,e,c,f,k,p,b,p,w,o,p,n,c,l,p
69,f,s,w,t,l,f,c,b,h,e,c,f,s,e,e,p,w,o,e,k,s,m,e
70,s,f,n,f,l,f,c,b,p,t,e,k,k,b,p,p,w,o,l,n,y,u,e
71,c,s,n,f,l,a,w,b,u,t,b,k,y,o,o,p,o,o,p,n,v,l,e
