,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,k,f,w,t,f,a,c,n,b,e,?,k,y,b,y,p,y,n,l,r,c,m,p
1,f,g,w,t,f,a,c,n,b,e,b,k,y,p,y,p,o,o,l,r,c,m,p
2,x,f,r,f,a,f,w,b,o,t,r,y,f,e,e,p,o,t,f,b,n,p,e
3,x,y,c,f,l,a,w,b,e,t,r,f,f,g,o,p,o,t,f,o,s,w,e
4,s,s,n,f,l,f,w,b,k,t,r,s,f,g,g,p,o,o,f,k,n,w,e
5,c,g,w,t,f,f,c,n,b,e,b,k,y,w,c,p,y,n,l,r,c,m,p
6,x,y,p,f,a,a,w,b,h,t,c,y,f,g,o,p,n,t,f,u,a,w,e
7,c,g,b,t,c,f,c,n,b,e,b,k,y,b,c,p,y,o,l,r,c,m,p
8,b,g,y,t,c,f,c,n,b,e,b,k,y,b,y,p,y,n,l,r,c,g,p
9,k,y,w,f,s,f,c,n,b,e,b,k,y,w,w,p,y,t,l,r,v,g,p
10,s,y,c,f,a,a,w,b,k,t,r,f,f,o,g,p,n,t,f,u,n,w,e
11,s,y,u,f,a,a,w,b,k,t,r,s,f,g,g,p,w,o,p,n,n,w,e
12,b,g,c,t,p,a,w,n,b,e,b,k,y,b,y,p,y,n,l,r,c,m,p
13,x,f,r,f,l,f,w,b,o,t,r,s,k,g,g,p,n,t,f,n,n,w,e
14,c,g,b,t,f,f,c,n,b,e,b,k,y,y,y,p,y,o,l,r,c,m,p
15,c,f,g,t,f,a,c,n,b,e,b,k,y,b,b,p,y,n,l,r,c,m,p
16,s,f,c,f,a,a,w,b,k,t,r,f,f,g,e,p,o,t,f,u,y,w,e
17,c,g,y,t,f,f,c,n,b,e,b,k,y,c,c,p,y,n,l,r,c,g,p
18,f,f,e,f,a,f,w,b,k,t,r,y,f,o,o,p,n,t,f,k,n,w,e
19,c,g,c,t,p,f,c,n,b,e,b,k,y,y,y,p,y,o,p,r,c,g,p
20,s,f,e,f,a,a,w,b,e,t,r,y,k,g,g,p,n,t,f,n,y,w,e
21,c,g,b,t,f,f,c,n,b,t,b,k,y,w,c,p,y,n,l,r,c,g,p
22,b,g,w,t,f,a,c,n,b,e,?,k,y,y,c,p,y,n,l,r,c,m,p
23,s,y,c,f,a,a,w,b,e,t,r,s,s,g,n,p,o,t,f,y,y,w,e
24,k,s,e,f,a,a,w,b,p,t,r,f,f,o,e,p,n,t,f,k,n,w,e
25,b,g,p,t,f,a,c,n,b,e,b,y,y,c,b,p,y,n,l,r,c,m,p
26,s,y,c,f,a,a,c,b,g,t,e,f,f,n,g,p,o,t,f,u,y,w,e
27,b,g,b,t,f,a,c,n,b,e,?,k,y,p,c,p,y,n,n,r,c,u,p
28,k,f,b,t,f,f,c,n,b,e,b,k,y,c,y,p,y,o,l,r,c,m,p
29,b,y,w,t,y,f,c,n,b,e,b,k,y,b,y,p,y,n,l,r,c,m,p
30,f,g,w,t,c,f,c,n,b,e,b,k,y,w,y,p,y,o,l,r,c,g,p
31,c,g,n,t,c,a,c,n,b,e,b,k,y,b,y,p,o,o,l,r,c,m,p
32,k,y,c,f,l,a,w,b,o,t,c,f,s,g,g,p,o,t,f,u,n,w,e
33,c,s,b,t,f,f,c,n,b,e,b,k,y,b,y,p,y,n,l,r,c,m,p
34,c,g,b,t,f,f,c,n,b,e,?,k,y,c,y,p,y,n,l,r,c,u,p
35,k,g,b,t,f,a,c,n,b,e,b,k,y,b,y,p,w,o,l,r,c,m,p
36,s,y,r,f,a,a,w,b,e,t,r,y,s,w,g,p,n,o,f,k,s,w,e
37,s,f,c,f,l,a,w,b,o,t,r,f,f,g,g,p,n,t,f,k,y,w,e
38,c,s,p,t,f,f,c,n,b,e,?,k,y,b,y,p,y,n,l,r,c,l,p
39,k,g,p,t,f,f,c,n,b,e,b,k,y,b,c,p,y,o,l,r,c,m,p
40,s,y,u,f,l,a,w,b,p,t,r,s,f,e,g,p,n,t,f,u,n,w,e
41,k,g,p,t,f,f,c,n,b,e,b,y,y,y,y,p,w,o,l,r,c,g,p
42,c,f,b,t,c,a,c,n,b,e,c,y,y,c,c,p,y,o,l,r,c,u,p
43,k,g,b,t,s,f,c,n,b,e,b,k,y,b,p,p,y,o,l,r,c,m,p
44,s,f,c,f,a,a,w,b,y,t,c,f,f,g,e,p,n,t,f,n,y,w,e
45,x,y,b,t,p,f,c,n,b,e,b,k,y,y,y,p,w,o,l,r,c,g,p
46,b,g,p,t,p,a,c,n,b,e,?,s,y,b,b,p,y,n,l,r,c,g,p
47,k,s,w,t,y,f,c,n,b,e,?,k,y,b,c,p,y,o,l,r,c,u,p
48,c,f,w,t,f,f,c,n,b,e,b,k,y,b,y,p,y,n,l,r,c,m,p
49,k,y,r,f,a,a,w,b,p,t,r,y,s,g,o,p,o,t,f,u,y,w,e
50,s,f,u,f,l,a,w,b,e,t,r,s,k,g,e,p,o,t,f,u,n,w,e
51,c,g,b,t,f,f,c,n,b,e,?,k,y,y,y,p,y,o,l,r,s,m,p
