,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,k,y,w,f,l,f,w,n,p,e,c,f,s,e,w,p,w,o,e,u,a,g,e
1,f,f,g,f,m,f,w,b,p,t,b,s,f,w,e,p,w,t,f,w,v,l,e
2,f,y,e,f,f,f,c,b,p,e,c,k,k,b,n,p,w,o,l,h,y,d,p
3,k,y,c,f,c,f,c,n,g,e,c,k,k,p,b,p,w,o,l,k,v,d,p
4,b,y,e,f,f,f,w,b,g,t,?,k,k,n,p,p,w,o,l,h,v,d,p
5,x,y,e,f,p,a,c,n,y,t,?,k,y,c,c,p,w,o,n,n,c,w,p
6,f,f,e,f,f,f,c,b,h,t,?,k,k,b,p,p,w,o,l,h,y,d,p
7,x,g,w,f,f,f,c,n,b,e,b,k,k,p,b,p,w,o,e,w,v,g,p
8,k,y,y,f,c,f,c,n,w,t,?,k,y,c,c,p,w,o,n,k,c,d,p
9,c,f,e,f,l,a,w,b,o,t,b,s,y,o,o,p,n,o,p,n,y,d,e
10,b,y,g,f,s,f,c,n,e,e,b,k,k,y,y,p,y,o,e,w,v,d,p
11,b,f,n,f,y,f,c,n,b,t,?,y,y,p,b,p,w,o,e,w,c,d,p
12,c,y,n,f,p,f,c,n,w,e,c,k,k,p,b,p,w,o,e,k,v,d,p
13,b,s,b,t,c,f,c,n,n,e,b,s,f,w,y,p,w,o,p,n,v,m,p
14,f,s,p,t,l,a,w,b,w,e,?,f,y,o,o,p,n,o,p,n,n,g,e
15,b,s,e,f,y,f,c,n,b,e,c,k,y,y,y,p,y,n,e,w,v,g,p
16,c,f,c,f,n,f,w,b,y,t,b,s,y,p,n,p,w,o,p,b,y,d,e
17,f,s,r,t,l,f,c,b,k,e,?,f,f,w,e,p,w,o,e,n,c,w,e
18,s,f,g,t,a,f,c,n,u,t,e,s,y,g,g,p,w,o,p,k,y,u,e
19,c,y,y,t,l,f,w,n,n,e,c,s,s,p,g,p,w,o,p,u,n,g,e
20,x,g,b,t,y,f,c,n,b,e,b,k,y,p,g,p,w,n,e,w,v,u,p
21,f,g,b,f,p,f,c,n,g,e,b,k,k,p,w,p,w,o,l,n,v,m,p
22,x,f,g,t,l,f,c,n,p,t,e,f,f,y,y,p,y,o,e,u,v,u,e
23,x,y,y,t,l,f,w,b,h,e,r,f,f,e,e,p,w,o,e,k,a,g,e
24,f,y,n,f,y,f,c,n,b,t,?,k,k,w,n,p,w,o,e,w,c,d,p
25,x,y,u,t,a,f,w,n,p,e,?,y,f,y,y,p,y,o,e,u,a,g,e
26,f,f,g,f,a,f,c,n,n,t,e,s,s,e,w,p,w,o,e,u,v,u,e
