,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,c,s,n,t,y,f,c,n,h,e,b,k,s,c,c,p,y,o,l,h,c,m,p
1,b,y,b,t,f,a,c,b,w,t,e,k,y,y,b,p,o,n,l,y,s,m,p
2,k,s,p,t,f,f,c,n,n,e,b,y,y,b,e,p,n,n,e,y,a,u,p
3,k,f,w,f,l,a,w,n,u,e,c,s,f,e,c,p,o,o,f,y,y,w,e
4,s,y,n,t,s,a,w,n,n,t,r,f,y,o,g,p,o,t,n,o,a,d,e
5,s,y,r,f,l,f,w,n,w,t,r,y,s,g,e,p,o,t,e,w,n,w,e
6,c,s,w,t,y,a,c,n,r,e,b,y,f,p,c,p,y,t,l,r,s,l,p
7,f,y,e,t,l,a,w,n,o,t,r,s,y,y,g,p,w,t,p,h,n,g,e
8,f,g,g,t,s,f,w,n,b,e,?,k,y,y,y,p,y,o,l,r,a,g,p
9,b,y,y,t,n,a,w,b,n,e,c,s,y,e,y,p,o,o,f,r,n,u,e
10,f,y,w,f,f,a,c,n,b,e,?,y,y,c,b,p,y,o,l,k,s,u,p
11,f,g,w,t,a,f,c,b,e,e,r,s,k,g,n,p,n,o,e,o,a,d,e
12,f,y,c,t,s,a,w,b,o,e,r,f,k,g,g,p,n,o,p,r,n,w,e
13,s,g,n,f,a,a,w,b,h,t,r,f,k,g,g,p,n,o,e,b,a,w,e
14,k,f,c,f,a,f,c,b,g,e,c,s,f,g,g,p,o,t,e,u,y,w,e
15,c,g,n,f,a,a,w,b,u,e,r,y,y,e,e,p,y,t,e,w,n,m,e
16,x,y,e,f,a,f,c,n,e,t,?,s,f,b,g,p,w,o,f,u,a,g,e
17,s,s,n,t,y,a,c,n,r,e,r,y,y,c,y,p,y,n,n,r,s,g,p
18,b,f,n,t,c,a,c,n,b,e,e,k,k,y,n,p,y,o,n,o,c,m,p
19,f,f,b,t,s,a,c,n,b,e,b,f,k,b,w,p,y,o,p,h,c,d,p
20,f,s,c,f,l,a,w,b,b,e,c,f,f,n,e,p,w,t,e,k,y,l,e
21,x,f,u,f,n,a,c,b,o,e,c,f,k,g,o,p,o,n,f,y,n,d,e
22,s,g,u,f,l,a,w,b,y,t,r,y,f,n,o,p,n,n,f,y,a,u,e
23,s,g,y,f,l,f,c,b,r,e,r,s,f,o,g,p,o,o,f,b,a,w,e
24,s,g,n,f,l,f,c,b,e,e,e,s,s,n,e,p,o,t,f,k,v,p,e
25,s,f,g,f,n,a,c,b,k,t,e,y,f,e,n,p,o,t,p,u,s,l,e
26,x,f,b,f,a,a,w,n,u,e,c,s,k,g,n,p,o,t,e,b,y,w,e
27,c,s,w,f,p,a,c,n,r,e,e,y,s,b,b,p,o,n,n,y,v,m,p
28,c,g,e,f,p,f,c,b,b,t,e,s,y,b,b,p,n,n,n,r,c,m,p
29,s,g,n,t,l,f,w,b,e,t,b,f,f,p,g,p,o,o,p,u,a,g,e
30,f,f,w,f,n,a,w,b,o,t,r,s,f,g,o,p,o,t,l,u,y,l,e
31,f,g,y,f,n,a,w,b,g,t,c,s,s,e,o,p,o,t,p,k,y,u,e
32,b,s,e,t,a,f,w,b,w,t,r,f,y,g,g,p,w,t,f,y,v,p,e
33,c,g,p,f,m,f,w,n,b,e,b,y,y,y,b,p,n,n,l,r,c,u,p
34,b,f,c,f,n,a,w,b,o,t,e,f,f,p,o,p,y,t,p,y,n,d,e
35,b,y,y,f,m,f,w,n,n,e,b,k,f,c,b,p,y,t,n,h,v,l,p
36,k,y,y,t,f,a,c,b,w,t,b,s,k,n,c,p,y,n,n,y,v,m,p
37,s,s,r,f,p,f,w,n,p,e,?,s,s,n,b,p,y,n,l,r,c,u,p
38,k,s,g,f,a,f,w,b,e,t,b,f,f,g,e,p,w,t,f,o,y,w,e
39,b,y,n,t,l,a,c,b,k,t,?,y,s,g,g,p,y,o,e,b,n,p,e
40,x,g,u,f,a,f,w,b,k,e,r,s,y,w,e,p,n,o,f,y,n,g,e
41,x,g,e,f,f,a,c,n,r,t,e,y,s,b,y,p,n,n,l,o,s,m,p
42,k,g,b,t,p,a,c,n,b,e,e,k,k,y,n,p,w,t,p,r,a,m,p
43,k,s,y,t,s,f,c,n,w,e,c,k,s,b,y,p,w,n,l,r,s,u,p
44,s,y,c,f,l,f,w,n,k,t,b,s,k,o,g,p,o,o,p,y,v,g,e
45,s,s,r,f,l,f,w,b,o,e,?,f,f,g,g,p,o,t,f,u,n,g,e
