,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,s,f,g,f,a,f,c,n,p,t,e,s,f,w,n,p,w,o,f,n,y,u,e
1,x,s,n,f,f,f,c,n,b,e,c,y,k,y,y,p,y,o,e,w,c,d,p
2,k,f,y,f,c,f,w,n,u,t,?,y,k,n,p,p,w,o,p,k,c,l,p
3,b,f,n,f,a,f,w,b,h,t,b,s,f,w,e,p,w,o,f,k,v,d,e
4,x,s,r,t,a,f,w,b,w,e,?,f,f,e,w,p,w,o,e,n,a,g,e
5,k,y,b,t,p,f,c,n,h,t,?,k,k,w,y,p,w,o,p,n,c,d,p
6,x,g,y,f,f,f,w,b,h,e,b,k,k,p,n,p,w,o,l,h,v,g,p
7,k,g,c,f,n,f,c,b,o,t,b,s,y,p,g,p,w,o,p,y,y,p,e
8,s,f,g,f,l,f,c,b,w,t,e,s,f,w,w,p,w,o,f,n,y,u,e
9,f,f,g,f,n,f,c,b,u,t,e,s,f,w,g,p,w,o,f,k,v,u,e
10,f,f,e,t,f,f,c,b,g,t,?,f,f,n,b,p,w,o,p,h,c,d,p
11,x,s,w,f,l,f,w,b,n,e,?,k,f,g,p,p,w,o,p,n,n,g,e
12,f,s,y,f,a,f,c,b,n,e,c,k,y,n,b,p,w,o,p,n,n,m,e
13,k,g,p,t,c,f,c,n,u,e,b,y,y,p,n,p,w,o,p,k,n,m,p
14,c,s,w,t,a,f,w,b,h,e,c,s,f,w,e,p,w,o,e,n,s,g,e
15,x,s,c,f,l,f,w,b,n,e,c,f,s,e,w,p,w,o,e,n,a,g,e
16,x,g,b,t,c,f,c,n,u,e,b,f,f,n,b,p,w,o,p,k,v,u,p
17,b,f,r,t,a,f,c,b,h,e,?,s,f,e,w,p,w,o,e,n,c,w,e
18,c,y,n,f,c,f,w,n,g,e,c,k,k,p,n,p,w,o,l,k,v,d,p
19,b,s,e,t,l,f,w,n,n,e,c,f,f,w,e,p,w,o,e,u,a,g,e
20,x,f,c,f,n,a,w,b,o,t,b,y,y,o,o,p,n,o,p,o,y,d,e
21,x,s,w,t,l,f,w,b,w,e,c,s,f,w,g,p,w,o,e,k,s,g,e
22,f,f,g,t,l,a,c,b,o,t,e,y,k,o,o,p,n,o,p,n,y,u,e
23,x,y,n,f,l,f,w,b,p,t,b,s,f,w,y,p,w,o,f,n,v,l,e
