,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,s,y,r,f,l,f,w,b,e,t,r,f,s,g,g,p,w,t,f,n,y,w,e
1,s,s,c,f,a,f,w,b,n,t,r,s,f,g,g,p,n,t,f,u,y,p,e
2,c,g,b,t,f,f,c,n,b,e,?,k,y,b,y,p,y,n,l,r,v,g,p
3,c,g,p,t,c,f,c,n,b,t,?,k,y,b,b,p,y,o,l,r,c,d,p
4,x,f,c,f,a,f,w,b,k,t,r,f,s,g,g,p,o,o,f,u,n,w,e
5,s,y,c,f,l,a,w,b,h,t,r,s,k,g,o,p,o,t,f,u,n,p,e
6,c,g,b,t,p,f,c,n,b,e,?,k,y,b,b,p,n,o,l,r,c,m,p
7,f,g,b,t,p,f,w,n,b,e,b,k,y,w,b,p,w,n,l,r,c,m,p
8,s,f,p,f,a,f,w,b,e,t,r,f,f,g,e,p,n,o,f,n,n,w,e
9,b,g,w,f,f,a,w,n,b,e,b,f,y,b,b,p,y,o,l,r,c,m,p
10,f,g,b,t,y,f,c,n,b,e,b,k,y,c,y,p,w,n,l,r,c,d,p
11,s,f,n,f,a,a,w,b,g,t,e,y,k,g,o,p,n,t,f,o,n,w,e
12,c,s,p,t,s,f,c,n,b,e,?,k,y,b,y,p,n,n,l,r,s,g,p
13,c,s,c,f,l,f,w,b,e,t,r,f,f,o,g,p,w,t,f,u,n,w,e
14,c,g,b,t,p,a,c,n,b,e,b,k,y,b,y,p,y,n,l,r,c,g,p
15,b,y,n,f,l,f,w,b,o,t,r,f,f,g,e,p,w,t,f,k,a,w,e
16,f,s,b,t,p,f,c,n,b,e,b,k,y,y,y,p,y,n,l,r,c,d,p
17,s,f,c,f,l,a,w,b,e,t,r,f,f,e,g,p,o,t,f,u,y,w,e
18,b,s,y,t,c,f,c,n,b,e,b,k,y,y,y,p,w,n,l,r,s,d,p
19,c,s,p,t,f,a,c,n,b,e,b,k,y,c,y,p,y,o,l,r,c,d,p
20,c,s,p,t,f,a,w,n,b,t,b,k,y,y,y,p,y,o,l,r,c,m,p
21,f,s,e,f,l,a,w,b,u,t,c,f,f,o,g,p,n,t,f,u,y,w,e
22,c,y,y,t,p,a,c,n,b,e,b,s,s,b,y,p,y,o,l,r,s,d,p
23,k,y,r,f,a,f,w,b,h,t,r,f,f,p,o,p,o,t,f,n,y,p,e
24,s,y,e,f,a,f,w,b,n,t,c,f,k,g,g,p,n,t,f,u,n,w,e
25,c,s,w,t,f,f,c,n,b,e,b,k,y,b,y,p,y,n,l,r,c,m,p
26,s,g,r,f,a,f,w,b,o,t,r,f,f,g,g,p,o,t,f,n,y,w,e
27,c,g,p,t,f,a,w,n,b,e,b,k,y,w,c,p,y,n,l,r,v,m,p
28,x,f,u,f,l,f,w,n,e,t,r,s,k,o,g,p,n,o,f,k,y,w,e
29,c,s,b,t,f,a,c,n,b,e,e,k,y,y,y,p,y,o,l,r,c,d,p
30,s,f,r,f,l,f,w,b,p,t,e,y,f,o,g,p,y,t,f,u,n,p,e
31,k,f,c,f,a,a,w,b,h,t,r,f,s,g,e,p,o,t,f,k,n,l,e
32,b,g,b,t,p,f,c,n,b,e,b,k,y,y,b,p,n,n,l,r,c,d,p
33,s,y,r,f,n,a,w,b,n,t,e,f,k,g,g,p,o,t,f,w,y,p,e
34,c,y,e,t,p,a,w,n,b,e,b,k,y,y,y,p,w,n,l,r,s,m,p
35,b,g,w,f,f,a,c,n,b,e,b,k,y,b,y,p,y,n,l,r,c,u,p
36,x,f,c,f,l,f,w,b,e,t,r,f,f,g,w,p,y,t,f,u,a,w,e
37,b,g,b,t,p,f,c,n,r,e,b,k,y,b,b,p,w,n,l,r,s,d,p
38,k,g,n,t,f,a,c,n,b,e,b,y,y,b,b,p,y,n,l,y,c,m,p
39,k,y,c,t,l,a,w,b,w,t,r,s,k,e,g,p,n,t,f,u,n,w,e
40,k,f,e,f,l,f,w,b,e,e,r,f,f,g,e,p,n,t,f,k,n,w,e
41,x,s,b,t,p,a,c,n,b,e,b,s,y,c,y,p,w,o,l,r,c,m,p
42,s,s,b,t,p,f,c,n,b,e,b,y,y,b,y,p,o,n,l,r,c,m,p
43,c,f,n,t,s,f,c,n,b,e,b,s,y,b,c,p,o,n,l,r,c,l,p
44,f,f,g,f,a,f,w,b,o,t,r,s,k,g,e,p,o,t,f,u,y,w,e
45,c,g,g,t,f,a,c,n,b,e,?,k,y,b,y,p,y,n,l,r,c,m,p
46,k,f,c,f,l,f,w,b,o,t,r,y,s,g,g,p,o,t,f,u,y,w,e
47,c,g,b,t,p,a,c,n,b,e,b,y,y,b,c,p,y,n,l,h,v,l,p
48,c,f,b,t,s,a,c,n,b,e,b,k,f,y,y,p,y,n,l,r,c,m,p
49,b,f,b,t,c,a,c,n,b,e,b,k,y,w,b,p,y,n,l,r,c,d,p
50,s,f,p,f,l,f,w,b,w,t,r,k,s,g,g,p,o,n,f,u,n,w,e
51,b,f,n,f,l,f,w,b,e,t,e,s,s,g,g,p,n,t,f,b,n,w,e
52,b,g,w,t,f,f,c,n,b,e,b,s,y,c,c,p,o,t,l,r,c,m,p
53,c,g,g,t,s,f,c,n,b,e,b,k,y,y,b,p,y,n,l,u,c,d,p
54,s,s,r,f,a,f,c,b,e,t,r,f,f,o,b,p,n,t,f,o,y,w,e
55,c,s,p,t,s,f,w,n,b,e,b,s,s,b,y,p,y,n,l,k,c,u,p
56,s,y,c,f,l,a,w,b,o,t,r,y,f,p,g,p,w,o,f,n,a,w,e
57,k,s,g,t,p,f,c,n,b,e,b,k,y,c,n,p,w,o,l,r,c,p,p
58,x,f,c,f,l,a,w,b,e,t,r,f,f,g,g,p,o,t,f,b,n,w,e
59,k,g,b,t,f,f,c,n,b,e,b,k,y,w,b,p,y,o,l,r,c,g,p
60,s,y,c,f,a,a,w,b,y,t,r,f,s,e,g,p,o,t,f,w,y,l,e
61,b,f,b,f,f,a,c,n,b,e,b,k,y,c,c,p,w,o,l,r,v,g,p
62,c,g,b,t,y,f,c,b,b,e,e,y,y,c,y,p,o,n,p,r,c,m,p
63,c,g,b,t,f,a,w,n,b,t,b,k,y,w,b,p,y,n,l,w,c,m,p
64,s,y,u,f,a,f,w,b,e,t,c,s,f,g,e,p,n,t,f,n,y,w,e
65,s,f,c,t,l,f,c,b,e,t,?,f,f,g,e,p,o,t,f,u,y,w,e
