,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,b,s,w,t,n,f,c,b,h,e,c,s,s,e,e,p,w,o,e,k,s,g,e
1,s,f,n,f,l,f,c,b,p,t,e,s,f,w,n,p,w,o,f,n,v,u,e
2,b,s,w,f,l,a,w,b,p,e,c,s,k,o,o,p,o,o,p,n,n,g,e
3,b,y,b,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g,p
4,c,s,e,f,a,f,c,b,y,e,c,s,s,w,e,p,w,o,p,n,n,m,e
5,b,y,b,f,p,f,c,n,p,e,b,k,k,p,b,p,w,o,l,k,v,m,p
6,k,y,e,f,f,a,w,b,w,e,c,k,y,c,c,p,w,o,n,h,c,l,p
7,c,s,c,t,l,a,c,b,n,t,b,s,s,o,o,p,n,o,p,n,y,p,e
8,f,y,n,f,c,f,c,n,g,t,?,k,k,n,b,p,w,o,l,k,y,d,p
9,c,g,p,f,c,f,w,n,u,e,b,s,f,w,p,p,w,o,f,n,v,g,p
10,f,s,y,f,f,f,c,b,h,t,?,k,k,b,n,p,w,o,l,h,v,d,p
11,f,y,e,f,y,f,c,n,y,t,?,k,y,c,c,p,w,o,n,w,c,l,p
12,f,g,y,t,c,f,c,n,k,e,b,y,y,p,p,p,w,o,e,n,v,m,p
13,x,f,e,f,f,f,c,n,h,t,?,f,f,w,p,p,w,o,p,h,c,w,p
14,k,y,e,f,c,f,c,b,p,t,?,k,k,b,n,p,w,o,l,n,y,d,p
15,x,y,n,t,l,f,c,b,h,e,r,s,s,p,g,p,w,o,p,n,n,g,e
16,b,g,b,f,f,f,c,n,y,e,b,y,k,y,y,p,y,o,e,w,v,m,p
17,c,f,b,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g,p
18,f,y,c,f,y,a,c,n,w,e,c,k,y,c,c,p,w,o,n,w,c,d,p
19,b,y,b,t,f,f,c,b,u,e,b,s,f,w,y,p,w,o,p,h,s,u,p
20,c,y,n,f,f,f,c,b,p,e,c,k,k,n,n,p,w,o,l,h,v,d,p
21,s,f,g,t,n,f,c,b,y,t,e,k,y,g,g,p,w,o,p,o,y,u,e
22,f,s,g,f,p,f,w,n,g,e,e,k,k,n,p,p,w,o,l,k,y,g,p
