,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,b,f,c,f,p,a,c,n,g,t,b,y,k,b,n,p,y,n,l,r,v,g,p
1,x,g,b,t,f,a,w,b,b,e,r,k,k,b,y,p,y,n,l,r,c,p,p
2,k,y,r,t,a,a,w,b,w,e,e,k,f,g,g,p,n,n,e,b,c,w,e
3,b,g,b,t,f,f,w,n,e,e,?,k,s,y,c,p,w,o,l,o,c,g,p
4,k,g,n,f,p,a,c,b,b,e,c,k,k,b,b,p,y,o,n,r,v,g,p
5,s,g,r,f,f,f,w,n,b,e,c,s,y,y,b,p,y,o,l,r,s,d,p
6,s,y,w,f,a,f,c,b,u,t,r,f,f,g,g,p,n,t,f,u,n,u,e
7,c,y,w,f,y,f,c,n,b,e,c,k,k,o,y,p,w,t,l,k,v,m,p
8,x,y,p,f,f,a,c,n,h,e,c,f,s,b,b,p,y,o,l,r,v,m,p
9,f,s,e,f,p,f,c,n,w,t,r,k,s,b,c,p,y,n,p,r,s,u,p
10,s,g,u,f,a,a,w,b,u,t,r,f,y,o,g,p,n,t,f,u,a,w,e
11,f,g,y,f,l,a,w,b,w,e,c,f,k,n,g,p,n,t,e,o,c,w,e
12,f,y,c,f,n,a,c,b,e,e,?,s,f,y,b,p,n,t,p,b,a,d,e
13,f,g,n,t,f,a,w,n,b,t,b,k,f,y,y,p,y,n,l,o,c,p,p
14,b,s,r,f,a,f,w,b,n,t,e,f,f,o,o,p,n,n,f,w,c,d,e
15,b,y,p,f,a,a,w,b,k,e,r,s,s,o,n,p,o,t,n,o,n,w,e
16,s,y,u,f,a,f,w,b,w,t,r,f,y,o,b,p,w,o,f,o,n,l,e
17,x,f,g,f,n,a,w,b,e,t,?,y,s,e,g,p,n,o,f,k,a,p,e
18,b,s,r,t,m,f,w,n,b,e,b,k,f,c,b,p,y,n,n,n,n,d,p
19,x,y,u,t,a,f,w,b,w,t,r,s,s,e,o,p,o,t,f,b,y,w,e
20,s,s,u,t,a,f,w,b,o,t,r,f,f,y,w,p,n,o,e,k,y,w,e
21,x,y,p,f,n,a,w,b,o,t,c,s,k,g,p,p,o,t,f,b,n,m,e
22,k,g,b,t,c,a,c,n,b,t,c,k,y,c,y,p,y,o,p,r,v,m,p
23,c,f,n,t,s,a,c,b,y,e,c,k,f,o,y,p,y,n,l,r,c,g,p
24,s,f,e,f,a,f,w,b,n,t,c,k,k,o,e,p,o,t,f,y,y,l,e
25,c,s,y,f,s,f,c,n,b,e,b,y,f,b,b,p,y,t,l,k,v,g,p
26,b,y,r,t,s,a,w,n,b,e,?,y,s,b,e,p,y,n,p,r,s,w,p
27,s,s,n,f,a,a,c,b,u,t,r,f,f,p,g,p,o,n,e,y,v,w,e
28,x,s,u,f,p,f,c,n,b,t,b,k,f,b,c,p,w,t,l,h,a,u,p
29,c,g,u,t,y,a,c,n,w,e,c,y,y,b,c,p,y,t,l,o,c,m,p
30,s,y,b,f,l,a,w,b,o,t,r,s,f,w,w,p,o,o,n,w,n,w,e
31,b,s,u,f,n,f,w,b,n,t,r,f,s,g,o,p,y,o,e,w,y,d,e
32,x,g,g,f,l,a,w,b,n,t,e,s,k,o,g,p,w,t,f,u,s,w,e
33,x,s,p,f,f,f,c,n,b,e,b,y,y,w,w,p,w,n,f,w,c,g,p
34,f,f,b,f,m,a,c,n,y,t,b,k,y,w,b,p,y,t,l,r,v,d,p
35,x,s,b,f,s,a,c,n,p,e,b,y,s,y,p,p,y,n,l,o,s,d,p
36,k,y,u,f,a,f,c,b,w,t,r,s,y,w,y,p,n,t,n,u,s,d,e
37,b,f,e,f,n,a,w,b,o,t,r,f,f,o,e,p,w,o,p,u,y,m,e
38,k,y,w,f,l,a,w,b,k,t,r,y,f,e,y,p,o,o,f,b,n,w,e
39,b,y,b,t,p,a,c,b,u,e,e,k,k,b,c,p,w,n,l,h,s,m,p
40,c,y,r,f,p,f,c,b,p,t,?,y,s,c,y,p,n,t,n,h,a,d,p
41,x,y,b,t,y,f,c,n,h,t,e,s,y,c,c,p,y,n,l,y,c,l,p
42,s,f,w,f,f,f,c,b,b,e,?,k,y,w,w,p,y,o,e,w,s,u,p
43,c,s,b,t,f,f,w,n,y,e,c,s,y,c,b,p,y,n,l,b,s,l,p
44,f,s,y,f,y,f,c,n,o,e,?,f,k,w,y,p,w,o,l,r,v,m,p
45,x,y,r,f,a,a,c,b,e,t,c,s,f,y,g,p,o,t,f,u,a,g,e
46,k,y,n,f,y,f,c,n,n,e,?,s,y,p,b,p,y,n,e,h,s,g,p
47,s,f,y,t,a,f,c,b,y,e,r,s,f,g,o,p,n,o,n,u,n,d,e
48,c,y,u,f,n,a,w,b,h,e,e,s,k,p,g,p,y,t,n,o,n,l,e
