,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,b,s,w,f,f,f,c,n,b,e,b,y,y,b,e,p,y,n,e,o,y,g,p
1,c,y,c,f,a,a,w,b,p,t,?,k,f,e,y,p,n,t,f,w,n,w,e
2,x,s,c,t,a,f,c,b,g,t,r,s,y,c,g,p,n,t,p,o,n,g,e
3,f,y,b,t,s,f,c,n,r,e,?,k,y,b,p,p,w,n,n,k,s,m,p
4,c,g,b,t,s,a,c,b,b,e,b,y,k,p,c,p,w,n,e,h,s,l,p
5,c,y,u,t,s,f,c,n,b,t,b,f,y,b,o,p,w,n,n,o,s,p,p
6,f,g,w,t,y,a,c,n,b,t,e,s,k,b,b,p,y,o,l,r,v,g,p
7,f,g,b,f,s,f,c,n,h,t,e,f,s,e,p,p,y,t,n,h,a,m,p
8,s,y,r,f,n,a,w,b,g,e,r,f,k,w,o,p,w,t,f,u,n,w,e
9,c,f,b,f,l,f,w,b,u,t,r,y,s,g,g,p,o,t,e,n,a,w,e
10,f,f,r,f,a,a,w,b,o,e,e,y,f,n,o,p,n,t,f,k,y,d,e
11,b,g,p,t,p,f,c,n,u,e,?,f,s,w,b,p,o,t,n,r,y,g,p
12,c,s,p,f,s,f,c,n,b,t,?,k,y,w,p,p,o,n,l,b,v,u,p
13,s,f,p,f,l,a,c,b,e,e,r,f,k,g,o,p,o,t,e,o,a,w,e
14,c,f,n,f,m,f,w,n,b,t,b,k,f,n,b,p,y,n,l,o,s,m,p
15,k,s,p,t,l,a,c,b,u,e,?,f,f,o,e,p,o,n,e,n,y,w,e
16,f,s,u,f,n,a,w,b,k,t,r,s,k,e,n,p,o,t,e,k,y,l,e
17,b,g,b,f,c,f,w,n,h,e,?,y,s,y,c,p,y,n,p,r,c,m,p
18,c,s,u,t,f,f,c,n,n,e,b,k,y,n,y,p,o,t,e,n,n,w,p
19,f,g,u,t,y,a,c,n,r,t,e,k,f,b,b,p,w,o,p,k,a,g,p
20,x,f,g,t,a,a,w,n,o,t,r,y,f,y,g,p,y,t,p,w,n,m,e
21,b,y,y,f,s,f,c,n,b,e,b,k,y,b,b,p,y,n,l,r,a,g,p
22,k,s,b,f,l,a,w,b,y,t,r,y,f,g,g,p,n,o,f,n,n,d,e
23,s,s,n,f,l,f,w,b,u,e,e,s,f,o,g,p,w,t,f,w,y,p,e
24,x,g,g,t,s,f,w,n,b,e,e,y,y,c,n,p,y,n,l,k,a,u,p
25,b,g,y,t,p,f,c,b,r,t,b,s,s,c,c,p,w,n,l,h,s,g,p
26,x,s,b,f,y,a,c,n,w,e,b,f,y,b,b,p,y,n,n,w,a,u,p
27,f,y,b,f,c,f,c,n,b,e,b,k,y,b,c,p,y,n,l,w,v,g,p
28,k,y,y,f,l,a,w,b,o,t,r,k,f,g,o,p,o,t,f,w,y,d,e
29,c,g,b,f,s,f,c,n,b,e,b,k,y,e,b,p,w,t,l,r,v,g,p
30,c,s,c,f,s,a,c,n,b,e,?,y,k,b,w,p,w,n,l,n,y,m,p
31,s,y,g,f,n,f,w,b,p,e,c,y,s,o,o,p,y,t,e,o,n,m,e
32,k,g,n,t,f,f,w,b,p,e,c,s,y,c,c,p,o,o,l,r,v,g,p
33,x,f,w,t,c,a,c,b,g,t,?,f,f,g,p,p,n,t,l,b,c,d,e
34,c,s,y,t,p,a,c,n,b,e,e,k,y,b,b,p,w,n,p,n,c,g,p
35,f,g,w,t,n,a,w,b,o,t,r,s,f,g,o,p,o,t,f,u,a,g,e
36,s,y,u,f,l,a,c,b,r,e,e,k,f,p,n,p,n,t,f,y,y,p,e
37,c,g,b,t,s,f,c,b,y,e,b,y,y,n,w,p,y,o,n,r,c,m,p
38,c,g,y,t,p,a,w,n,g,e,b,y,y,b,b,p,y,o,n,r,y,u,p
39,b,s,b,f,f,a,c,b,b,e,c,k,k,n,y,p,w,n,l,r,c,u,p
40,c,g,b,t,f,a,w,b,b,e,b,f,k,b,b,p,o,n,l,r,y,m,p
41,k,f,p,f,l,f,w,n,k,e,c,f,f,e,o,p,n,o,n,b,y,l,e
42,b,g,r,t,s,a,w,n,b,e,b,s,y,c,b,p,o,o,p,r,a,g,p
43,c,s,y,t,l,f,w,b,k,t,c,k,f,g,p,p,n,n,p,n,y,d,e
44,x,y,r,f,a,a,w,n,e,t,e,f,s,p,c,p,y,o,e,u,a,m,e
45,s,y,n,f,l,f,c,b,o,e,?,y,f,c,g,p,o,o,f,n,a,u,e
46,b,s,w,f,a,f,w,b,e,t,r,y,f,c,g,p,o,o,f,u,y,p,e
47,x,y,r,t,l,a,c,b,e,e,r,y,y,o,g,p,o,t,f,b,n,d,e
48,f,f,b,t,l,a,w,b,e,e,r,s,f,g,w,p,o,n,f,w,n,d,e
49,k,s,b,t,s,a,c,b,b,e,?,s,s,n,b,p,n,t,l,r,s,p,p
50,c,f,n,f,a,f,c,b,e,e,e,y,f,p,g,p,o,o,e,o,n,m,e
51,f,y,r,t,l,a,w,b,u,e,b,y,f,e,g,p,o,t,n,o,v,p,e
52,k,y,w,f,y,f,w,b,b,t,b,y,y,c,e,p,o,n,f,h,c,u,p
53,f,g,y,t,c,f,c,n,b,e,b,f,s,c,c,p,y,n,l,o,a,u,p
54,k,g,u,t,a,f,w,b,u,t,c,f,s,g,o,p,o,n,f,o,a,w,e
55,b,s,w,t,m,a,c,n,o,e,?,f,y,c,e,p,w,t,p,n,s,m,p
56,f,s,y,f,y,f,w,n,b,t,b,y,s,n,c,p,w,o,l,b,s,m,p
57,x,f,c,f,l,f,w,b,u,t,e,f,f,g,p,p,w,t,e,y,n,p,e
58,b,y,w,f,c,f,c,b,w,e,b,y,k,n,c,p,y,o,l,w,c,p,p
59,x,s,p,f,f,f,c,n,r,e,e,y,k,y,y,p,y,o,n,n,s,u,p
60,f,y,u,t,n,f,w,b,r,t,?,k,f,y,w,p,n,t,n,u,a,w,e
61,k,s,e,f,n,f,c,b,k,t,r,k,f,n,o,p,o,t,p,b,a,p,e
62,b,f,e,f,l,f,c,b,p,t,c,k,f,g,o,p,y,t,p,y,a,l,e
63,x,f,u,f,l,f,w,b,o,t,?,f,s,w,o,p,o,t,e,u,a,p,e
64,x,g,b,f,c,a,c,b,e,e,b,s,f,b,b,p,w,n,e,k,v,p,p
65,k,s,y,f,f,a,c,n,h,e,b,y,y,c,n,p,w,t,e,u,c,w,p
66,f,s,c,f,n,a,w,b,u,t,r,f,f,e,g,p,y,t,e,o,v,w,e
67,f,g,r,t,a,a,w,b,u,t,e,f,s,o,o,p,n,o,f,k,n,w,e
68,x,f,r,f,a,a,w,b,e,e,b,s,s,p,e,p,n,o,e,o,y,g,e
69,b,g,y,f,n,f,w,b,o,t,r,f,y,o,g,p,n,n,f,k,y,l,e
70,k,y,c,f,l,a,w,b,g,t,?,y,s,g,o,p,n,t,e,k,n,l,e
71,c,f,g,f,l,f,w,n,e,t,r,k,k,e,e,p,n,o,n,h,y,d,e
72,s,y,e,f,l,a,w,b,k,t,r,s,f,n,g,p,n,t,f,u,n,w,e
73,c,f,n,f,a,f,w,n,u,e,?,f,f,n,o,p,n,o,n,u,s,g,e
74,s,g,e,f,l,f,c,b,o,t,c,f,f,e,e,p,n,t,f,u,y,d,e
75,k,g,e,t,l,f,w,b,n,t,r,f,f,g,y,p,n,o,l,w,c,w,e
76,s,y,w,t,a,a,c,b,p,t,?,y,s,o,g,p,n,t,f,u,n,p,e
77,f,g,b,t,c,f,c,n,b,t,b,k,y,y,y,p,o,n,e,r,c,m,p
78,x,y,y,t,y,f,c,n,b,t,b,y,k,b,w,p,n,n,n,u,v,l,p
79,b,y,u,f,l,f,c,n,w,t,r,f,f,e,e,p,n,t,f,w,n,l,e
80,c,s,p,t,f,a,c,n,b,t,b,s,s,e,w,p,w,n,n,w,v,g,p
81,k,y,y,f,y,f,w,n,w,t,b,f,s,w,c,p,n,t,l,k,s,g,p
82,s,f,c,f,n,a,w,n,e,t,r,k,f,o,o,p,o,t,l,u,a,g,e
83,s,f,c,f,n,a,w,n,o,t,r,f,f,o,w,p,o,t,n,u,a,l,e
84,c,y,g,t,c,a,c,n,u,t,b,y,k,n,c,p,y,t,l,r,s,p,p
85,s,s,w,f,l,f,w,b,e,t,c,k,f,o,c,p,n,t,e,u,a,g,e
86,c,g,n,f,p,f,c,b,h,e,c,f,y,y,w,p,y,o,l,y,y,d,p
87,c,y,c,t,y,a,w,n,e,t,r,s,y,y,b,p,w,t,l,o,y,d,p
88,s,g,n,f,n,f,w,n,n,t,?,f,k,g,g,p,o,t,f,y,y,w,e
89,x,f,u,t,a,a,w,b,o,e,r,s,s,e,c,p,n,o,e,b,a,l,e
90,x,g,p,t,c,f,c,n,k,e,b,s,s,y,n,p,o,n,l,w,s,g,p
91,s,g,g,f,s,f,w,b,b,e,c,y,f,y,w,p,w,n,l,r,v,l,p
92,x,f,w,f,f,f,w,n,h,t,c,k,y,b,g,p,y,n,l,w,s,m,p
93,x,s,r,t,a,a,c,b,h,t,?,k,f,g,y,p,o,o,f,k,a,m,e
94,s,y,y,f,y,a,c,b,r,t,e,s,s,o,b,p,w,t,f,n,n,w,e
95,s,s,r,t,a,a,w,b,p,t,c,f,f,g,o,p,n,o,e,n,n,w,e
96,x,y,g,t,l,f,c,b,p,t,?,s,s,g,g,p,w,t,p,w,n,d,e
97,k,f,w,f,y,f,c,b,b,t,c,y,k,n,y,p,o,o,l,h,a,l,p
98,c,g,b,f,s,f,c,n,b,t,?,f,k,y,c,p,o,o,e,o,c,d,p
99,f,y,y,f,f,f,w,n,b,e,b,k,s,b,c,p,n,n,l,r,s,d,p
100,s,f,e,t,y,a,c,n,b,t,e,y,k,g,b,p,y,o,p,h,y,d,p
101,k,y,e,t,l,f,w,b,y,e,r,y,f,g,w,p,w,t,f,y,v,g,e
102,k,g,w,t,f,f,w,n,y,e,e,s,y,b,c,p,y,n,n,r,y,w,p
103,k,s,n,f,l,a,c,b,k,t,r,s,s,p,o,p,w,o,f,n,n,g,e
104,s,g,e,t,p,a,c,n,o,t,b,f,s,e,o,p,y,n,n,k,y,d,p
105,x,f,r,t,l,f,c,b,e,t,r,y,f,g,g,p,o,n,p,y,n,g,e
106,c,s,g,f,c,f,w,b,k,e,?,y,y,b,c,p,w,n,l,k,c,p,p
107,f,s,w,f,l,f,w,b,y,e,r,f,k,o,e,p,n,t,e,h,a,p,e
108,k,f,p,t,c,f,c,n,b,e,e,y,k,c,c,p,y,n,e,r,a,u,p
109,x,g,r,t,a,f,w,n,o,e,r,y,y,g,g,p,n,t,p,w,n,w,e
110,k,f,r,f,a,f,w,b,h,t,r,s,k,g,e,p,o,o,f,k,a,w,e
111,s,s,n,t,l,f,w,b,w,t,?,f,k,g,o,p,o,o,f,w,a,p,e
112,x,s,g,t,a,f,w,n,r,t,r,s,f,o,p,p,n,o,f,b,n,p,e
113,f,s,p,t,f,a,c,n,b,t,e,k,f,n,o,p,o,n,l,w,s,m,p
114,b,y,y,t,f,a,c,b,k,e,b,f,k,c,b,p,y,n,l,r,v,m,p
115,b,s,e,f,s,a,w,n,g,e,r,f,f,b,b,p,y,o,n,u,c,m,p
116,x,g,p,f,l,f,w,b,g,e,c,s,f,o,e,p,o,t,f,b,a,l,e
117,b,s,r,f,l,f,w,b,o,t,r,y,s,e,g,p,o,t,f,k,a,u,e
118,b,g,w,t,c,f,w,n,b,t,b,y,k,p,c,p,w,n,l,r,s,l,p
119,s,y,e,f,a,f,w,b,w,e,e,y,y,p,o,p,n,o,p,n,n,m,e
120,b,g,c,f,l,f,w,b,o,e,e,s,y,e,o,p,w,o,p,o,v,l,e
121,x,f,r,f,l,f,c,b,p,t,r,f,y,e,n,p,o,o,f,k,n,w,e
122,b,f,c,t,a,f,w,n,n,e,c,s,s,n,g,p,n,o,e,b,a,w,e
123,b,g,p,t,m,f,c,n,e,t,r,y,k,b,b,p,w,n,e,h,v,w,p
124,f,y,y,t,l,a,w,b,u,t,?,y,f,o,o,p,n,o,p,b,a,m,e
125,s,f,n,f,a,a,w,b,k,t,r,y,f,g,e,p,o,o,p,u,n,d,e
126,k,s,b,f,f,a,c,n,b,e,b,k,y,p,y,p,o,o,l,h,v,m,p
127,x,f,e,t,s,f,c,n,o,e,?,k,y,b,n,p,y,o,l,w,y,d,p
128,s,s,p,f,l,f,w,n,k,t,r,k,f,e,e,p,w,o,p,y,n,d,e
129,c,y,w,f,f,f,w,n,b,t,b,y,y,b,n,p,w,n,l,h,v,l,p
130,b,g,n,t,s,f,w,n,w,e,e,k,y,b,c,p,o,o,n,w,v,m,p
131,b,s,n,f,l,a,w,b,e,t,e,f,k,c,b,p,n,t,e,n,n,l,e
132,s,f,u,t,a,a,c,b,o,e,e,s,s,e,e,p,o,t,f,u,a,w,e
133,s,y,c,t,a,f,w,b,h,t,c,y,s,g,g,p,y,t,p,k,n,u,e
134,x,y,p,f,s,f,w,n,o,e,e,k,f,b,y,p,w,n,l,h,v,g,p
135,s,y,g,t,s,f,c,n,b,e,b,k,f,p,b,p,y,t,l,h,y,m,p
136,b,g,u,t,c,f,c,n,h,e,c,f,y,w,y,p,w,n,n,r,s,m,p
137,k,s,r,t,p,a,c,b,p,e,b,k,f,c,w,p,n,n,p,h,v,m,p
138,f,g,c,f,a,f,w,n,u,e,r,f,y,o,b,p,o,t,l,u,n,g,e
139,f,f,c,f,f,a,w,n,b,t,e,y,f,b,y,p,o,o,l,r,c,g,p
140,k,g,b,t,c,f,c,n,b,e,b,y,y,p,p,p,w,n,l,w,v,u,p
141,x,f,r,f,l,f,w,b,e,t,c,s,k,e,p,p,n,o,p,u,n,w,e
142,c,y,b,t,f,f,c,n,b,t,?,s,k,b,y,p,y,t,l,n,c,m,p
143,k,f,r,f,p,f,w,n,n,e,e,s,y,y,o,p,w,n,l,h,s,g,p
144,s,g,w,f,p,f,w,n,b,e,e,k,y,e,b,p,y,n,l,r,c,l,p
145,f,g,c,t,n,f,w,b,o,t,e,f,f,e,e,p,n,o,e,o,n,p,e
146,f,f,w,f,a,f,c,b,o,t,r,s,y,g,o,p,o,o,n,u,y,d,e
147,x,s,c,f,p,f,c,b,y,t,r,y,f,w,y,p,n,n,e,r,c,g,p
148,b,g,b,t,f,f,c,n,b,e,b,y,s,c,w,p,w,t,n,r,a,m,p
149,k,f,u,f,s,f,c,n,b,e,b,y,k,b,w,p,n,n,l,b,c,m,p
150,f,g,y,t,s,a,w,n,y,e,?,s,y,y,w,p,o,t,p,b,c,u,p
151,b,g,w,t,f,f,c,b,h,e,b,f,f,b,y,p,w,n,n,w,n,l,p
152,c,y,e,f,n,f,c,n,k,e,?,k,k,b,e,p,y,t,p,b,c,l,p
153,k,y,y,f,l,f,c,n,u,e,b,f,k,g,n,p,o,o,e,y,v,g,e
154,k,y,n,t,f,a,w,b,e,e,e,y,k,y,e,p,n,n,l,w,v,l,p
155,f,y,r,f,l,a,w,b,h,t,?,s,s,o,e,p,y,o,e,o,v,p,e
156,s,y,c,f,a,f,c,b,u,t,r,s,s,n,g,p,o,n,f,b,n,w,e
157,f,g,p,f,s,a,c,n,b,e,b,k,y,b,p,p,y,n,n,y,v,d,p
158,k,g,n,f,n,f,w,b,o,t,c,s,f,e,y,p,n,n,n,k,n,m,e
159,s,f,r,f,a,f,w,b,p,t,c,s,k,w,o,p,n,t,e,u,y,l,e
160,c,s,w,f,l,a,w,b,e,t,r,f,f,c,o,p,n,t,f,b,a,d,e
161,b,s,b,t,p,a,c,n,k,e,?,k,y,b,b,p,y,n,n,b,v,m,p
162,x,y,g,f,a,a,w,b,y,e,b,y,s,o,o,p,w,t,e,w,y,d,e
163,k,g,w,t,y,a,w,n,b,e,?,y,s,b,y,p,o,o,l,h,s,d,p
164,s,f,e,t,p,a,w,b,h,t,e,s,f,o,n,p,o,t,f,y,y,w,e
165,x,f,u,f,l,a,w,b,u,t,r,y,s,o,e,p,o,t,p,n,s,l,e
166,x,g,b,t,m,a,c,n,b,t,c,y,k,y,b,p,y,n,n,y,c,m,p
167,c,s,b,t,m,f,c,n,u,t,e,f,k,b,c,p,y,n,n,w,s,l,p
168,s,s,n,f,m,f,w,b,r,e,b,y,f,w,g,p,n,t,p,u,n,l,e
169,c,g,n,t,p,f,w,n,g,e,e,y,s,w,y,p,o,n,n,r,c,d,p
170,b,f,e,f,l,a,w,b,o,e,c,s,f,w,g,p,o,o,p,u,c,p,e
171,c,g,n,t,f,f,c,n,u,e,b,y,s,n,b,p,y,n,n,u,n,u,p
172,s,f,p,t,y,a,c,n,u,e,b,f,y,c,n,p,y,t,l,h,c,l,p
173,s,g,r,f,l,f,w,b,e,t,e,s,s,o,p,p,o,t,p,b,n,w,e
174,x,s,r,t,f,a,c,n,b,e,b,s,y,w,c,p,y,n,p,n,a,l,p
175,c,g,c,f,f,a,c,n,o,e,e,k,k,c,e,p,w,n,l,r,n,l,p
176,c,g,n,t,s,f,c,n,b,e,b,f,k,w,c,p,o,n,n,r,c,g,p
177,b,f,e,f,n,f,w,b,k,t,r,y,s,c,n,p,n,o,f,h,v,l,e
178,s,y,e,f,n,a,w,b,o,t,b,y,f,w,o,p,n,n,f,b,a,p,e
179,s,g,n,f,l,f,w,n,h,e,c,s,y,e,w,p,o,o,e,o,n,w,e
180,f,s,c,t,l,f,w,b,u,e,r,y,k,e,o,p,o,t,e,u,n,w,e
181,b,g,p,t,c,a,c,n,b,e,b,f,y,b,o,p,y,n,f,o,v,g,p
182,c,f,n,f,y,a,c,n,b,e,c,k,s,y,y,p,y,t,l,r,n,w,p
183,c,g,y,f,c,f,c,n,n,e,b,k,k,c,e,p,n,t,n,r,s,g,p
184,f,s,r,t,y,a,w,n,y,e,b,s,y,y,b,p,y,n,l,h,v,l,p
185,c,y,b,t,s,a,c,n,b,e,b,f,y,y,c,p,y,n,e,h,y,u,p
186,b,f,r,f,a,a,c,b,o,e,r,s,f,p,e,p,o,n,e,k,a,w,e
187,s,g,y,f,l,f,c,b,o,t,c,f,y,e,o,p,w,o,e,o,n,w,e
188,b,g,n,t,m,a,w,n,p,e,b,y,s,b,n,p,y,n,l,r,v,m,p
189,c,s,p,f,f,a,c,n,b,e,b,y,s,c,w,p,w,n,n,r,v,d,p
190,s,g,y,t,l,f,w,n,n,t,r,y,y,g,o,p,n,t,f,y,n,g,e
191,f,s,p,t,y,a,c,n,b,e,e,s,k,b,b,p,y,n,n,r,s,p,p
192,f,y,r,f,l,f,w,b,u,t,r,f,k,y,p,p,y,o,f,o,n,p,e
193,b,g,c,f,n,f,w,b,p,t,b,k,f,o,w,p,n,o,f,w,y,p,e
194,b,g,y,t,s,f,w,n,r,e,r,y,k,b,c,p,w,n,e,k,s,p,p
195,b,g,c,t,f,a,w,b,b,e,b,s,y,n,w,p,w,n,n,u,c,d,p
196,k,s,n,t,l,a,c,n,y,t,?,k,k,y,b,p,n,o,p,u,s,l,p
