,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,x,g,w,f,p,f,c,n,u,e,b,s,f,w,n,p,w,o,f,k,y,u,p
1,b,y,e,f,s,f,w,n,b,e,c,s,k,p,n,p,w,o,e,w,c,l,p
2,k,s,c,f,m,f,c,n,b,e,b,y,k,y,y,p,y,o,e,w,a,g,p
3,b,s,g,t,a,f,c,b,n,e,?,k,y,p,g,p,w,o,p,k,c,w,e
4,x,y,y,t,n,f,c,b,o,e,r,y,k,g,g,p,w,o,p,n,v,p,e
5,k,s,e,f,f,f,w,n,e,e,c,k,k,p,w,p,w,n,e,w,v,d,p
6,k,f,n,t,m,f,c,b,e,t,?,y,k,p,p,p,w,n,e,w,c,w,p
7,c,s,e,f,l,f,w,n,u,t,b,y,k,p,w,p,w,o,p,k,y,d,e
8,f,s,y,f,m,f,c,b,p,e,b,k,k,n,p,p,w,o,l,w,v,m,p
9,f,g,w,f,p,a,w,n,w,e,b,k,y,c,c,p,w,o,n,n,c,l,p
10,b,s,b,f,s,f,w,b,y,e,?,f,s,e,e,p,w,n,e,w,a,g,e
11,x,y,e,f,f,f,c,b,g,t,?,f,f,n,b,p,w,o,p,h,c,l,p
12,x,s,w,f,c,f,c,b,g,t,e,k,k,b,p,p,w,o,l,n,v,g,p
13,c,y,e,f,a,f,w,b,h,t,b,s,f,w,n,p,w,o,f,k,v,l,e
14,k,s,p,t,n,f,w,b,n,e,?,s,f,w,w,p,w,o,e,y,v,l,e
15,b,g,b,f,c,f,c,n,u,t,b,s,f,w,e,p,w,o,p,n,v,m,p
16,x,s,n,t,a,f,w,b,h,e,c,y,y,p,p,p,w,o,p,n,y,d,e
17,b,s,b,t,y,f,c,n,b,e,b,y,f,p,w,p,w,n,e,w,v,m,p
18,k,f,e,t,p,f,c,n,u,t,?,k,f,p,b,p,w,o,p,k,c,w,p
19,k,f,p,f,s,f,c,n,e,t,?,k,k,p,w,p,w,n,e,w,c,w,p
20,c,g,b,f,f,f,w,n,g,e,b,k,k,b,b,p,w,o,l,w,v,g,p
21,x,y,y,f,l,f,c,b,y,e,r,f,k,p,g,p,w,o,p,n,y,p,e
22,x,y,y,f,a,f,c,b,y,e,c,f,f,e,e,p,w,o,e,n,s,m,e
23,f,y,w,t,a,f,c,b,k,e,c,f,s,y,y,p,y,o,e,k,s,m,e
24,b,s,e,f,a,f,c,n,g,e,c,k,s,n,p,p,w,o,p,n,n,m,e
25,x,f,c,f,a,f,w,b,p,t,b,s,f,w,g,p,w,o,f,k,y,d,e
26,f,y,y,t,m,f,w,b,w,e,r,f,s,w,w,p,w,t,e,w,s,g,e
27,b,g,b,f,s,f,c,n,b,e,b,f,y,p,n,p,w,o,e,w,a,g,p
28,k,y,e,f,n,f,w,b,y,t,b,s,s,y,y,p,y,o,e,o,c,d,e
29,b,y,n,t,m,f,w,n,y,e,c,k,k,y,y,p,y,o,e,w,c,d,p
30,b,s,y,f,f,f,c,n,y,t,?,k,s,p,b,p,w,n,e,w,c,d,p
31,f,s,w,t,a,a,c,n,p,e,c,y,y,o,o,p,o,o,p,u,n,m,e
32,c,g,b,f,y,f,c,b,b,e,b,y,f,y,y,p,y,o,e,w,v,m,p
33,f,f,g,f,l,f,c,b,u,t,e,s,f,w,y,p,w,o,f,k,v,u,e
34,f,y,n,f,c,f,c,n,g,e,c,k,k,p,g,p,w,o,l,k,v,d,p
35,x,s,p,f,m,f,c,b,e,e,b,f,f,p,p,p,w,t,e,w,a,g,p
36,f,y,n,f,f,f,c,n,b,e,c,k,k,y,y,p,y,n,e,w,v,d,p
37,s,f,n,f,a,f,c,b,u,e,e,s,f,w,e,p,w,o,f,k,y,u,e
38,f,s,y,f,n,f,c,b,n,e,c,s,f,y,y,p,y,o,e,b,a,g,e
39,f,s,w,t,n,f,w,b,n,e,?,k,k,p,g,p,w,o,e,b,s,g,e
40,c,f,w,f,c,f,c,n,g,e,b,k,k,p,w,p,w,o,l,n,v,g,p
41,f,y,y,f,n,a,c,b,o,e,r,k,k,o,o,p,n,o,p,y,y,p,e
42,b,f,p,f,y,f,c,n,b,t,b,k,k,e,e,p,w,t,e,w,a,g,p
43,x,f,g,f,l,f,c,b,w,t,e,s,f,w,p,p,w,o,f,k,y,u,e
44,b,s,w,t,n,f,w,b,p,e,c,s,s,w,g,p,w,o,e,n,a,g,e
45,s,f,n,t,m,f,c,b,e,t,e,f,y,e,w,p,w,t,e,w,s,u,e
46,c,f,p,f,f,f,c,b,g,e,b,k,y,w,w,p,w,o,p,h,y,u,p
47,x,s,e,f,a,f,c,b,h,e,c,f,f,e,w,p,w,o,e,n,s,m,e
48,f,s,n,t,n,a,c,b,n,e,?,k,k,o,o,p,n,o,p,n,c,w,e
49,c,f,p,f,f,f,w,n,h,e,b,s,f,w,w,p,w,o,f,h,v,g,p
50,x,s,w,t,f,f,c,b,h,e,b,y,f,g,g,p,w,o,p,h,c,l,p
51,k,g,b,f,c,f,c,b,k,e,b,y,k,p,b,p,w,o,e,n,v,g,p
52,x,y,y,f,f,f,c,b,h,t,?,k,s,w,y,p,w,o,p,h,y,p,p
53,k,s,w,t,l,f,c,n,p,e,?,k,s,e,w,p,w,o,e,u,a,g,e
54,x,y,y,f,a,f,c,n,p,e,r,s,f,w,e,p,w,o,f,u,v,p,e
55,x,g,c,f,p,f,c,n,n,e,b,y,k,p,n,p,w,o,e,k,v,m,p
56,b,g,p,f,s,f,w,b,b,e,b,k,y,p,b,p,w,o,e,w,c,l,p
57,k,f,n,f,l,f,c,b,u,t,b,s,f,w,g,p,w,o,f,k,v,p,e
58,x,f,w,f,p,f,c,n,o,e,e,f,f,p,n,p,w,o,p,n,s,g,p
59,x,y,y,f,a,f,c,b,w,e,r,f,f,y,y,p,y,o,e,k,a,g,e
60,x,y,e,f,y,f,c,n,b,t,?,y,y,p,n,p,w,n,e,w,v,d,p
61,k,y,n,f,f,f,w,b,h,e,c,f,f,n,p,p,w,o,p,h,s,d,p
62,x,y,e,f,f,f,c,b,g,e,c,k,k,p,n,p,w,o,l,h,y,d,p
63,s,f,g,f,n,f,c,n,p,t,e,s,f,w,n,p,w,o,f,h,v,u,e
64,f,s,w,f,y,f,w,n,y,e,c,k,y,c,c,p,w,o,n,w,c,d,p
