,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,x,s,w,t,a,f,c,n,w,e,c,f,f,y,y,p,y,o,e,u,s,m,e
1,x,y,n,t,l,a,c,b,n,e,r,s,y,o,o,p,o,o,p,k,y,p,e
2,c,g,b,f,c,f,c,n,p,e,b,k,k,n,n,p,w,o,l,n,v,m,p
3,x,y,n,f,n,a,c,b,o,t,b,y,y,o,o,p,o,o,p,o,y,p,e
4,c,y,p,f,p,f,w,n,h,e,b,k,k,b,b,p,w,o,l,k,v,g,p
5,x,s,w,t,a,f,c,b,k,e,c,f,s,e,e,p,w,o,e,n,a,g,e
6,f,f,n,t,l,f,c,b,w,t,e,f,s,w,e,p,w,o,e,n,a,g,e
7,b,s,b,t,l,f,c,n,n,e,?,s,f,e,w,p,w,o,e,u,c,w,e
8,f,s,c,f,l,a,c,b,u,t,b,k,y,o,o,p,n,o,p,k,y,d,e
9,x,s,w,t,f,f,c,b,w,e,b,f,f,w,e,p,w,o,p,h,n,m,p
10,f,f,y,t,s,f,c,n,b,t,?,k,y,p,n,p,w,n,e,w,v,d,p
11,b,s,w,t,l,f,w,n,n,e,c,f,f,e,e,p,w,o,e,u,a,g,e
12,c,g,p,f,f,f,w,b,u,e,b,s,f,w,y,p,w,o,f,h,y,g,p
13,f,f,c,t,a,a,c,b,h,t,b,y,y,o,o,p,n,o,p,k,v,p,e
14,c,s,w,t,l,a,w,b,g,e,c,y,k,o,o,p,o,o,p,k,v,l,e
15,b,g,p,f,p,f,c,n,g,e,b,k,k,b,b,p,w,o,l,n,v,g,p
16,k,s,e,f,n,f,c,n,u,t,b,s,f,w,n,p,w,o,f,h,v,l,e
17,f,g,b,f,c,f,c,n,g,e,b,k,k,n,b,p,w,o,l,k,y,g,p
18,c,f,p,f,m,f,c,n,b,e,b,k,y,p,n,p,w,n,e,w,a,g,p
19,k,f,p,f,s,f,c,n,b,t,?,k,y,p,p,p,w,n,e,w,c,d,p
20,k,y,e,f,m,f,c,n,b,e,c,k,y,p,b,p,w,n,e,w,c,d,p
21,c,g,p,f,f,f,c,n,b,e,b,k,y,p,p,p,w,n,e,w,s,u,p
22,b,y,g,f,p,f,w,n,h,e,?,k,k,b,n,p,w,o,l,n,v,d,p
23,x,y,y,t,l,a,c,b,y,e,r,k,y,o,o,p,o,o,p,n,y,p,e
24,k,y,n,f,a,f,w,b,g,t,b,k,k,p,w,p,w,o,l,n,v,l,e
25,f,g,g,f,p,a,c,n,u,e,b,f,k,o,o,p,o,o,p,k,v,m,p
26,b,g,p,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g,p
27,f,y,w,f,l,f,c,b,o,e,?,s,y,p,w,p,w,o,p,n,v,l,e
28,f,f,n,f,a,f,c,b,u,t,b,s,f,w,g,p,w,o,f,k,v,l,e
29,c,y,e,t,p,f,c,n,u,e,c,k,f,w,g,p,w,o,p,k,c,d,p
30,b,s,w,f,a,a,w,b,g,e,c,k,y,o,o,p,n,o,p,n,n,g,e
31,f,y,y,f,l,f,c,n,w,e,r,s,f,w,n,p,w,o,f,u,v,p,e
32,f,y,u,f,f,f,c,b,w,t,?,k,y,c,c,p,w,o,n,h,c,d,p
33,x,y,y,t,n,f,w,b,y,e,r,f,f,e,w,p,w,o,e,b,a,g,e
34,k,f,e,f,p,f,c,b,h,t,b,s,f,w,n,p,w,o,f,n,y,u,e
35,x,s,w,f,a,f,c,b,p,e,c,f,f,w,p,p,w,o,e,n,s,m,e
36,c,s,w,t,n,f,w,b,k,e,c,f,s,y,y,p,y,o,e,n,a,g,e
37,f,y,g,f,c,f,c,n,k,e,b,k,y,p,w,p,w,o,e,n,v,m,p
38,k,y,e,f,f,a,c,b,w,e,c,k,y,c,c,p,w,o,n,h,c,d,p
39,x,s,y,f,l,a,c,b,n,e,c,s,y,o,o,p,n,o,p,k,y,g,e
40,x,f,c,f,l,f,c,b,p,t,b,s,f,w,n,p,w,o,f,n,y,p,e
41,f,y,n,f,l,f,c,b,w,e,r,s,f,w,n,p,w,o,f,k,y,p,e
42,f,y,e,t,l,f,c,b,k,t,b,k,y,g,w,p,w,o,p,k,y,p,e
43,x,f,c,t,a,a,w,b,n,t,b,s,k,o,o,p,o,o,p,k,y,d,e
44,b,s,y,t,a,f,w,n,w,e,c,f,f,e,e,p,w,o,e,u,a,g,e
45,c,y,w,t,c,f,c,n,n,e,b,f,k,g,g,p,w,o,p,n,v,m,p
46,x,y,n,t,l,f,w,b,n,e,r,f,f,e,w,p,w,o,e,k,a,g,e
