,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,c,y,n,t,a,f,w,b,w,e,c,f,f,e,w,p,w,o,e,n,a,g,e
1,c,s,y,f,a,f,w,b,u,e,c,s,f,w,e,p,w,o,f,k,y,g,e
2,x,y,c,f,y,f,c,n,b,e,c,y,k,p,p,p,w,o,e,w,c,d,p
3,b,s,n,f,p,f,c,n,o,t,?,f,f,w,p,p,w,o,p,n,c,d,p
4,c,s,w,t,l,f,w,b,h,e,c,s,f,y,y,p,y,o,e,n,a,g,e
5,x,s,g,f,l,f,w,b,h,e,?,s,f,w,n,p,w,o,f,n,v,l,e
6,s,f,g,f,l,f,c,b,w,t,e,s,f,w,e,p,w,o,f,k,v,u,e
7,x,s,w,t,a,f,w,n,w,e,c,f,f,e,w,p,w,o,e,u,s,g,e
8,x,y,n,t,a,f,w,b,o,e,r,s,y,g,p,p,w,o,p,n,n,g,e
9,b,s,w,f,a,f,c,b,w,e,c,f,f,e,e,p,w,o,e,n,s,g,e
10,x,g,c,t,l,f,c,n,p,t,b,s,s,e,e,p,w,o,e,u,v,l,e
11,f,s,g,f,f,f,c,b,g,t,?,k,k,n,p,p,w,o,l,h,y,p,p
12,f,y,c,f,l,f,c,b,u,t,b,s,f,w,e,p,w,o,f,n,v,p,e
13,b,s,w,f,l,f,c,b,y,e,c,s,y,g,w,p,w,o,p,n,s,m,e
14,b,y,w,f,n,f,c,n,u,e,c,s,y,p,w,p,w,o,p,h,y,g,e
15,x,s,w,t,n,f,c,b,g,e,c,k,y,g,w,p,w,t,p,w,n,g,e
16,f,f,n,t,a,f,c,b,o,t,b,s,y,p,w,p,w,o,p,n,v,l,e
17,b,y,b,f,s,f,c,n,b,e,b,y,y,p,p,p,w,o,e,w,v,m,p
18,x,y,w,f,c,f,c,n,p,t,e,k,k,n,b,p,w,o,l,k,y,u,p
19,f,f,w,t,n,f,c,b,k,t,e,f,f,w,n,p,w,o,e,k,v,u,e
20,k,y,w,f,p,f,c,n,h,e,b,k,k,b,b,p,w,o,l,n,v,m,p
21,c,s,w,f,c,f,c,n,n,e,b,k,y,p,b,p,w,o,e,n,s,u,p
22,x,f,y,f,f,f,c,b,p,t,?,k,k,p,b,p,w,o,l,h,y,d,p
23,b,f,n,f,c,f,c,n,u,t,?,s,f,w,w,p,w,o,f,k,y,d,p
24,c,s,p,f,p,f,c,n,o,e,b,k,f,w,e,p,w,o,p,n,v,m,p
25,x,y,n,t,l,a,c,b,n,e,r,s,y,o,o,p,o,o,p,n,y,g,e
26,x,s,w,t,l,f,c,b,y,e,c,f,f,e,w,p,w,o,e,n,s,m,e
27,b,y,g,f,p,f,c,n,p,e,b,k,k,n,p,p,w,o,l,k,v,g,p
28,f,f,g,f,a,f,w,b,h,t,e,f,f,w,n,p,w,o,e,n,a,g,e
29,c,s,y,f,a,f,c,b,n,e,c,f,f,e,w,p,w,o,e,n,s,g,e
30,k,f,n,f,c,f,c,n,p,t,?,k,k,b,n,p,w,o,l,k,y,p,p
31,b,s,w,f,p,f,c,n,g,e,b,y,f,w,e,p,w,o,p,n,s,u,p
32,f,y,n,f,a,f,c,b,w,e,r,s,f,w,n,p,w,o,f,n,y,p,e
33,b,f,b,t,c,f,c,n,u,e,b,k,f,w,p,p,w,o,p,k,s,u,p
34,f,f,e,f,a,a,c,b,k,t,b,k,y,o,o,p,o,o,p,n,y,p,e
35,x,s,n,t,l,a,c,n,n,t,b,s,s,o,o,p,o,o,p,u,y,p,e
36,b,f,n,f,y,f,c,n,b,t,?,k,y,e,w,p,w,n,e,w,c,d,p
37,b,y,p,t,c,f,c,n,n,e,b,f,f,n,p,p,w,o,p,k,v,m,p
38,x,s,e,t,a,f,w,b,h,e,c,f,s,e,w,p,w,o,e,n,a,g,e
39,f,y,n,t,n,a,c,b,y,e,r,k,y,o,o,p,n,o,p,b,y,p,e
40,x,s,y,t,l,f,c,b,h,e,c,f,f,y,y,p,y,o,e,k,s,m,e
41,f,f,e,f,c,f,c,n,h,t,?,k,k,n,b,p,w,o,l,k,y,p,p
42,f,y,c,t,l,a,c,b,y,t,b,s,y,o,o,p,o,o,p,n,y,p,e
43,b,f,e,f,p,f,c,n,p,t,?,k,k,n,b,p,w,o,l,k,y,g,p
44,k,y,y,f,c,f,c,n,h,t,?,k,k,n,n,p,w,o,l,k,y,p,p
45,k,s,n,f,f,f,c,n,b,e,c,k,y,p,w,p,w,o,e,w,v,d,p
46,x,s,c,f,c,a,c,n,w,e,c,k,y,c,c,p,w,o,n,n,c,d,p
47,x,f,n,t,a,f,c,b,n,t,e,y,y,p,p,p,w,o,p,n,y,u,e
48,x,s,w,t,l,a,w,b,o,e,c,s,k,o,o,p,o,o,p,n,v,l,e
49,b,g,b,f,m,f,c,n,b,e,b,k,y,p,b,p,w,o,e,w,v,g,p
50,k,y,n,t,l,a,w,b,k,t,b,k,s,o,o,p,n,o,p,k,v,d,e
51,b,f,w,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g,p
52,s,f,g,f,l,a,c,b,o,t,e,s,k,o,o,p,n,o,p,n,y,u,e
53,b,y,c,f,c,f,c,n,k,e,c,f,s,n,b,p,w,o,p,k,s,d,p
54,x,s,w,t,m,f,c,n,b,e,e,k,k,p,p,p,w,o,e,w,a,g,p
55,c,f,e,f,l,a,c,n,w,t,b,k,k,o,o,p,o,o,p,u,v,p,e
56,f,g,g,f,c,f,c,n,p,e,b,k,k,p,p,p,w,o,l,k,v,m,p
57,b,g,b,t,c,f,c,n,k,e,b,k,f,n,p,p,w,o,p,k,s,u,p
58,x,s,e,t,a,f,c,b,h,e,c,s,s,e,w,p,w,o,e,n,a,g,e
59,f,s,e,t,a,f,w,n,w,e,c,f,s,e,e,p,w,o,e,u,s,g,e
60,f,y,n,t,p,f,c,n,o,e,c,s,f,p,n,p,w,o,p,n,s,d,p
61,k,s,y,t,l,f,w,n,p,e,c,f,f,e,w,p,w,o,e,u,a,g,e
62,x,y,y,f,a,f,c,b,w,e,r,s,f,w,e,p,w,o,f,k,v,p,e
63,s,f,g,f,l,f,c,b,w,t,e,s,f,w,n,p,w,o,f,n,y,u,e
