,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
0,s,g,r,f,a,a,w,b,o,t,r,f,f,g,g,p,o,t,f,n,n,w,e
1,c,s,b,t,f,f,c,n,b,e,b,k,y,w,b,p,o,n,l,r,c,m,p
2,b,g,p,t,f,a,c,n,b,e,b,k,y,c,c,p,y,o,l,r,c,m,p
3,s,f,c,f,a,a,w,b,p,t,e,f,s,g,p,p,n,t,f,u,n,w,e
4,k,y,r,f,l,a,w,b,e,t,c,s,f,g,g,p,o,t,f,n,n,w,e
5,c,s,p,t,f,f,c,n,b,e,b,s,y,b,n,p,y,t,l,r,c,u,p
6,s,f,c,f,a,a,c,b,n,t,r,f,f,o,w,p,o,t,f,u,n,p,e
7,k,g,b,t,f,f,c,n,b,e,b,k,y,y,y,p,n,o,l,r,c,p,p
8,b,g,p,t,f,f,c,n,b,e,b,s,y,y,b,p,w,o,l,r,c,m,p
9,k,s,w,t,c,f,c,n,b,e,b,k,y,b,y,p,y,o,l,r,c,m,p
10,s,y,c,f,a,f,w,b,e,t,r,f,f,e,e,p,o,o,f,n,y,w,e
11,k,s,w,t,f,a,w,n,b,e,b,k,y,y,b,p,y,o,l,r,c,m,p
12,x,s,c,f,l,a,w,b,n,t,r,s,f,e,g,p,w,t,p,n,n,w,e
13,c,g,y,t,f,f,c,n,b,e,b,k,y,b,c,p,y,n,l,r,c,d,p
14,b,g,b,t,c,a,c,n,b,e,?,k,y,b,y,p,y,o,l,r,c,m,p
15,b,g,y,t,p,a,c,n,b,e,b,k,y,y,y,p,y,n,l,r,c,m,p
16,x,g,b,t,f,f,c,n,b,e,b,s,y,n,y,p,y,o,l,r,c,d,p
17,s,f,c,f,l,a,w,b,o,t,c,y,f,g,g,p,y,t,f,o,n,w,e
18,s,f,n,f,l,f,w,b,e,t,r,f,k,g,n,p,n,t,f,k,n,p,e
19,c,s,b,t,c,f,c,n,b,e,b,y,y,c,c,p,y,n,l,r,c,g,p
20,x,f,u,t,a,a,w,b,h,t,e,f,k,e,g,p,n,t,f,k,n,w,e
21,b,f,y,t,c,f,c,n,b,e,b,k,y,w,y,p,y,o,l,r,c,m,p
22,s,s,c,f,a,a,w,b,e,t,r,s,f,w,g,p,n,t,f,u,n,w,e
23,c,f,c,f,a,f,w,b,e,t,r,s,f,g,o,p,w,t,f,w,y,w,e
24,k,f,c,f,a,a,w,b,k,t,c,s,f,g,w,p,o,t,f,u,n,w,e
25,x,f,c,f,l,f,w,b,n,t,r,y,f,g,g,p,o,t,f,u,n,w,e
26,c,g,w,t,f,f,w,n,b,e,b,k,y,y,y,p,y,o,l,r,s,m,p
27,s,y,c,f,a,f,w,b,e,t,c,y,k,g,w,p,o,t,f,u,y,p,e
28,s,s,c,f,a,f,w,b,e,t,r,f,f,e,p,p,o,t,f,n,y,w,e
29,c,s,b,t,f,f,c,n,b,e,b,k,y,w,y,p,w,n,l,r,c,m,p
30,b,y,p,t,c,f,c,n,b,e,b,k,y,y,y,p,y,n,l,r,c,u,p
31,s,y,c,f,l,a,w,b,e,t,r,s,f,e,e,p,o,t,f,k,a,w,e
32,x,f,c,f,l,f,w,b,o,t,e,s,f,g,o,p,n,t,f,u,n,w,e
33,x,g,g,t,f,f,c,n,b,e,b,k,y,n,c,p,y,o,l,h,c,d,p
34,b,g,w,t,f,a,c,n,b,e,?,k,y,y,y,p,y,n,l,r,c,u,p
35,k,f,c,f,a,a,w,b,u,t,e,f,k,g,p,p,n,t,f,u,y,w,e
36,c,g,b,t,p,f,c,n,b,e,b,k,y,y,y,p,y,n,n,r,c,m,p
37,b,g,b,t,f,f,c,n,b,e,b,k,y,w,y,p,y,o,l,r,c,m,p
38,c,g,w,t,f,f,c,n,b,e,b,k,y,y,c,p,y,o,l,r,s,g,p
39,s,g,n,f,a,a,w,b,e,t,r,s,f,o,g,p,n,t,f,n,n,w,e
40,x,s,b,t,f,f,c,n,b,e,b,k,y,c,y,p,y,o,l,r,c,g,p
41,s,y,c,f,l,a,w,b,e,e,e,s,f,n,g,p,o,t,f,n,n,w,e
42,b,g,p,t,f,f,c,n,b,e,b,k,y,b,y,p,y,n,l,r,c,g,p
43,c,s,p,t,c,f,c,n,b,e,e,k,y,w,b,p,w,n,l,r,c,m,p
44,s,f,c,f,a,a,w,b,e,t,e,s,f,g,p,p,w,t,f,n,n,l,e
45,b,s,w,t,f,a,c,n,b,e,b,k,y,c,y,p,y,o,l,r,c,d,p
46,x,s,c,f,l,a,w,b,u,t,e,s,f,o,g,p,n,t,f,u,n,w,e
47,s,f,r,f,l,f,w,b,e,t,e,s,s,c,e,p,o,t,f,o,y,w,e
48,x,g,p,t,f,f,c,n,b,e,b,k,y,c,c,p,w,o,l,r,c,g,p
49,f,s,c,f,l,f,w,b,o,t,r,f,s,g,e,p,o,t,f,u,n,w,e
50,b,g,b,t,c,a,c,n,b,e,b,k,y,y,y,p,y,n,l,r,c,m,p
51,c,f,y,t,f,f,c,n,b,e,b,k,y,y,y,p,y,n,l,r,c,g,p
52,s,f,n,f,n,a,w,b,e,t,r,s,f,g,n,p,n,t,f,n,s,p,e
53,s,s,c,f,a,a,w,b,e,t,r,f,f,o,p,p,o,t,f,n,y,w,e
54,x,y,c,f,a,a,w,b,e,t,c,y,s,o,g,p,o,t,f,u,y,p,e
55,f,g,y,t,c,a,c,n,b,e,b,k,y,o,c,p,y,o,l,r,c,m,p
56,c,f,p,f,l,a,w,b,e,t,r,f,f,g,g,p,o,t,f,n,y,w,e
57,s,s,u,f,a,f,w,b,k,t,r,f,f,e,p,p,n,t,f,y,n,u,e
58,s,f,c,f,a,a,w,b,o,t,r,f,k,g,o,p,o,t,f,u,y,w,e
59,b,s,w,t,p,f,c,n,b,e,b,k,y,y,y,p,y,n,l,r,c,m,p
60,x,g,b,t,f,a,c,n,b,e,b,k,y,b,c,p,n,n,l,r,c,g,p
61,f,f,b,t,c,f,c,n,b,t,b,k,k,y,y,p,y,o,l,r,c,u,p
62,f,y,c,f,a,a,w,b,g,t,r,f,s,g,e,p,o,t,f,y,y,w,e
63,s,f,c,f,a,a,w,b,o,t,r,y,s,g,g,p,o,t,f,n,a,w,e
64,b,g,y,t,c,a,c,n,b,e,b,k,y,c,b,p,y,n,l,r,c,m,p
65,b,g,b,t,c,f,c,n,b,e,b,k,y,y,y,p,y,o,l,r,c,g,p
66,s,y,e,f,a,a,w,b,e,t,r,s,f,g,o,p,n,t,f,b,n,p,e
67,s,f,r,f,l,a,w,b,u,t,r,s,s,g,g,p,n,t,f,k,n,w,e
68,s,f,u,f,a,a,w,b,y,t,?,f,f,g,e,p,n,t,f,n,n,w,e
69,k,f,p,t,c,a,c,n,b,e,b,k,y,o,c,p,y,n,l,r,c,d,p
70,x,g,y,t,c,f,c,n,b,e,?,k,y,c,c,p,w,o,l,r,c,g,p
71,c,y,b,t,f,f,c,n,b,e,b,k,y,y,b,p,y,n,p,r,c,m,p
72,x,f,c,f,a,f,w,b,e,t,r,s,f,o,g,p,n,t,f,n,n,w,e
73,f,y,p,t,c,f,w,n,b,e,b,k,y,c,c,p,y,n,l,r,c,m,p
74,b,g,b,t,c,a,c,n,b,e,b,y,y,y,c,p,y,n,l,r,c,m,p
75,f,s,b,t,c,a,c,n,b,e,b,k,y,y,y,p,w,n,l,r,c,m,p
76,c,s,b,t,f,f,c,n,b,e,b,k,y,w,y,p,y,o,l,r,c,m,p
77,x,s,e,t,f,a,c,n,b,e,b,y,y,y,y,p,o,n,l,r,c,g,p
78,f,y,c,f,a,a,w,b,e,t,e,s,k,g,g,p,o,t,f,k,a,w,e
