Event,Model,Epochs,K,Dataset,Test,Metric,Value
trtr,GANBLR,50,0,superstore,adaboost,accuracy,0.9104552276138069
trtr,GANBLR,50,0,superstore,random_forest,accuracy,0.9634817408704353
trtr,GANBLR,50,0,superstore,svm,accuracy,0.928464232116058
tstr,GANBLR,50,0,superstore,adaboost,accuracy,0.9304652326163082
tstr,GANBLR,50,0,superstore,random_forest,accuracy,0.9564782391195598
tstr,GANBLR,50,0,superstore,svm,accuracy,0.928464232116058
sdv_eval,GANBLR,50,0,superstore,sdv_eval,quality_score,0.8884439293368065
trtr,GANBLR,50,0,credit_risk,adaboost,accuracy,0.8758729050279329
trtr,GANBLR,50,0,credit_risk,random_forest,accuracy,0.91393156424581
trtr,GANBLR,50,0,credit_risk,svm,accuracy,0.8847765363128491
tstr,GANBLR,50,0,credit_risk,adaboost,accuracy,0.8296089385474861
tstr,GANBLR,50,0,credit_risk,random_forest,accuracy,0.8105796089385475
tstr,GANBLR,50,0,credit_risk,svm,accuracy,0.7990572625698324
sdv_eval,GANBLR,50,0,credit_risk,sdv_eval,quality_score,0.772422650563251
trtr,GANBLR,50,0,mushrooms,adaboost,accuracy,1.0
trtr,GANBLR,50,0,mushrooms,random_forest,accuracy,1.0
trtr,GANBLR,50,0,mushrooms,svm,accuracy,0.9926153846153846
tstr,GANBLR,50,0,mushrooms,adaboost,accuracy,0.8523076923076923
tstr,GANBLR,50,0,mushrooms,random_forest,accuracy,0.8018461538461539
tstr,GANBLR,50,0,mushrooms,svm,accuracy,0.4775384615384615
sdv_eval,GANBLR,50,0,mushrooms,sdv_eval,quality_score,0.7425681428869824
trtr,GANBLR,50,1,superstore,adaboost,accuracy,0.9104552276138069
trtr,GANBLR,50,1,superstore,random_forest,accuracy,0.9644822411205602
trtr,GANBLR,50,1,superstore,svm,accuracy,0.928464232116058
tstr,GANBLR,50,1,superstore,adaboost,accuracy,0.9469734867433717
tstr,GANBLR,50,1,superstore,random_forest,accuracy,0.9574787393696849
tstr,GANBLR,50,1,superstore,svm,accuracy,0.928464232116058
sdv_eval,GANBLR,50,1,superstore,sdv_eval,quality_score,0.9242803495585796
trtr,GANBLR,50,1,credit_risk,adaboost,accuracy,0.8758729050279329
trtr,GANBLR,50,1,credit_risk,random_forest,accuracy,0.9141061452513967
trtr,GANBLR,50,1,credit_risk,svm,accuracy,0.8847765363128491
tstr,GANBLR,50,1,credit_risk,adaboost,accuracy,0.8060405027932961
tstr,GANBLR,50,1,credit_risk,random_forest,accuracy,0.8376396648044693
tstr,GANBLR,50,1,credit_risk,svm,accuracy,0.8194832402234636
sdv_eval,GANBLR,50,1,credit_risk,sdv_eval,quality_score,0.8146778319448165
trtr,GANBLR,50,1,mushrooms,adaboost,accuracy,1.0
trtr,GANBLR,50,1,mushrooms,random_forest,accuracy,1.0
trtr,GANBLR,50,1,mushrooms,svm,accuracy,0.9926153846153846
tstr,GANBLR,50,1,mushrooms,adaboost,accuracy,0.9821538461538462
tstr,GANBLR,50,1,mushrooms,random_forest,accuracy,0.9889230769230769
tstr,GANBLR,50,1,mushrooms,svm,accuracy,0.9556923076923077
sdv_eval,GANBLR,50,1,mushrooms,sdv_eval,quality_score,0.867225225543302
trtr,GANBLR,100,0,superstore,adaboost,accuracy,0.9104552276138069
trtr,GANBLR,100,0,superstore,random_forest,accuracy,0.9639819909954978
trtr,GANBLR,100,0,superstore,svm,accuracy,0.928464232116058
tstr,GANBLR,100,0,superstore,adaboost,accuracy,0.8969484742371185
tstr,GANBLR,100,0,superstore,random_forest,accuracy,0.9564782391195598
tstr,GANBLR,100,0,superstore,svm,accuracy,0.928464232116058
sdv_eval,GANBLR,100,0,superstore,sdv_eval,quality_score,0.8804071896251537
trtr,GANBLR,100,0,credit_risk,adaboost,accuracy,0.8758729050279329
trtr,GANBLR,100,0,credit_risk,random_forest,accuracy,0.9137569832402235
trtr,GANBLR,100,0,credit_risk,svm,accuracy,0.8847765363128491
tstr,GANBLR,100,0,credit_risk,adaboost,accuracy,0.8259427374301676
tstr,GANBLR,100,0,credit_risk,random_forest,accuracy,0.8168645251396648
tstr,GANBLR,100,0,credit_risk,svm,accuracy,0.8252444134078212
sdv_eval,GANBLR,100,0,credit_risk,sdv_eval,quality_score,0.7578710432248756
trtr,GANBLR,100,0,mushrooms,adaboost,accuracy,1.0
trtr,GANBLR,100,0,mushrooms,random_forest,accuracy,1.0
trtr,GANBLR,100,0,mushrooms,svm,accuracy,0.9926153846153846
tstr,GANBLR,100,0,mushrooms,adaboost,accuracy,0.7883076923076923
tstr,GANBLR,100,0,mushrooms,random_forest,accuracy,0.7747692307692308
tstr,GANBLR,100,0,mushrooms,svm,accuracy,0.5003076923076923
sdv_eval,GANBLR,100,0,mushrooms,sdv_eval,quality_score,0.725461216379008
trtr,GANBLR,100,1,superstore,adaboost,accuracy,0.9104552276138069
trtr,GANBLR,100,1,superstore,random_forest,accuracy,0.9639819909954978
trtr,GANBLR,100,1,superstore,svm,accuracy,0.928464232116058
tstr,GANBLR,100,1,superstore,adaboost,accuracy,0.9399699849924963
tstr,GANBLR,100,1,superstore,random_forest,accuracy,0.9394697348674337
tstr,GANBLR,100,1,superstore,svm,accuracy,0.928464232116058
sdv_eval,GANBLR,100,1,superstore,sdv_eval,quality_score,0.9156401247268802
trtr,GANBLR,100,1,credit_risk,adaboost,accuracy,0.8758729050279329
trtr,GANBLR,100,1,credit_risk,random_forest,accuracy,0.9162011173184358
trtr,GANBLR,100,1,credit_risk,svm,accuracy,0.8847765363128491
tstr,GANBLR,100,1,credit_risk,adaboost,accuracy,0.7035614525139665
tstr,GANBLR,100,1,credit_risk,random_forest,accuracy,0.8261173184357542
tstr,GANBLR,100,1,credit_risk,svm,accuracy,0.8262918994413407
sdv_eval,GANBLR,100,1,credit_risk,sdv_eval,quality_score,0.782145970279061
trtr,GANBLR,100,1,mushrooms,adaboost,accuracy,1.0
trtr,GANBLR,100,1,mushrooms,random_forest,accuracy,1.0
trtr,GANBLR,100,1,mushrooms,svm,accuracy,0.9926153846153846
tstr,GANBLR,100,1,mushrooms,adaboost,accuracy,0.9889230769230769
tstr,GANBLR,100,1,mushrooms,random_forest,accuracy,0.9852307692307692
tstr,GANBLR,100,1,mushrooms,svm,accuracy,0.9587692307692308
sdv_eval,GANBLR,100,1,mushrooms,sdv_eval,quality_score,0.8653130238013862
trtr,GANBLR,150,0,superstore,adaboost,accuracy,0.9104552276138069
trtr,GANBLR,150,0,superstore,random_forest,accuracy,0.9629814907453726
trtr,GANBLR,150,0,superstore,svm,accuracy,0.928464232116058
tstr,GANBLR,150,0,superstore,adaboost,accuracy,0.6238119059529765
tstr,GANBLR,150,0,superstore,random_forest,accuracy,0.9529764882441221
tstr,GANBLR,150,0,superstore,svm,accuracy,0.9309654827413707
sdv_eval,GANBLR,150,0,superstore,sdv_eval,quality_score,0.8782227439711373
trtr,GANBLR,150,0,credit_risk,adaboost,accuracy,0.8758729050279329
trtr,GANBLR,150,0,credit_risk,random_forest,accuracy,0.9142807262569832
trtr,GANBLR,150,0,credit_risk,svm,accuracy,0.8847765363128491
tstr,GANBLR,150,0,credit_risk,adaboost,accuracy,0.8472416201117319
tstr,GANBLR,150,0,credit_risk,random_forest,accuracy,0.822800279329609
tstr,GANBLR,150,0,credit_risk,svm,accuracy,0.8250698324022346
sdv_eval,GANBLR,150,0,credit_risk,sdv_eval,quality_score,0.7481461629740218
trtr,GANBLR,150,0,mushrooms,adaboost,accuracy,1.0
trtr,GANBLR,150,0,mushrooms,random_forest,accuracy,1.0
trtr,GANBLR,150,0,mushrooms,svm,accuracy,0.9926153846153846
tstr,GANBLR,150,0,mushrooms,adaboost,accuracy,0.7323076923076923
tstr,GANBLR,150,0,mushrooms,random_forest,accuracy,0.7643076923076924
tstr,GANBLR,150,0,mushrooms,svm,accuracy,0.6227692307692307
sdv_eval,GANBLR,150,0,mushrooms,sdv_eval,quality_score,0.7214018131982751
trtr,GANBLR,150,1,superstore,adaboost,accuracy,0.9104552276138069
trtr,GANBLR,150,1,superstore,random_forest,accuracy,0.9644822411205602
trtr,GANBLR,150,1,superstore,svm,accuracy,0.928464232116058
tstr,GANBLR,150,1,superstore,adaboost,accuracy,0.9379689844922461
tstr,GANBLR,150,1,superstore,random_forest,accuracy,0.9264632316158079
tstr,GANBLR,150,1,superstore,svm,accuracy,0.9344672336168084
sdv_eval,GANBLR,150,1,superstore,sdv_eval,quality_score,0.9064801925792267
trtr,GANBLR,150,1,credit_risk,adaboost,accuracy,0.8758729050279329
trtr,GANBLR,150,1,credit_risk,random_forest,accuracy,0.9155027932960894
trtr,GANBLR,150,1,credit_risk,svm,accuracy,0.8847765363128491
tstr,GANBLR,150,1,credit_risk,adaboost,accuracy,0.6881983240223464
tstr,GANBLR,150,1,credit_risk,random_forest,accuracy,0.821054469273743
tstr,GANBLR,150,1,credit_risk,svm,accuracy,0.8109287709497207
sdv_eval,GANBLR,150,1,credit_risk,sdv_eval,quality_score,0.7568516935318976
trtr,GANBLR,150,1,mushrooms,adaboost,accuracy,1.0
trtr,GANBLR,150,1,mushrooms,random_forest,accuracy,1.0
trtr,GANBLR,150,1,mushrooms,svm,accuracy,0.9926153846153846
tstr,GANBLR,150,1,mushrooms,adaboost,accuracy,0.9907692307692307
tstr,GANBLR,150,1,mushrooms,random_forest,accuracy,0.9901538461538462
tstr,GANBLR,150,1,mushrooms,svm,accuracy,0.9433846153846154
sdv_eval,GANBLR,150,1,mushrooms,sdv_eval,quality_score,0.8650245078236763
