Event,Model,Epochs,K,Dataset,Test,Metric,Value
trtr,GANBLR,10,0,superstore,adaboost,accuracy,0.9104552276138069
trtr,GANBLR,10,0,superstore,random_forest,accuracy,0.9629814907453726
trtr,GANBLR,10,0,superstore,svm,accuracy,0.928464232116058
tstr,GANBLR,10,0,superstore,adaboost,accuracy,0.928464232116058
tstr,GANBLR,10,0,superstore,random_forest,accuracy,0.9289644822411206
tstr,GANBLR,10,0,superstore,svm,accuracy,0.928464232116058
sdv_eval,GANBLR,10,0,superstore,sdv_eval,quality_score,0.8925391205230362
trtr,GANBLR,10,0,credit_risk,adaboost,accuracy,0.8758729050279329
trtr,GANBLR,10,0,credit_risk,random_forest,accuracy,0.9160265363128491
trtr,GANBLR,10,0,credit_risk,svm,accuracy,0.8847765363128491
tstr,GANBLR,10,0,credit_risk,adaboost,accuracy,0.8371159217877095
tstr,GANBLR,10,0,credit_risk,random_forest,accuracy,0.8177374301675978
tstr,GANBLR,10,0,credit_risk,svm,accuracy,0.8001047486033519
sdv_eval,GANBLR,10,0,credit_risk,sdv_eval,quality_score,0.791846642133162
trtr,GANBLR,10,0,mushrooms,adaboost,accuracy,1.0
trtr,GANBLR,10,0,mushrooms,random_forest,accuracy,1.0
trtr,GANBLR,10,0,mushrooms,svm,accuracy,0.9926153846153846
tstr,GANBLR,10,0,mushrooms,adaboost,accuracy,0.9790769230769231
tstr,GANBLR,10,0,mushrooms,random_forest,accuracy,0.8793846153846154
tstr,GANBLR,10,0,mushrooms,svm,accuracy,0.7378461538461538
sdv_eval,GANBLR,10,0,mushrooms,sdv_eval,quality_score,0.817345188502796
trtr,GANBLR,10,1,superstore,adaboost,accuracy,0.9104552276138069
trtr,GANBLR,10,1,superstore,random_forest,accuracy,0.9649824912456229
trtr,GANBLR,10,1,superstore,svm,accuracy,0.928464232116058
tstr,GANBLR,10,1,superstore,adaboost,accuracy,0.9194597298649325
tstr,GANBLR,10,1,superstore,random_forest,accuracy,0.9324662331165583
tstr,GANBLR,10,1,superstore,svm,accuracy,0.928464232116058
sdv_eval,GANBLR,10,1,superstore,sdv_eval,quality_score,0.9129789044741212
trtr,GANBLR,10,1,credit_risk,adaboost,accuracy,0.8758729050279329
trtr,GANBLR,10,1,credit_risk,random_forest,accuracy,0.9130586592178771
trtr,GANBLR,10,1,credit_risk,svm,accuracy,0.8847765363128491
tstr,GANBLR,10,1,credit_risk,adaboost,accuracy,0.8449720670391061
tstr,GANBLR,10,1,credit_risk,random_forest,accuracy,0.8477653631284916
tstr,GANBLR,10,1,credit_risk,svm,accuracy,0.8034217877094972
sdv_eval,GANBLR,10,1,credit_risk,sdv_eval,quality_score,0.8332113608365472
trtr,GANBLR,10,1,mushrooms,adaboost,accuracy,1.0
trtr,GANBLR,10,1,mushrooms,random_forest,accuracy,1.0
trtr,GANBLR,10,1,mushrooms,svm,accuracy,0.9926153846153846
tstr,GANBLR,10,1,mushrooms,adaboost,accuracy,0.9563076923076923
tstr,GANBLR,10,1,mushrooms,random_forest,accuracy,0.9833846153846154
tstr,GANBLR,10,1,mushrooms,svm,accuracy,0.9427692307692308
sdv_eval,GANBLR,10,1,mushrooms,sdv_eval,quality_score,0.8782967513937735
trtr,CTGAN,10,0,superstore,adaboost,accuracy,0.9104552276138069
trtr,CTGAN,10,0,superstore,random_forest,accuracy,0.9654827413706853
trtr,CTGAN,10,0,superstore,svm,accuracy,0.928464232116058
tstr,CTGAN,10,0,superstore,adaboost,accuracy,0.9289644822411206
tstr,CTGAN,10,0,superstore,random_forest,accuracy,0.9299649824912456
tstr,CTGAN,10,0,superstore,svm,accuracy,0.928464232116058
sdv_eval,CTGAN,10,0,superstore,sdv_eval,quality_score,0.9586619284758804
